Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R
1713,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1714,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1715,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1716,Forest,Water,Grassland,Water,Non_Wetland,Forest
1717,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1718,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1719,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
1720,Forest,Water,Cropland,NULL,Non_Wetland,Water
1721,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1722,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1723,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1724,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1725,Forest,Water,Cropland,Water,Non_Wetland,Water
1726,Forest,Water,Cropland,Water,Non_Wetland,Forest
1727,Forest,Water,Wetland,NULL,Wetland,Grassland
1728,Forest,Water,Wetland,NULL,Wetland,Water
1729,Forest,Water,Wetland,NULL,Wetland,Forest
1730,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1731,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1732,Forest,Water,Wetland,Non_Water,Wetland,Water
1733,Forest,Water,Wetland,Non_Water,Wetland,Forest
1734,Forest,Water,Wetland,Water,Wetland,Grassland
1735,Forest,Water,Wetland,Water,Wetland,Cropland
1736,Forest,Water,Wetland,Water,Wetland,Bareland
1737,Forest,Water,Wetland,Water,Wetland,Water
1738,Forest,Water,Wetland,Water,Wetland,Forest
1739,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1740,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1741,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1742,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1743,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1744,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1745,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1746,Forest,Water,Bareland,Water,Non_Wetland,Water
1747,Forest,Water,Water,NULL,Water,Grassland
1748,Forest,Water,Water,NULL,Water,Cropland
1749,Forest,Water,Water,NULL,Water,Water
1750,Forest,Water,Water,NULL,Water,Forest
1751,Forest,Water,Water,Non_Water,Water,Grassland
1752,Forest,Water,Water,Non_Water,Water,Bareland
1753,Forest,Water,Water,Non_Water,Water,Water
1754,Forest,Water,Water,Non_Water,Water,Forest
1755,Forest,Water,Water,Water,Water,Grassland
1756,Forest,Water,Water,Water,Water,Cropland
1757,Forest,Water,Water,Water,Water,Bareland
1758,Forest,Water,Water,Water,Water,Water
1759,Forest,Water,Water,Water,Water,Forest
1760,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1761,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1762,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1763,Forest,Water,Forest,NULL,Non_Wetland,Water
1764,Forest,Water,Forest,NULL,Non_Wetland,Forest
1765,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1766,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1767,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1768,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1769,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1770,Forest,Water,Forest,Water,Non_Wetland,Grassland
1771,Forest,Water,Forest,Water,Non_Wetland,Cropland
1772,Forest,Water,Forest,Water,Non_Wetland,Bareland
1773,Forest,Water,Forest,Water,Non_Wetland,Water
1774,Forest,Water,Forest,Water,Non_Wetland,Forest
1775,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1776,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1777,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1778,Forest,Forest,NULL,NULL,Non_Wetland,Water
1779,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1780,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1781,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1782,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1783,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1784,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1785,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1786,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1787,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1788,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1789,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1790,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1792,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1793,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1794,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1795,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1796,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1797,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1798,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1799,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1800,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1801,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1802,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1803,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1804,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1805,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1806,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1807,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1808,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1809,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1810,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1811,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1812,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1813,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1814,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1815,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1816,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1817,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1818,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1819,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1820,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1821,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1822,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1823,Forest,Forest,Cropland,Water,Non_Wetland,Water
1824,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1825,Forest,Forest,Wetland,NULL,Wetland,NULL
1826,Forest,Forest,Wetland,NULL,Wetland,Grassland
1827,Forest,Forest,Wetland,NULL,Wetland,Forest
1828,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1829,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1830,Forest,Forest,Wetland,Non_Water,Wetland,Water
1831,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1832,Forest,Forest,Wetland,Water,Wetland,Grassland
1833,Forest,Forest,Wetland,Water,Wetland,Cropland
1834,Forest,Forest,Wetland,Water,Wetland,Water
1835,Forest,Forest,Wetland,Water,Wetland,Forest
1836,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1837,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1838,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1839,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1840,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1841,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1842,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1843,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1844,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1845,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1846,Forest,Forest,Bareland,Water,Non_Wetland,Water
1847,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1848,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1849,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1850,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1851,Forest,Forest,Water,NULL,Water,Grassland
1852,Forest,Forest,Water,NULL,Water,Bareland
1853,Forest,Forest,Water,NULL,Water,Water
1854,Forest,Forest,Water,NULL,Water,Forest
1855,Forest,Forest,Water,Non_Water,Water,Grassland
1856,Forest,Forest,Water,Non_Water,Water,Cropland
1857,Forest,Forest,Water,Non_Water,Water,Water
1858,Forest,Forest,Water,Non_Water,Water,Forest
1859,Forest,Forest,Water,Water,Water,NULL
1860,Forest,Forest,Water,Water,Water,Grassland
1861,Forest,Forest,Water,Water,Water,Cropland
1862,Forest,Forest,Water,Water,Water,Bareland
1863,Forest,Forest,Water,Water,Water,Water
1864,Forest,Forest,Water,Water,Water,Forest
1865,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1866,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1867,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1868,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1869,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1870,Forest,Forest,Forest,NULL,Non_Wetland,Water
1871,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1872,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1873,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1874,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1875,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1876,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1877,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1878,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1879,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1880,Forest,Forest,Forest,Water,Non_Wetland,Water
1881,Forest,Forest,Forest,Water,Non_Wetland,Forest
