Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
2806,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2807,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2808,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2809,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2810,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2811,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2812,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2813,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2814,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2815,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2816,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2817,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2818,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2819,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2820,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2821,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2822,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2823,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2824,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2825,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2826,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2827,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2828,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2829,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
2830,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2831,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2832,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2833,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2834,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2835,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2836,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2837,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2838,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2839,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2840,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2841,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2842,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2843,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2844,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2845,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2846,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2847,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2848,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2849,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2850,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2851,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2852,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2853,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
2854,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2855,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2856,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2857,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2858,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2859,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Water
2860,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2861,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2862,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2863,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2864,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2865,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2866,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2867,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2868,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2869,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2870,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2871,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2872,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2873,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
2874,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2875,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2876,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2877,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2878,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2879,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2880,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2881,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2882,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2883,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2884,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2885,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2886,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2887,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
2888,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2889,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2890,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2891,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2892,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2904,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2905,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2906,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2907,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2908,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2909,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2910,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2911,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2912,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2913,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2914,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2915,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2916,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2917,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2918,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2919,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2920,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2921,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2922,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2923,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2924,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2925,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2926,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2927,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2928,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2929,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2930,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2931,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
2932,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2933,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2934,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2935,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2936,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2937,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2938,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2939,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2940,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2941,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2942,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2943,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2944,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2945,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2946,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2947,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2948,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2949,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2950,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2951,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2952,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2953,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2954,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2955,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2956,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2957,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2958,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2959,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2960,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2961,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2962,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2963,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2964,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2965,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2966,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2967,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2968,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2969,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2970,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2971,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2972,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2973,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2974,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2975,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2976,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2977,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2978,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2979,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2980,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2981,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2982,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2983,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2984,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2985,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2986,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2987,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2988,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2989,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2990,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2991,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2992,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2993,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2994,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2995,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2996,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2997,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2998,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2999,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3000,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3001,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3004,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3005,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3006,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3007,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3008,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3009,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3010,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3011,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3012,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3013,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3014,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3015,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
3016,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3017,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3018,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3019,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3020,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
3021,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3022,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3023,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3024,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3025,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3026,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3027,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3028,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3029,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3030,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3031,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3032,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3033,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3034,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3035,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3036,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3037,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3038,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3039,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3040,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3041,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3042,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3043,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3044,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3045,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3046,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3047,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3048,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3049,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3050,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3051,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3052,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3053,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3054,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3055,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3056,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3057,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3058,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3059,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3060,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3061,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3062,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3063,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3064,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3065,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3066,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3067,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3068,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3069,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3070,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3071,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3072,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3073,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3074,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3075,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3076,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3077,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3078,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3079,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3080,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3081,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3082,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3083,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3084,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3085,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3086,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3087,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3088,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3089,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3090,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3091,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
3092,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3093,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3094,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3095,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3096,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3097,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3098,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3099,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3100,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3101,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3102,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3103,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3104,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
