Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEL_M_R
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
366,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
368,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
371,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
372,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
373,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
374,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
375,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
377,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
378,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
379,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
383,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
384,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
386,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
387,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
388,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
390,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
392,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
394,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
395,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
397,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
400,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
401,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
406,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
408,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
410,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
411,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
412,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
414,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
416,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
419,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
421,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
422,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
423,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
424,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
425,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
426,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
427,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
428,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
429,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
430,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
431,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
432,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
433,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
434,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
435,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
436,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
437,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
438,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
439,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
440,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
442,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
444,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
446,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
447,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
448,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
450,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
453,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
454,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
455,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
456,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
457,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
458,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
460,NULL,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
461,NULL,Cropland,Water,NULL,Water,Water,Bareland,Grassland
462,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
466,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
468,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
469,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
470,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
471,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
472,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
473,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
474,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
475,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
476,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
477,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
478,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
479,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
480,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
481,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
482,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
483,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
490,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
491,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
492,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
493,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
494,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
496,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
498,NULL,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
499,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
500,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
502,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
503,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
505,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
506,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
508,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
509,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
510,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
511,NULL,Bareland,Water,Non_Water,Water,Bareland,Water,Water
512,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
513,NULL,Bareland,Water,Water,Water,Water,Water,Water
514,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
515,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
518,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
519,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
520,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
521,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
522,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
523,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
526,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
527,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
531,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
532,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
533,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
534,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
535,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
536,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
537,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
538,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
539,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Built-up
540,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
541,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
542,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
543,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
544,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Forest
545,NULL,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Forest
546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
550,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
551,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
552,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
553,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
554,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
555,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
556,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
557,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
559,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
560,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
561,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
562,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
563,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
564,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
565,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
566,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
567,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
568,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
569,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
570,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
571,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
572,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
573,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
574,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
575,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Forest
576,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Water
577,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
578,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
580,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
583,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
585,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
586,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
589,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
590,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
591,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
593,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
594,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
595,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
598,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
599,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
600,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
601,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
602,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
603,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
604,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
605,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
606,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
607,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
608,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
609,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
610,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
611,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
612,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
613,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
614,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
615,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
616,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
617,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
618,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
619,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
620,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
621,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
622,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
623,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
624,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
625,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
626,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
628,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
629,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
632,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
633,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
634,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
635,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
636,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
637,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
638,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Water
639,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Forest
640,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
641,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
642,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
643,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
644,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
645,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
646,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
649,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
650,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
651,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Water
652,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Water
653,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
654,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
655,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
656,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
657,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
659,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
660,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
661,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
662,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
663,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
664,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
665,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
666,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
667,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
668,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
669,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
