Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R
1698,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1699,Forest,NULL,Wetland,Water,Wetland,Grassland
1700,Forest,NULL,Wetland,Water,Wetland,Bareland
1701,Forest,NULL,Wetland,Water,Wetland,Water
1702,Forest,NULL,Wetland,Water,Wetland,Forest
1703,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1704,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1705,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1706,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1707,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1708,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1709,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1710,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1711,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1712,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1713,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1714,Forest,NULL,Bareland,Water,Non_Wetland,Water
1715,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1716,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1717,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1718,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1719,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1720,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1721,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1722,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1723,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1724,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1725,Forest,NULL,Water,NULL,Water,Grassland
1726,Forest,NULL,Water,NULL,Water,Bareland
1727,Forest,NULL,Water,NULL,Water,Water
1728,Forest,NULL,Water,NULL,Water,Forest
1729,Forest,NULL,Water,Non_Water,Water,Grassland
1730,Forest,NULL,Water,Non_Water,Water,Bareland
1731,Forest,NULL,Water,Non_Water,Water,Water
1732,Forest,NULL,Water,Non_Water,Water,Forest
1733,Forest,NULL,Water,Water,Water,Grassland
1734,Forest,NULL,Water,Water,Water,Bareland
1735,Forest,NULL,Water,Water,Water,Water
1736,Forest,NULL,Water,Water,Water,Forest
1737,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1738,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1739,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1740,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1741,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1742,Forest,NULL,Forest,NULL,Non_Wetland,Water
1743,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1744,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1745,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1746,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1747,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1748,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1749,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1750,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1751,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1752,Forest,NULL,Forest,Water,Non_Wetland,Water
1753,Forest,NULL,Forest,Water,Non_Wetland,Forest
1754,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1755,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1756,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1757,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1758,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1759,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1760,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1761,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1762,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1763,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1764,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1765,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1766,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1767,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1768,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1769,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1770,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1771,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1772,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1773,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1774,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1775,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1776,Forest,Cropland,Wetland,NULL,Wetland,Forest
1777,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1778,Forest,Cropland,Wetland,Water,Wetland,Water
1779,Forest,Cropland,Wetland,Water,Wetland,Forest
1780,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1781,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1782,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1783,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1784,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1785,Forest,Cropland,Water,NULL,Water,Forest
1786,Forest,Cropland,Water,Non_Water,Water,Water
1787,Forest,Cropland,Water,Non_Water,Water,Forest
1788,Forest,Cropland,Water,Water,Water,Forest
1789,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1790,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1791,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1792,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1793,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1794,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1795,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1796,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1797,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1798,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1799,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1800,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1801,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1802,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1803,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1804,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1805,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1806,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1807,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1808,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1809,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1810,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1811,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1812,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1813,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
1814,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1815,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1816,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1817,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1818,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1819,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1820,Forest,Bareland,Cropland,NULL,Non_Wetland,Water
1821,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1822,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1823,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1824,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1825,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1826,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1827,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1828,Forest,Bareland,Wetland,Water,Wetland,Bareland
1829,Forest,Bareland,Wetland,Water,Wetland,Water
1830,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1831,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1832,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
1833,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1834,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1835,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1836,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1837,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1838,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1839,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1840,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1841,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1842,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
1843,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
1844,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1845,Forest,Bareland,Water,Non_Water,Water,Grassland
1846,Forest,Bareland,Water,Non_Water,Water,Water
1847,Forest,Bareland,Water,Water,Water,Grassland
1848,Forest,Bareland,Water,Water,Water,Bareland
1849,Forest,Bareland,Water,Water,Water,Water
1850,Forest,Bareland,Water,Water,Water,Forest
1851,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1852,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1853,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1854,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1855,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1856,Forest,Bareland,Forest,Non_Water,Non_Wetland,Built-up
1857,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1858,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
1859,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
1860,Forest,Bareland,Forest,Water,Non_Wetland,Water
1861,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1862,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1863,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1864,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1865,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1866,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1867,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1868,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1869,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1870,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1871,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1872,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1873,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1874,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1875,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1876,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1877,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1878,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1879,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
1880,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1881,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1882,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1883,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1884,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland
1885,Forest,Built-up,Cropland,Water,Non_Wetland,Water
1886,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1887,Forest,Built-up,Wetland,Water,Wetland,Forest
1888,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1889,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1890,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1891,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1892,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Water
1893,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1894,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland
1895,Forest,Built-up,Bareland,Water,Non_Wetland,Water
1896,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1897,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1898,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1899,Forest,Built-up,Water,Non_Water,Water,Forest
1900,Forest,Built-up,Water,Water,Water,Forest
1901,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1902,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1903,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1904,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1905,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1906,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1907,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1908,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1909,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up
1910,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
1911,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1912,Forest,Built-up,Forest,Water,Non_Wetland,Bareland
1913,Forest,Built-up,Forest,Water,Non_Wetland,Water
1914,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1915,Forest,Water,NULL,NULL,Non_Wetland,Water
1916,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1917,Forest,Water,NULL,Water,Non_Wetland,Forest
1918,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1919,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1920,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1921,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1922,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1923,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1924,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1925,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1926,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1927,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1928,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1929,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1930,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1931,Forest,Water,Shrubland,Water,Non_Wetland,Water
1932,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1933,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1934,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1935,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1936,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1937,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1938,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1939,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1940,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1941,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
1942,Forest,Water,Cropland,NULL,Non_Wetland,Water
1943,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1944,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1945,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1946,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1947,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1948,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1949,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1950,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1951,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1952,Forest,Water,Cropland,Water,Non_Wetland,Water
1953,Forest,Water,Cropland,Water,Non_Wetland,Forest
1954,Forest,Water,Wetland,NULL,Wetland,Grassland
1955,Forest,Water,Wetland,NULL,Wetland,Bareland
1956,Forest,Water,Wetland,NULL,Wetland,Water
1957,Forest,Water,Wetland,NULL,Wetland,Forest
1958,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1959,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1960,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1961,Forest,Water,Wetland,Non_Water,Wetland,Water
1962,Forest,Water,Wetland,Non_Water,Wetland,Forest
1963,Forest,Water,Wetland,Water,Wetland,Grassland
1964,Forest,Water,Wetland,Water,Wetland,Cropland
1965,Forest,Water,Wetland,Water,Wetland,Bareland
1966,Forest,Water,Wetland,Water,Wetland,Water
1967,Forest,Water,Wetland,Water,Wetland,Forest
1968,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1969,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1970,Forest,Water,Bareland,NULL,Non_Wetland,Water
1971,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1972,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1973,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
1974,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1975,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1976,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1977,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1978,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1979,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1980,Forest,Water,Bareland,Water,Non_Wetland,Water
1981,Forest,Water,Bareland,Water,Non_Wetland,Forest
1982,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1983,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1984,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1985,Forest,Water,Built-up,Water,Non_Wetland,Bareland
1986,Forest,Water,Built-up,Water,Non_Wetland,Water
1987,Forest,Water,Built-up,Water,Non_Wetland,Forest
1988,Forest,Water,Water,NULL,Water,Grassland
1989,Forest,Water,Water,NULL,Water,Cropland
1990,Forest,Water,Water,NULL,Water,Bareland
1991,Forest,Water,Water,NULL,Water,Water
1992,Forest,Water,Water,NULL,Water,Forest
1993,Forest,Water,Water,Non_Water,Water,Grassland
1994,Forest,Water,Water,Non_Water,Water,Cropland
1995,Forest,Water,Water,Non_Water,Water,Bareland
1996,Forest,Water,Water,Non_Water,Water,Water
1997,Forest,Water,Water,Non_Water,Water,Forest
1998,Forest,Water,Water,Water,Water,Grassland
1999,Forest,Water,Water,Water,Water,Cropland
2000,Forest,Water,Water,Water,Water,Bareland
2001,Forest,Water,Water,Water,Water,Water
2002,Forest,Water,Water,Water,Water,Forest
2003,Forest,Water,Forest,NULL,Non_Wetland,NULL
2004,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2005,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2006,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2007,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2008,Forest,Water,Forest,NULL,Non_Wetland,Water
2009,Forest,Water,Forest,NULL,Non_Wetland,Forest
2010,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2011,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2012,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2013,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2014,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2015,Forest,Water,Forest,Water,Non_Wetland,Grassland
2016,Forest,Water,Forest,Water,Non_Wetland,Cropland
2017,Forest,Water,Forest,Water,Non_Wetland,Bareland
2018,Forest,Water,Forest,Water,Non_Wetland,Water
2019,Forest,Water,Forest,Water,Non_Wetland,Forest
2020,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2021,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2022,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2023,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2024,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2025,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2026,Forest,Forest,NULL,Water,Non_Wetland,Water
2027,Forest,Forest,NULL,Water,Non_Wetland,Forest
2028,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2029,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2030,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2031,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2032,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2033,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2034,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2040,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2041,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2042,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2043,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2044,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2045,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2046,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2047,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2048,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2049,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2050,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2051,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2052,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2053,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2054,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2055,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2056,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2057,Forest,Forest,Grassland,Water,Non_Wetland,Water
2058,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2059,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2060,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2061,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2062,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2063,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2064,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2065,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2066,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2067,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2068,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2069,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2070,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2071,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2072,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2073,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2074,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2075,Forest,Forest,Cropland,Water,Non_Wetland,Built-up
2076,Forest,Forest,Cropland,Water,Non_Wetland,Water
2077,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2078,Forest,Forest,Wetland,NULL,Wetland,Grassland
2079,Forest,Forest,Wetland,NULL,Wetland,Water
2080,Forest,Forest,Wetland,NULL,Wetland,Forest
2081,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2082,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2083,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2084,Forest,Forest,Wetland,Non_Water,Wetland,Water
2085,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2086,Forest,Forest,Wetland,Water,Wetland,Grassland
2087,Forest,Forest,Wetland,Water,Wetland,Cropland
2088,Forest,Forest,Wetland,Water,Wetland,Bareland
2089,Forest,Forest,Wetland,Water,Wetland,Water
2090,Forest,Forest,Wetland,Water,Wetland,Forest
2091,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2092,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2093,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2094,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2095,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2096,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2097,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2098,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2099,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2100,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2101,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2102,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2103,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2104,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2105,Forest,Forest,Bareland,Water,Non_Wetland,Water
2106,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2107,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2108,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2109,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2110,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2111,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2112,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2113,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2114,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2115,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2116,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2117,Forest,Forest,Water,NULL,Water,Grassland
2118,Forest,Forest,Water,NULL,Water,Cropland
2119,Forest,Forest,Water,NULL,Water,Bareland
2120,Forest,Forest,Water,NULL,Water,Water
2121,Forest,Forest,Water,NULL,Water,Forest
2122,Forest,Forest,Water,Non_Water,Water,Grassland
2123,Forest,Forest,Water,Non_Water,Water,Cropland
2124,Forest,Forest,Water,Non_Water,Water,Bareland
2125,Forest,Forest,Water,Non_Water,Water,Water
2126,Forest,Forest,Water,Non_Water,Water,Forest
2127,Forest,Forest,Water,Water,Water,Grassland
2128,Forest,Forest,Water,Water,Water,Cropland
2129,Forest,Forest,Water,Water,Water,Bareland
2130,Forest,Forest,Water,Water,Water,Water
2131,Forest,Forest,Water,Water,Water,Forest
2132,Forest,Forest,Forest,NULL,Non_Wetland,NULL
