Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUJ_M_R
323,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
324,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
325,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
326,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
327,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
328,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
329,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
330,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
332,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
333,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
334,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
335,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
336,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
337,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
338,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
339,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
340,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
341,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
342,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
343,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
344,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
345,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
346,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
347,NULL,NULL,Water,NULL,Water,Water,Water,Forest
348,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
349,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
378,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
385,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
389,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
390,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
391,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
392,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
399,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
401,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
407,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
414,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
415,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
417,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
418,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
419,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
420,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
421,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
422,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
424,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
425,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
428,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
429,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
430,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
431,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
432,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
433,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
434,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
435,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
436,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
437,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
438,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
440,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
441,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
442,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
443,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
444,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
445,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
446,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
447,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
448,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
478,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
481,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
483,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
484,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
485,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
486,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
487,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
488,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
489,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
490,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
491,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
492,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
493,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
494,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
495,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
498,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
499,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
503,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
504,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
505,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
508,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
509,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
510,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
511,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
512,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
513,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
514,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
515,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
516,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
517,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
518,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
519,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
520,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
521,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
522,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
523,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
524,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
526,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
529,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
531,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
532,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
533,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
534,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
535,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
536,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
537,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
538,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
539,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
549,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
550,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
551,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
552,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
553,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
557,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
559,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
560,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
562,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
563,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
564,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
565,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
566,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
568,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
569,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
570,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
576,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
577,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
578,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
579,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
580,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
581,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
583,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
584,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
585,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
586,NULL,Cropland,Water,Water,Water,Grassland,Water,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
590,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
592,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
595,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
597,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
598,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
599,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
601,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
603,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
605,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
606,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
607,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
608,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
609,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
612,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
614,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
616,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
617,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
618,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
619,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
621,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
622,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
623,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
624,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
626,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
627,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
628,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
629,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
631,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
632,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
633,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
634,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
635,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
636,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
637,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
638,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
639,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
640,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
641,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
642,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
643,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
644,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
647,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
648,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
