Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQB_M_R
1709,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1710,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1711,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1712,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1713,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1716,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1717,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1718,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1719,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1720,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1721,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1722,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1723,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1724,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1725,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1726,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1727,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1728,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1729,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1731,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1732,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1733,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1734,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1735,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1736,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1737,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1738,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1739,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
