Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
339,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
341,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
378,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
381,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
382,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
383,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
385,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
386,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
389,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
390,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
391,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
394,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
395,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
396,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
398,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
399,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
400,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
401,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
402,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
403,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
404,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
405,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
406,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
407,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
408,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
409,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
410,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
416,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
417,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
418,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
420,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
421,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
423,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
424,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
425,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
426,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
427,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
428,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
429,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
430,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
431,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
432,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
433,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
435,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
436,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
437,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
438,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
439,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
440,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
443,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
445,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
446,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
447,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
448,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
449,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
450,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
451,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
452,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
453,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
454,NULL,Water,Water,NULL,Water,Water,Forest,Water
455,NULL,Water,Water,Water,Water,Wetland,Wetland,Water
456,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
457,NULL,Water,Water,Water,Water,Water,Wetland,Water
458,NULL,Water,Water,Water,Water,Water,Water,Water
459,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
462,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
463,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
465,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
466,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
468,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
472,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
473,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
474,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
475,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
477,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
478,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
479,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
480,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
481,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
482,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
483,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
484,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
485,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
487,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
488,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
489,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
490,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
491,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
492,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
493,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
494,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
495,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
496,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,Forest,Water,Water,Water,NULL,Wetland,Grassland
498,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
500,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
502,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
503,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
504,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
505,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
506,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
507,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
508,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
509,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
510,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
511,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
512,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
514,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
515,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
516,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
517,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
518,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
519,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
520,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
521,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
522,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
523,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
525,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
526,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
551,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
552,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
554,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
572,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
573,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
574,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
575,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
577,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
578,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
579,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
580,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
581,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
582,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
583,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
584,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
585,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
586,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
587,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
588,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
589,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
590,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
591,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
592,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
593,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
594,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
595,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
596,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
597,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
598,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
599,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
600,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
601,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
603,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
604,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
605,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
606,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
607,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
608,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
609,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
610,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
611,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
612,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
613,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
614,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
615,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
616,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
617,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
618,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
619,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
620,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
621,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
622,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
623,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
624,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
625,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
626,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
627,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
628,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
629,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
630,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
631,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
632,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
633,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
634,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
635,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
636,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
637,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
638,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
639,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
640,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
641,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
642,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
643,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
644,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
645,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
646,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
647,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
648,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
649,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
650,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
651,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
652,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
653,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
654,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
655,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
656,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
657,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
658,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
659,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
660,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
661,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
662,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
663,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
664,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
665,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
666,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
667,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
668,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
669,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
670,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
