Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCS_M_R
333,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
334,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
336,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
337,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
339,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
340,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
342,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
343,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
344,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
345,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
346,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
347,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
348,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
349,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
350,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
351,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
352,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
353,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
354,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
355,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
356,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
357,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
358,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
359,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
360,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
361,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
362,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
363,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
364,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
365,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
366,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
367,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
368,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
369,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
370,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
371,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
372,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
373,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
374,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
375,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
376,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
377,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
378,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
379,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
380,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
381,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
382,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
383,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
384,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
385,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
386,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
387,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
388,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
389,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
390,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
391,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
392,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
393,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
395,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
396,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
397,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
398,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
401,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
411,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
414,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
415,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
417,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
420,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
421,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
422,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
423,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
424,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
425,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
427,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
428,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
429,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
430,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
431,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
432,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
433,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
434,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
435,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
436,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
437,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
438,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
439,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
440,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
443,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
444,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
445,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
446,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
447,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
448,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
449,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
450,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
451,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
452,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
453,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
454,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
455,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
456,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
457,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
458,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
459,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
460,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
461,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
462,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
463,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
464,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
465,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
466,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
467,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
468,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
469,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
470,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
471,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
472,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
473,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
474,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
475,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
476,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
477,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
478,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
479,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
480,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
481,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
482,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
483,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
484,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
485,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
486,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
487,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
488,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
489,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
490,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
491,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
493,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
494,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
495,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
496,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
497,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
499,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
501,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
503,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
504,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
505,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
506,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
508,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
509,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
511,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
512,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
513,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
514,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
515,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
516,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
517,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
518,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
519,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
520,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
521,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
522,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
524,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
525,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
526,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
527,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
528,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
530,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
531,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
532,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
535,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
536,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
537,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
538,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
539,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
540,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
541,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
543,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
544,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
545,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
546,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
547,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
548,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
549,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
550,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
551,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
552,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
554,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
574,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
575,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
576,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
577,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
578,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
579,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
580,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
581,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
582,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
583,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
584,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
585,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
586,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
587,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
588,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
589,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
590,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
591,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
592,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
593,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
594,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
595,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
596,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
597,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
598,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
599,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
600,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Forest
601,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
602,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
603,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
604,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
605,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
606,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
607,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
608,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
609,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
610,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
612,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
613,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
614,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
615,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
616,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
617,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
619,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
620,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
621,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
622,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
623,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
624,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
625,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
626,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
627,Grassland,Water,Water,Water,Water,Forest,Water,Forest
628,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
629,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
630,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
631,Grassland,Forest,Water,Water,Water,Forest,Water,Forest
632,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
637,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
639,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
640,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
641,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
642,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
644,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
645,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
646,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
647,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
648,Cropland,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Water
649,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
650,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
651,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
652,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
653,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
654,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
655,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
656,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
657,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
658,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
659,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
660,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
661,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
662,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
663,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
664,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
665,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
666,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
667,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
668,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
669,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
670,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
671,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
672,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
673,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
674,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
675,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
676,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
677,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
