Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKV_M_R
4178,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4179,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4180,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4181,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4182,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4183,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4184,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4185,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4186,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4187,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4188,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4189,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4190,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4191,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4192,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4193,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4194,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4195,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4196,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4197,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4198,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
4199,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4200,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4201,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4202,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
4203,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4204,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4205,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4206,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4207,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4208,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4209,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4210,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4211,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4212,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4213,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4214,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4215,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
4216,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4217,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4218,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4219,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4220,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4221,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4222,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4223,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4224,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4225,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
4226,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4227,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4228,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4229,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4230,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4231,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4232,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4233,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4234,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4235,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4236,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4237,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4238,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4239,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4240,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4241,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4242,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4243,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4244,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4245,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4246,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4247,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4248,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4249,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4250,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4251,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4252,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4253,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4254,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4255,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4256,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4257,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4258,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4259,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4260,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4261,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4262,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4263,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4264,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4265,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4266,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4267,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4268,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4269,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4270,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4271,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4272,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4273,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4274,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4275,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4276,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
4277,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
4278,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4279,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4280,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4281,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4282,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4283,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4284,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4285,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4286,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4287,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4288,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4289,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4290,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4291,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4292,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4293,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4294,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4295,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4296,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4297,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4298,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4299,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
4300,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4301,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4302,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4303,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
4304,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
4305,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
4306,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4307,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4308,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
4309,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
4310,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
4311,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4312,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4313,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4314,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4315,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4316,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
4317,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4318,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4319,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4320,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4321,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4322,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4323,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
4324,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4325,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
4326,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
4327,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
4328,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4329,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4330,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4331,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4332,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4333,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4334,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4335,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4336,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4337,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4338,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4339,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4340,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4341,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4342,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4343,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4344,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4345,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4346,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4347,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4348,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4349,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4350,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4351,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4352,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4353,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
4354,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4355,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4356,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4357,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4358,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4359,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4360,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4361,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4362,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4363,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4364,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4365,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4366,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4367,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4368,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4369,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4370,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4371,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4372,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4373,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4374,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4375,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4376,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4377,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4378,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4379,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4380,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4381,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4382,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4383,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,NULL
4384,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4385,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
4386,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
4387,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4388,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4389,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4390,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4391,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4392,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4393,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4394,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4395,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
4396,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4397,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4398,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
4399,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
4400,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
4401,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4402,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4403,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4404,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
4405,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4406,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4407,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4408,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4409,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4410,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4411,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4412,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4413,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4414,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
4415,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4416,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
4417,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
4418,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
4419,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
4420,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
4421,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
4422,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4423,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4424,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4425,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4426,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
4427,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4428,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4429,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4430,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4431,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4432,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4433,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4434,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
4435,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4436,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
4437,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
4438,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4439,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
4440,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4441,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4442,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4443,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4444,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Built-up
4445,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4446,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4447,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4448,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
4449,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
4450,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4451,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4452,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4453,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4454,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4455,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4456,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
4457,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4458,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
4459,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4460,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4461,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
4462,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
4463,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
4464,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
4465,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4466,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
4467,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4468,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
4469,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
4470,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
4471,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
4472,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,NULL
4473,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
4474,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
4475,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4476,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4477,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4478,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4479,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4480,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4481,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4482,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4483,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4484,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
4485,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
4486,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4487,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
4488,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4489,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4490,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4491,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4492,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
