Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCG_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
407,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
408,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
409,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
410,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
412,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
413,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
415,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
416,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
418,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
419,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
421,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
423,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
425,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
427,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
429,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
430,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
433,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
436,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
642,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
645,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
651,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
654,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
