Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
1409,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1410,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1411,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1412,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1413,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
1414,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1415,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1416,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1417,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1418,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1419,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1420,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1421,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1422,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1423,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1424,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1425,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1426,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1427,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1428,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1429,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1430,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1431,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1432,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1433,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1434,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1435,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1436,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1437,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
1438,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1439,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1440,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1441,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1442,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1443,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1444,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1445,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1446,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1447,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1448,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1449,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1450,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1451,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1452,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1453,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1454,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
1455,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1456,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1468,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1469,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1470,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1471,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1472,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1473,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1474,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1475,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1476,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1477,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1478,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1479,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1480,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1481,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1482,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1483,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1484,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1485,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1486,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1487,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1488,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1489,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1490,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1491,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1492,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1493,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1494,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1495,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1496,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1497,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1498,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1499,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1500,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1501,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1502,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1503,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1504,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1505,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1508,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1509,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1510,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1511,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1512,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1513,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1514,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1515,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1516,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1517,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1524,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1525,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1526,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1527,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1528,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1529,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1530,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1531,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1532,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1533,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1534,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1535,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1536,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1537,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1538,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
1539,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1540,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1541,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1542,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1543,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1544,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
1545,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1546,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1547,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
1548,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1549,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1550,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1551,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1552,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
1553,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1554,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1555,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1556,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1557,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1558,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1559,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1560,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1561,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1562,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1563,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1564,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1565,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1566,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1567,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
1568,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1569,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1570,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
1571,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1572,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1575,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1576,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1577,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1578,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1579,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1580,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1581,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1582,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1583,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1584,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1585,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1586,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1587,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1588,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1589,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1590,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1591,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1592,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1593,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1594,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1595,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1596,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
1597,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1598,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1599,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1600,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1601,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1602,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1603,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1604,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1605,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1606,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1607,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1608,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1609,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1610,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1611,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1612,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1613,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1614,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1615,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1616,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1617,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1618,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1619,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1620,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1621,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1622,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1623,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1624,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1625,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1626,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,NULL
1627,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1628,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
1629,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1630,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
1631,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1632,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1633,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1634,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1635,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1636,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1637,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1638,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1639,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1640,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1641,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1642,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1643,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1644,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1645,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1646,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1647,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1648,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1649,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1650,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1651,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1652,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1665,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1666,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1667,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1668,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1669,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1670,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1671,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1672,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1673,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1674,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1675,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1676,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1677,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1678,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1679,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1680,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1681,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1682,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1683,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1684,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1685,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1686,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1687,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1688,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1689,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1690,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1691,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1692,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1693,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1694,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1695,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1696,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1697,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1698,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
1699,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1700,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1701,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1702,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1703,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1704,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1705,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1706,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
1707,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1708,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1709,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1710,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1711,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
1712,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1713,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1714,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1715,NULL,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
1716,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1717,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1718,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
1719,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
1720,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
1721,NULL,Cropland,Wetland,Water,Wetland,Water,Shrubland,Water
1722,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1723,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
1725,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
1726,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
