Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYB_M_R
1433,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1434,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1435,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1437,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1438,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1439,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1440,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1441,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1442,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1443,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1444,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1445,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1446,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1447,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1448,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1449,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1450,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1451,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1452,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1453,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1454,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1455,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1456,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1457,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1458,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1459,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1460,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1461,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1462,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1463,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1464,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1465,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1466,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1467,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1468,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1469,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1470,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1471,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1472,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1473,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1474,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1475,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1476,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1477,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1478,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1479,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1480,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1481,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1482,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1483,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1484,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1485,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1486,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1487,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1488,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1489,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1490,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1491,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1492,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1493,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1494,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1495,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1496,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1497,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1498,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1499,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1500,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1501,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1502,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1503,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1504,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1505,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1506,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1507,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1508,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1509,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1510,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1511,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1512,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1513,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1514,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1515,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1516,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1517,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1518,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1519,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1520,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1521,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1522,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1523,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1524,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
1525,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1526,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1527,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1528,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1529,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1530,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1531,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
