Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYE_M_R
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1524,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1525,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1526,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1527,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1528,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1529,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1530,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1531,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1532,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1533,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1534,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1535,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1536,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1537,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1538,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1539,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1540,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1541,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1542,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1543,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1544,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1545,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
1546,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1547,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1548,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1549,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1550,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1551,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1552,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1553,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1555,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1556,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1557,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1558,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1559,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1560,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1561,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1562,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1563,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1568,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1569,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1570,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1571,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1575,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1576,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1577,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1578,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1579,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1580,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1581,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1582,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1583,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1584,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1585,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1586,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1587,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1588,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1589,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1590,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1591,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1592,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1593,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1594,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1595,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1596,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1597,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
1598,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1599,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1600,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1601,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1602,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1603,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1604,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1605,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1606,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1607,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1608,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1609,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1610,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1611,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1612,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1613,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1614,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1615,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
1616,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Water
1617,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
1618,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1619,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
1620,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1621,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1622,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1623,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
1624,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1625,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1626,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1627,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1628,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
1629,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1630,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
1631,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
1632,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1633,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1634,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1636,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1637,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1638,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1639,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1640,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1641,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1642,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1643,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1644,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1645,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1646,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1647,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1648,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1649,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1650,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1651,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1652,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1653,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1654,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1655,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1656,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1657,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1658,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1659,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1660,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1661,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1662,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1663,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1664,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1665,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1666,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1667,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1668,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1669,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1670,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1671,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1672,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1673,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1674,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1675,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1676,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1677,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1678,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1679,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1680,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1681,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1682,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1683,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1684,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1685,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1686,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
1687,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1688,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1689,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1690,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1691,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1692,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1693,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1694,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1695,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1696,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1697,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1698,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1699,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1700,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1701,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1702,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1703,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1704,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1705,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1706,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1707,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1708,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1709,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1710,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1711,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1712,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1713,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1714,NULL,Cropland,Water,NULL,Water,NULL,Shrubland,Water
1715,NULL,Cropland,Water,NULL,Water,NULL,Forest,Water
1716,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,Bareland
1717,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
1718,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
1719,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1720,NULL,Cropland,Water,NULL,Water,Grassland,Forest,Water
1721,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
1722,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1723,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1724,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
1725,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
1726,NULL,Cropland,Water,NULL,Water,Bareland,Water,Bareland
1727,NULL,Cropland,Water,NULL,Water,Water,NULL,Grassland
1728,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Water
1729,NULL,Cropland,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1730,NULL,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
1731,NULL,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
1732,NULL,Cropland,Water,Water,Water,NULL,Grassland,Water
1733,NULL,Cropland,Water,Water,Water,Grassland,Shrubland,Water
1734,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Water
1735,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
1736,NULL,Cropland,Water,Water,Water,Water,NULL,Water
1737,NULL,Cropland,Water,Water,Water,Water,Water,Water
1738,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1739,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1740,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1741,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1742,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1743,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1744,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1745,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1746,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1747,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1748,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1749,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1750,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1751,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1752,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1753,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1754,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1755,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1756,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1757,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1758,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1759,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1760,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1761,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1762,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1763,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1764,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1765,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1766,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1767,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1768,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1769,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1770,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1771,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1772,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1773,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1774,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1775,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1776,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1777,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1778,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1779,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1780,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1781,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1782,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1783,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1784,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1785,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1786,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1787,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1788,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1789,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1790,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1791,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1792,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1793,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1794,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1795,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1796,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1797,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1798,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1799,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1800,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1801,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1802,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1803,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1804,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1805,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1806,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1807,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1808,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1809,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1810,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1811,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1812,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1813,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1814,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1815,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1816,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1817,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1818,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1819,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1820,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1821,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1822,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1823,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1824,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1825,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1826,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1827,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1828,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1829,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1830,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1831,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1832,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1833,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1834,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1835,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1836,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1837,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1838,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1839,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
