Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R
328,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
329,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
331,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
332,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
333,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Bareland
334,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Water
335,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Forest,Grassland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Forest,Bareland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Forest,Water
340,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
341,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
342,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
346,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
347,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
351,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
355,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Bareland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
359,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
360,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
363,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
366,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
367,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
368,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
369,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
371,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
372,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
376,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
377,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
380,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
381,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
386,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
388,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
391,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
443,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
450,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
454,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
474,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
480,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
484,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
490,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
500,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
503,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
507,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
522,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
528,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
529,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
531,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
532,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
534,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
535,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
536,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
537,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
538,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
539,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
541,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
542,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
543,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
545,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
546,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
548,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
549,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,NULL
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
558,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
563,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
577,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
578,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
579,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
580,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
581,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
582,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
584,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
585,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
586,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
587,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
588,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
589,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
590,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
591,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
592,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
593,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Bareland
594,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Water
595,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
596,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
597,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
598,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Bareland
599,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Water
600,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
601,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Grassland
602,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Bareland
603,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Water
604,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
605,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Bareland
606,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
607,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
608,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Bareland
609,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
610,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
611,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
612,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Bareland
613,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
614,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
615,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
616,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
617,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
618,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
619,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Bareland
620,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Water
621,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
622,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
624,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
626,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
628,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
629,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
631,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
632,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Wetland
634,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
635,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
636,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
637,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
638,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
639,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
640,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
641,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
642,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Water
643,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
644,NULL,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
645,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
646,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
647,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
648,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
649,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
650,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
651,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
652,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
653,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
654,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
655,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
656,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
657,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
658,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Wetland
659,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Bareland
660,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
661,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
662,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
663,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
