Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
336,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
341,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
342,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
350,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
423,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
426,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
427,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
490,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
533,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
586,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
588,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
589,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
590,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
591,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
592,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
593,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
594,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
596,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
597,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
598,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
599,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
600,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
601,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
602,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
603,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
605,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
606,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
607,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
608,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
609,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
610,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
611,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
614,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
615,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
617,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
618,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
619,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
620,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
621,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
622,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
623,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
628,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
629,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
630,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
631,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
634,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
635,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
637,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
640,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
641,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
642,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
643,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
644,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
645,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
647,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
648,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
650,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
651,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
652,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
