Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVF_M_R
3690,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3691,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3692,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3693,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3694,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3695,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3699,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3700,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
3703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
3725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
3730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
3734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
3740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3741,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3742,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3743,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3744,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3745,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3746,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3747,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3748,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
3749,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3750,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3751,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3752,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3753,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3754,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3755,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3756,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3757,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3758,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3759,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3760,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3761,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3762,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3763,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3764,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3765,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3766,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
3767,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3768,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3769,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Built-up
3770,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3771,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3772,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3773,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3774,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3775,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3776,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3777,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3778,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3779,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3780,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3781,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
3782,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3783,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3784,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3785,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
3786,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3787,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3788,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3789,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
3790,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
3791,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3792,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
3793,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
3794,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3795,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
3796,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3797,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3798,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3799,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3800,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3801,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3802,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3803,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3804,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3805,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3806,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3807,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3808,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3809,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3810,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3811,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
3812,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
3813,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
3814,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3815,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3816,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3817,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
3818,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
3819,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Built-up
3820,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3821,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3822,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3823,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
3824,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
3825,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3826,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3827,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
3828,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3829,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3830,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3831,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3832,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3833,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3834,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3835,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3836,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3837,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3838,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3839,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3840,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3841,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3842,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3843,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3844,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3845,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3846,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3847,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3848,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3849,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3850,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3851,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
3852,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3853,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3854,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3855,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3856,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3857,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3858,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3859,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3860,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3861,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3862,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3863,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3864,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3865,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3866,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3867,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3868,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3869,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3870,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3871,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3872,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3873,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3874,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
3875,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3876,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3877,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3878,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3879,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
3880,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3881,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3882,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3883,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Cropland
3884,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
3885,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3886,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3887,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3888,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
3889,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3890,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3891,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3892,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3893,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3894,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3895,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3896,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3897,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3898,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3899,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3900,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
3901,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
3902,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3903,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
3904,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3905,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3906,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3907,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3908,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3909,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3910,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3911,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3912,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3913,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3914,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3915,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3916,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3917,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3918,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
3919,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
3920,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3921,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
3922,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3923,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3924,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
3925,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
3926,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
3927,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
3928,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
3929,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Water
3930,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3931,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water,Grassland
3932,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
3933,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3934,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
3935,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3936,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
3937,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
3938,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3939,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3940,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3941,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
3942,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3943,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
3944,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3945,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3946,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3947,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3948,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3949,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3950,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3951,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3952,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3953,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3954,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3955,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3956,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3957,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3958,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3959,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3960,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3961,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
3962,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
3963,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3964,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3965,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3966,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3967,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3968,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3969,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3970,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3971,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3972,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3973,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
3974,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
3975,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
3976,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3977,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3978,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3979,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3980,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3981,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3982,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3983,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3984,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3985,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3986,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3987,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3988,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3989,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3990,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3991,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3992,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3993,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3994,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3995,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3996,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3997,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3998,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3999,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4000,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4001,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4002,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4003,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4004,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
