Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZN_M_R
333,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
334,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
335,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
337,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
340,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
341,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
342,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
343,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
344,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
345,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
346,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
347,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
348,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
349,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
350,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
351,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
352,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
353,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
354,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
355,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
356,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
358,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
359,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
360,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
361,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
362,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
363,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
364,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
365,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
366,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
367,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
368,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
369,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
370,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
371,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
372,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
373,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
374,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
375,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
376,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
377,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
378,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
379,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
380,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
381,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
382,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
383,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
384,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
385,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
386,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
387,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
388,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
389,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
390,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
391,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
392,NULL,Wetland,Water,Water,Water,Bareland,Water,Grassland
393,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
394,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
395,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
396,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
397,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
398,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
399,NULL,Bareland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
401,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
403,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
404,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
405,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
406,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
407,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
408,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
409,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
410,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
411,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
412,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
413,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
414,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
415,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
416,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
417,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
418,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
419,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
420,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
421,NULL,Bareland,Water,Water,Water,Bareland,Wetland,Water
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
429,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
430,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
431,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
437,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
438,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
440,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
441,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
442,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
443,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
444,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
445,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
446,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
447,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
448,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
452,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
453,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
454,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
455,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
456,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
457,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
458,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
459,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
460,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
461,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
462,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
463,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
464,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
465,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
466,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
467,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
468,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
471,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
472,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
473,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
474,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
475,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
476,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
477,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
478,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
479,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
480,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
481,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
482,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
483,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
484,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
485,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
486,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
487,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
488,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
489,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
490,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
491,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
492,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
493,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
494,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
495,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
496,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
497,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
498,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
499,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
500,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
501,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
502,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
503,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
504,NULL,Water,Water,NULL,Water,Bareland,Wetland,Forest
505,NULL,Water,Water,NULL,Water,Water,Water,Water
506,NULL,Water,Water,Water,Water,Grassland,Wetland,Forest
507,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
508,NULL,Water,Water,Water,Water,Water,Wetland,Water
509,NULL,Water,Water,Water,Water,Water,Water,Water
510,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
511,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
512,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
513,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
514,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
515,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
516,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
517,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
518,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
519,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
520,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
521,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
522,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
523,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
524,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
526,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
527,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
528,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
531,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
533,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
537,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
538,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
539,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
541,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
542,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
543,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
544,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
545,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
546,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
547,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
548,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
549,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
552,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
553,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
554,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
555,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
556,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
557,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
558,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
559,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
560,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
561,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
562,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
563,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
564,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
565,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
567,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
568,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
569,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
570,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
571,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
572,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
573,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
574,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
575,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
576,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
577,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
578,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
579,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
580,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
581,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
582,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
583,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
599,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
600,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
601,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
602,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
603,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
604,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
607,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
608,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
609,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
610,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
611,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
612,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
613,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
614,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
615,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
616,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
617,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
618,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
620,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
621,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
622,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
623,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
624,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
626,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
627,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
628,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
629,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
630,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
631,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
632,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
633,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
634,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
636,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
637,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
638,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
639,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
640,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
641,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
642,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
643,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
644,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
646,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
647,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
648,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
649,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
650,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
651,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
652,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
653,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
654,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
655,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
656,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
657,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
658,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
659,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
660,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
661,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
662,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
663,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
664,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
665,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
666,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
667,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
668,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
669,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
670,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
671,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
672,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
673,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
674,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
675,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Forest
676,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
677,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
678,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
679,Grassland,NULL,Water,Water,Water,Grassland,Forest,Forest
