Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEK_M_R
1866,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1867,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1868,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1869,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1870,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1871,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1872,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1873,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1874,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1875,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1876,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1877,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1878,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1879,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1880,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1881,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1882,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1883,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1884,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1885,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1886,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1887,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1888,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1889,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1890,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1891,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1892,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1893,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1894,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1895,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1896,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1897,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1898,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1899,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1900,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1901,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1902,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1903,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1904,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1905,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1906,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1907,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1908,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1909,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1910,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1911,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1912,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
1913,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1914,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1915,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1916,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1917,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1918,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1919,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1920,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1921,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1922,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1923,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1924,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1925,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1926,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1927,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1928,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1929,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1930,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1931,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1932,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1933,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1934,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1935,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1936,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1937,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1938,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1939,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1940,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1941,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1942,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1943,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
1944,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1945,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1946,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1947,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1948,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1949,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1950,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1951,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1952,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
1953,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1954,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1955,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1956,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
1957,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
1958,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
1959,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1960,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1961,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
1962,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
1963,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
1964,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1965,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
1966,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1967,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1968,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1969,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1970,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
1971,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Water
1972,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1973,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1974,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1975,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1976,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1977,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1978,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1979,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1980,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1981,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1982,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1983,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1984,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1985,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1986,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1987,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1988,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1989,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1990,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1991,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1992,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1993,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1994,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1995,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1996,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
1997,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1998,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1999,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2000,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2001,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2004,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2005,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2006,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2007,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2008,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2009,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2010,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2011,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2012,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2013,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2014,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
2015,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2016,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2017,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2018,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2019,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2020,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2021,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2022,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2023,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2024,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
2025,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2026,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2027,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2028,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2029,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2030,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2031,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2032,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2033,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2034,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2035,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2036,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2037,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2038,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2039,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2040,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2041,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2042,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2043,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2044,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2045,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2046,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2047,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2048,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2049,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
2050,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2051,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2052,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2053,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2054,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2055,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2056,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2057,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2058,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2059,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2060,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2061,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2062,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2063,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2064,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2065,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2066,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2067,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2068,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2069,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2070,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2071,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2072,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2073,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2074,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2075,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2076,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2077,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2078,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2079,Grassland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2080,Grassland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
2081,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2082,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Built-up
2083,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2084,Grassland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
2085,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2086,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
2087,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
2088,Grassland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
2089,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Forest
2090,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2091,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Bareland
2092,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Forest
2093,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2094,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Water
2095,Grassland,Cropland,Water,Water,Water,Grassland,Water,Grassland
2096,Grassland,Cropland,Water,Water,Water,Water,Grassland,Forest
2097,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2098,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2099,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2100,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2101,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2102,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2103,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2104,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2105,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2106,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2107,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2108,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2109,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2110,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2111,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2112,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2113,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2114,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2115,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2116,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2117,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2118,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2119,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2120,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2121,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
2122,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2123,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2124,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2125,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2126,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2127,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2128,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2129,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2130,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2131,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2132,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2133,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Water
2134,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2135,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2136,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2137,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2138,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2139,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2140,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2141,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2142,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2143,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2144,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2145,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2146,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2147,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2148,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2149,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2150,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2151,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2152,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2153,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2154,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2155,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2156,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2157,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
