Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFB_M_R
1420,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1421,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1422,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1423,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1424,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1425,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1426,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1427,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1428,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1429,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1430,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1431,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1432,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1433,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1434,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1435,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1436,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1437,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1438,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1439,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1440,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1441,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1442,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1443,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1444,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1445,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1446,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1447,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1448,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1449,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1450,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1451,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1452,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1453,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1454,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1455,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1456,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1457,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1458,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1459,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1460,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1461,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1462,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1463,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1464,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1465,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1466,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1467,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1468,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1469,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1470,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1471,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1472,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1473,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1474,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1475,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1476,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1477,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1478,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1479,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1480,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1481,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1482,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1483,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
1484,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1485,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1486,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1487,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1488,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1489,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1490,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1491,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1492,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1493,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1494,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1495,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1496,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1497,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1498,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1499,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1500,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1501,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1502,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1503,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1504,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1505,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1506,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1507,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1508,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1509,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1510,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
1511,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1512,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1513,Forest,Water,Water,NULL,Water,NULL,Water,Water
1514,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1515,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1516,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1517,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1518,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1519,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1520,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1521,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1522,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1523,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1524,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1525,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1526,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1527,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
1528,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1529,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1530,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1531,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1532,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1533,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1534,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1535,Forest,Water,Water,NULL,Water,Water,Water,Water
1536,Forest,Water,Water,NULL,Water,Water,Water,Forest
1537,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1538,Forest,Water,Water,NULL,Water,Water,Forest,Water
1539,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1540,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1541,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1542,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1543,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1544,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1545,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1546,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1547,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1548,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1549,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1550,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1551,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1552,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1553,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1554,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1555,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1556,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1557,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1558,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1559,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1560,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1561,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1562,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1563,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1564,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1565,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1566,Forest,Water,Water,Water,Water,NULL,Water,Forest
1567,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1568,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1569,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1570,Forest,Water,Water,Water,Water,Grassland,Water,Water
1571,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1572,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1573,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1574,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1575,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1576,Forest,Water,Water,Water,Water,Wetland,Water,Water
1577,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1578,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1579,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1580,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1581,Forest,Water,Water,Water,Water,Water,Wetland,Water
1582,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1583,Forest,Water,Water,Water,Water,Water,Water,Grassland
1584,Forest,Water,Water,Water,Water,Water,Water,Wetland
1585,Forest,Water,Water,Water,Water,Water,Water,Water
1586,Forest,Water,Water,Water,Water,Water,Water,Forest
1587,Forest,Water,Water,Water,Water,Water,Forest,Water
1588,Forest,Water,Water,Water,Water,Water,Forest,Forest
1589,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1590,Forest,Water,Water,Water,Water,Forest,Water,Water
1591,Forest,Water,Water,Water,Water,Forest,Water,Forest
1592,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1593,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1594,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1595,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1596,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1597,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1598,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1599,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1600,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1601,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1602,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1603,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1604,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1605,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1606,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1607,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1608,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1609,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1610,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1611,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1612,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1613,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1614,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1615,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1616,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1617,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1618,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1619,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1620,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1621,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1622,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1623,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1624,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1625,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1626,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1627,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1628,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1629,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1630,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1631,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1632,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1633,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1634,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1635,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1636,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1637,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1638,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1639,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1640,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1641,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1642,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1643,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1644,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1645,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1646,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1647,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1648,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1649,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1650,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1651,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1652,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1653,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1654,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1655,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1656,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1657,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1658,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1659,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1660,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1661,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1662,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1663,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1664,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1665,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1666,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1667,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1668,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1669,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1670,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1671,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1672,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1673,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1674,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1675,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1676,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1677,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1678,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1679,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1680,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1681,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1682,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1683,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1684,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1685,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
1686,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1687,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1688,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1689,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1690,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1691,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1692,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1693,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1694,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1695,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1696,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1697,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1698,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1699,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1715,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1716,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1717,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1718,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1719,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1720,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1721,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1722,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1726,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1727,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1729,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1730,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1731,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1732,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1733,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1734,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1735,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1736,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1737,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1738,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1739,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1740,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1741,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1742,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1743,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1744,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1745,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1746,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1747,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1749,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1750,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1751,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1752,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1753,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1754,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1755,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1756,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1757,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1758,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1759,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1760,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1761,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1762,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1763,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1764,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1765,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1766,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1767,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1768,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1770,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1771,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1772,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1773,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1774,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1775,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1776,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1777,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1778,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1779,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1780,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1781,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1782,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1783,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1784,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1786,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
