Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R
4794,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4795,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
4796,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
4797,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
4798,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
4799,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4800,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4801,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4802,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4803,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4804,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4805,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4806,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4807,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4808,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4809,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
4810,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4811,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4812,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4813,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4814,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4815,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4816,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4817,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4818,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4819,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4820,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4821,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4822,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4823,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4824,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4825,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4826,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4827,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4828,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4829,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4830,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4831,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4832,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4833,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
4834,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4835,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4836,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4837,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4838,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4839,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4840,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
4841,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4842,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4843,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4844,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4845,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4846,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4847,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4848,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4849,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4850,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4851,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4852,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4853,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4854,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4855,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4856,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4857,Grassland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
4858,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
4859,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
4860,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4861,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4862,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4863,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4864,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4865,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4866,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
4867,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4868,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4869,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4870,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4871,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4872,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4873,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4874,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4875,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4876,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4877,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4878,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4879,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4880,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4881,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4882,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4883,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4884,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4885,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4886,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4887,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4888,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4889,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4890,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4891,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4892,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4893,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4894,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4895,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4896,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4897,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4898,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4899,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4900,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4901,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4902,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4903,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4904,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4905,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4906,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4907,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4908,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4909,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4910,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4911,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4912,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4913,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4914,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4915,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4916,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4917,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
4918,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4919,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4920,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4921,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4922,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4923,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4924,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4925,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4926,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4927,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4928,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4929,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4930,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4931,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4932,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4933,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4934,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4935,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4936,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4937,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4938,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4939,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4940,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4941,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4942,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4943,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4944,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4945,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4946,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4947,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
4948,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4949,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4950,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
4951,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4952,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4953,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4954,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4955,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4956,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4957,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4958,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4959,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4960,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4961,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4962,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4963,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4964,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4965,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4966,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4967,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4968,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4969,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4970,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4971,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4972,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4973,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4974,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4975,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4976,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4977,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4978,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4979,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4980,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4981,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4982,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4983,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4984,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4985,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4986,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4987,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4988,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4989,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4990,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4991,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4992,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4993,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4994,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
4995,Grassland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
4996,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Water
4997,Grassland,Forest,Wetland,Water,Wetland,Forest,NULL,Water
4998,Grassland,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4999,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5000,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5001,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5002,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,NULL
5003,Grassland,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
5004,Grassland,Forest,Water,Non_Water,Water,Shrubland,NULL,NULL
5005,Grassland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,NULL
5006,Grassland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
5007,Grassland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
5008,Grassland,Forest,Water,Non_Water,Water,Shrubland,Grassland,NULL
5009,Grassland,Forest,Water,Non_Water,Water,Grassland,Shrubland,Grassland
5010,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
5011,Grassland,Forest,Water,Water,Water,Shrubland,Shrubland,Water
5012,Grassland,Forest,Water,Water,Water,Water,Shrubland,Water
5013,Grassland,Forest,Water,Water,Water,Forest,Shrubland,Water
5014,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5015,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5016,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5017,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5018,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5019,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5020,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5021,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5022,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5023,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5024,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5025,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5026,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5027,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5028,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5029,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5030,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5031,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5032,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5033,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5034,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5035,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5036,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
5037,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5038,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5039,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5040,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5041,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5042,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5043,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5044,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5045,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5046,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5047,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5048,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5049,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5050,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5051,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5052,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5053,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5054,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5055,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5056,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5057,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5058,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5059,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
5060,Grassland,Forest,Forest,Water,Non_Wetland,Forest,NULL,Water
5061,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5062,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5063,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5064,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5065,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5066,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5067,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5068,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5069,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5070,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5071,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5072,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5073,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5074,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5075,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5076,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5077,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5078,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5079,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5080,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5081,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5082,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5083,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5084,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
5085,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5086,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5087,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5088,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5089,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5090,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5091,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5092,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5093,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5094,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5095,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5096,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5097,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5098,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5099,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5100,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
