Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQE_M_R
1377,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1378,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1379,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1380,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1381,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1382,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1383,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1384,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1385,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
1386,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1387,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1388,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1389,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1390,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1391,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1392,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1393,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1394,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1395,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
1396,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
