Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
