Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHC_M_R
4918,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4919,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4920,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4921,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4922,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4923,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
4924,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4925,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4926,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4927,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4928,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4929,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4930,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4931,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4932,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4933,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4934,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4935,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4936,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4937,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4938,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4939,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4940,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4941,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4942,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4943,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4944,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4945,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4946,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4947,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4948,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4949,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4950,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4951,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4952,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4953,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4954,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4955,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4956,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4957,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4958,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4959,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4960,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4961,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4962,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4963,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4964,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4965,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4966,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4967,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4968,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4969,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4970,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4971,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4972,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4973,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4974,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4975,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4976,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4977,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4978,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4979,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4980,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
4981,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4982,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
4983,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4984,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4985,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4986,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4987,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4988,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4989,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4990,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4991,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4992,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4993,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4994,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4995,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4996,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4997,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4998,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4999,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5000,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5001,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5002,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5003,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5004,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5005,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5006,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5007,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5008,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5009,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5010,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5011,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5012,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5013,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5014,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5015,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5016,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5017,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5018,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5019,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5020,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5021,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5022,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
5023,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5024,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5025,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5026,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5027,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5028,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5029,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5030,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5031,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5032,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5033,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5034,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5035,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5036,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5037,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5038,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
5039,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5040,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5041,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
5042,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5043,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5044,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5045,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5046,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5047,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5048,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5049,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5050,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5051,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5052,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5053,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5054,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5055,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5056,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
5057,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5058,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5059,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5060,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5061,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5062,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5063,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5064,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5065,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5066,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5067,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5068,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
5069,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5070,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5071,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5072,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5073,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5074,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
5075,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5076,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5077,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5078,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
5079,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5080,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5081,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5082,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5083,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5084,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5085,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5086,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5087,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5088,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
5089,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
5090,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
5091,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
5092,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5093,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5094,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5095,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5096,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5097,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5098,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5099,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5100,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5101,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5102,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5103,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5104,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5105,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5106,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5107,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5108,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5109,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5110,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5111,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5112,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5113,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5114,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5115,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
5116,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5117,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5118,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5119,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5120,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5121,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
5158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5160,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5161,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5162,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5163,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5164,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5165,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5166,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5167,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
5218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5223,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5224,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5225,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5226,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5227,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5228,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5229,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5230,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5231,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5232,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5233,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5234,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5235,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5236,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
