Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
1347,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1348,NULL,NULL,Water,NULL,Water,Water,Bareland,Bareland
1349,NULL,NULL,Water,NULL,Water,Water,Bareland,Water
1350,NULL,NULL,Water,NULL,Water,Water,Bareland,Forest
1351,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1352,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,Bareland
1353,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
1354,NULL,NULL,Water,Non_Water,Water,NULL,Water,Forest
1355,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1356,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1357,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1358,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1359,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
1360,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
1361,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
1362,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1363,NULL,NULL,Water,Non_Water,Water,Water,Forest,Grassland
1364,NULL,NULL,Water,Non_Water,Water,Water,Forest,Water
1365,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
1366,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1367,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
1368,NULL,NULL,Water,Water,Water,NULL,Bareland,Grassland
1369,NULL,NULL,Water,Water,Water,NULL,Bareland,Water
1370,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1371,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1372,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1373,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
1374,NULL,NULL,Water,Water,Water,Grassland,Built-up,Grassland
1375,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1376,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1377,NULL,NULL,Water,Water,Water,Bareland,Bareland,Wetland
1378,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1379,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
1380,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
1381,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1382,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1383,NULL,NULL,Water,Water,Water,Water,Bareland,Water
1384,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1385,NULL,NULL,Water,Water,Water,Water,Water,Bareland
1386,NULL,NULL,Water,Water,Water,Water,Water,Water
1387,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1388,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1389,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1390,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1391,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1392,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1393,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1394,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1395,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1396,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1397,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1398,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1399,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1400,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1401,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1402,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1403,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1404,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1405,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
1406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1409,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1410,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1411,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1412,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1413,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1414,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1415,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1416,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1417,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1418,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1419,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1420,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1421,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1422,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1423,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1424,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1425,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1426,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1427,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1428,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1429,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1430,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1431,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1432,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1433,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1434,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1435,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1436,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1437,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1438,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1439,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1440,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1441,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
1453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1465,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1466,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1467,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1468,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1469,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1470,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1471,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1473,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1474,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1475,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1476,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1477,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1478,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1479,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1480,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1481,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1482,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1483,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1487,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1488,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1489,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1490,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1491,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1492,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1493,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1494,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1495,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1496,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1497,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1498,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
1499,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1500,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1501,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1502,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1503,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1504,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1505,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1506,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1507,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1508,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1509,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
1510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1515,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1516,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1517,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1518,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1519,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1520,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1521,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1522,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1523,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1524,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1525,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1526,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
1527,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1528,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
1529,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1530,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1531,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1532,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1533,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1534,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1535,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1536,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1538,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
1539,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1540,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1541,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1543,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1545,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1546,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1547,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1548,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1549,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1550,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1551,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1552,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1553,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1554,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1555,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
1556,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1557,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1558,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
1559,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1560,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1561,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1562,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1563,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1564,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1565,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1566,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1567,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1568,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1569,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1570,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1571,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1572,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1573,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1574,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1575,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1576,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1577,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1578,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1579,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
1580,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1581,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1582,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1583,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1584,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1585,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1586,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1587,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1588,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1589,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1590,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1591,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1592,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1593,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
1594,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Built-up
1595,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1596,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
1597,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1598,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1599,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1600,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1601,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1602,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1603,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1604,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1605,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1606,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1607,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1608,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1609,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1610,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1611,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1612,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1613,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1614,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1615,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1616,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
1617,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
1618,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1619,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1620,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1621,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1622,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1623,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1624,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1625,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1626,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1627,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1628,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1629,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1630,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1631,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1632,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1633,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1634,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1635,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
1636,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1637,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1638,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1639,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1640,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1641,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1642,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1643,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1644,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1645,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1646,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1647,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1648,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1649,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1650,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1651,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1652,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1653,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1654,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1655,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1656,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1657,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1658,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1659,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1660,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1661,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1662,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1663,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1664,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1665,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1666,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1667,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1668,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1669,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1670,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1671,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1672,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1673,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1674,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1675,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1676,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1677,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1678,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1679,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1680,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1681,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1682,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1683,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1684,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
