Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
330,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
331,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
351,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
354,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
355,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
357,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
358,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
359,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
360,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
361,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
362,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
364,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
365,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
366,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
367,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
368,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
369,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
370,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
371,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
372,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
373,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
374,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
375,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
376,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
378,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
379,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
381,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
383,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
384,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
388,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
390,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
391,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
393,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
394,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
395,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
397,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
402,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
405,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
406,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
407,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
408,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
409,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
412,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
413,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
433,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
434,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
435,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
437,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
438,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
440,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
455,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Bareland
456,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
459,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
460,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
461,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
462,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
463,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
465,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
467,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
468,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
469,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
470,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
471,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
472,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
473,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
474,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
475,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
476,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
477,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
478,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
480,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
481,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
482,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
483,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
484,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
485,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
486,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
487,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
488,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
489,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
490,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
491,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
493,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
494,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
497,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
498,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
501,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
502,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
504,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
506,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
508,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
509,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
510,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
511,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
512,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
513,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
514,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
515,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
517,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
518,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
519,NULL,Forest,Water,NULL,Water,NULL,Wetland,Forest
520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
523,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
524,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
525,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
526,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
527,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
528,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
529,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
530,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
534,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
535,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
536,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
537,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
538,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
539,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
541,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
542,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
543,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
544,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
545,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
546,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
547,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
548,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
549,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
550,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
551,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
552,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
553,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
554,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
555,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
556,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
557,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
558,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
559,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
560,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
561,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
562,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
564,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
565,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
566,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
568,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
569,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
570,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
571,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
572,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
573,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
574,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
575,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
576,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
577,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
578,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
579,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
580,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
581,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
582,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
583,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
584,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
585,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
586,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
587,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
600,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
601,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
602,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
603,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
604,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
629,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
630,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
631,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
632,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
633,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
634,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
635,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
636,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
637,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
638,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
639,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
640,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
641,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
642,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
643,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
644,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
645,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
646,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
647,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
648,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
649,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
650,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
652,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
653,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
654,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
655,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
656,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
657,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
658,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
