Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXA_M_R
1385,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1386,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1387,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1388,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1389,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1390,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1391,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1392,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1393,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1394,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1395,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1398,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1399,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1400,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1401,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1402,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1403,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1405,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1406,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1407,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1408,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1409,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1410,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1411,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1412,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1413,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1414,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1415,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1416,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1417,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1418,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1419,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1420,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1421,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1422,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1423,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1424,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1425,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1426,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1427,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1428,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1430,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1431,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1432,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1433,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1434,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1435,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1436,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1437,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1438,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1439,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1440,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1441,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1442,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1443,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1444,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1445,Water,NULL,Water,Water,Water,NULL,NULL,Water
1446,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1447,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1449,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1450,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1451,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1452,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1453,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1454,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1455,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1456,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1457,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1460,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1462,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1463,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1464,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1465,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1466,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1467,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1469,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1471,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1472,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1473,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1474,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1475,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1476,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1477,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1478,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1479,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1480,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1481,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1482,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1483,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1484,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1485,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1487,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1488,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1489,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1490,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1491,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1492,Water,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1493,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1494,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1495,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1496,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1497,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1498,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1499,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1500,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1502,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1503,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1504,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1505,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1506,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1507,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1508,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1510,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1511,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1512,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1513,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1514,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1515,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1516,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1517,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1519,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1520,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1521,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1522,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1523,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1524,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1525,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1526,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1527,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1528,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1529,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1530,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1531,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1532,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1533,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1534,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1535,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1536,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1537,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1538,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1539,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1540,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1541,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1542,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1543,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1544,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1545,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1546,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1547,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1548,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1549,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1550,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1551,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1552,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1553,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1554,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1555,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1556,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1557,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1558,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1559,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1560,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1561,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1562,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1563,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1564,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1565,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1566,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1567,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1568,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1569,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1570,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1571,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1572,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1573,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1575,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1576,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1577,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1578,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1579,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1580,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1581,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1582,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1583,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1584,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1585,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1586,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1587,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1588,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1589,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1590,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1591,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1592,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1593,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1594,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1595,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1596,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1597,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1598,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1600,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1602,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1603,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1604,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1605,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1606,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1607,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1608,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1609,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1610,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1611,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1612,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1613,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1614,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1615,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1616,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1617,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1618,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1619,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1620,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1621,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1622,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1623,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1625,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1626,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1628,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1629,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1630,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1631,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1632,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1633,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1635,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1636,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1637,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1638,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1639,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1640,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1641,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1642,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1643,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1644,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1645,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1646,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1647,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1648,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1649,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1651,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1652,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1653,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1654,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1655,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1656,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1657,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1658,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1659,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1660,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1661,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1662,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1663,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1664,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1665,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1666,Water,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1667,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1668,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1669,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1670,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1671,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1672,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1673,Water,Built-up,Water,Water,Water,NULL,NULL,Built-up
1674,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1675,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1676,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1679,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1680,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1681,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1683,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1684,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1686,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1687,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1688,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1690,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1692,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1693,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1694,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1695,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1696,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1697,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1698,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1699,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1700,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1701,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1702,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1703,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1704,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1705,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1706,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1707,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1708,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1709,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1711,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1712,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1713,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1714,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1715,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1716,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1717,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1718,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1719,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1722,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1723,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1724,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1725,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1726,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1727,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1728,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1729,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1730,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1731,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1732,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1733,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1734,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1735,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1736,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1737,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1738,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1739,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1740,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1741,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
