Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYC_M_R
1417,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1418,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1419,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1420,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1421,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1422,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1423,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1424,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1425,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1426,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1427,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1428,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1429,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1430,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1431,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1432,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1433,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1434,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1435,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1436,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
1437,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1438,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1439,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1440,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1441,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1442,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1443,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1444,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1445,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1446,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1447,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1448,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1449,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1450,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1451,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1452,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1453,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1454,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1455,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
1456,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1457,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1458,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1459,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1460,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1461,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1462,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
