Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRS_M_R
11989,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
11990,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
11991,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11992,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11993,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11994,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11995,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11996,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11997,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
11998,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11999,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,NULL
12000,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
12001,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
12002,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12003,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
12004,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
12005,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
12006,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Water
12007,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
12008,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
12009,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
12010,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
12011,Grassland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
12012,Grassland,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
12013,Grassland,Wetland,Water,Water,Water,Shrubland,Wetland,Grassland
12014,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
12015,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
12016,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
12017,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
12018,Grassland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
12019,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
12020,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
12021,Grassland,Wetland,Water,Water,Water,Forest,Wetland,Grassland
12022,Grassland,Wetland,Water,Water,Water,Forest,Wetland,Wetland
12023,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12024,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12025,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12026,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12027,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12028,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12029,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12030,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12031,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12032,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12033,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
12034,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12035,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12036,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12037,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12038,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12039,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12040,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12041,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
12042,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12043,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12044,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Wetland
12045,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
12046,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12047,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12048,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12049,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12050,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12051,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12052,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12053,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12054,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12055,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12056,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12057,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12058,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12059,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
12060,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12061,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12062,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12063,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
12064,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12065,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12066,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12067,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12068,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12069,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12070,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
12071,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12072,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12073,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
12074,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12075,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
12076,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12077,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12078,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12079,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12080,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12081,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12082,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12083,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
12084,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12085,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12086,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12087,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
12088,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12089,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12090,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12091,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12092,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12093,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12094,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12095,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12096,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12097,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12098,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12099,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12100,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12101,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12102,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12103,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
12104,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12105,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12106,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12107,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12108,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12109,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12110,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12111,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
12112,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12113,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12114,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12115,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12116,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12117,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12118,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12119,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12120,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Cropland
12121,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
12122,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12123,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
12124,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
12125,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
12126,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
12127,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
12128,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
12129,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Cropland
12130,Grassland,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
12131,Grassland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12132,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12133,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12134,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12135,Grassland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Wetland
12136,Grassland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
12137,Grassland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
12138,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12139,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12140,Grassland,Bareland,Water,Water,Water,Wetland,Water,Water
12141,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12142,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12143,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12144,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12145,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12146,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12147,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12148,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12149,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12150,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
12151,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12152,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12153,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12154,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12155,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12156,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12157,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12158,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12159,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12160,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12161,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12162,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12163,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12164,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12165,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12166,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12167,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
12168,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12169,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12170,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
12171,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
12172,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12173,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12174,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12175,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12176,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12177,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12178,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12179,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12180,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12181,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12182,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12183,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12184,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12185,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12186,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12187,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12188,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12189,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12190,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12191,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12192,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12193,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12194,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12195,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12196,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12197,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12198,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12199,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12200,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12201,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12202,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12203,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12204,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12205,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12206,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12207,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12208,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12209,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12210,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12211,Grassland,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Water
12212,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12213,Grassland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12214,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12215,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12216,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12217,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12218,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12219,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12220,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12221,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
12222,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12223,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12224,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12225,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12226,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12227,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12228,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12229,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12230,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
12231,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12232,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12233,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12234,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12235,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12236,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12237,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12238,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12239,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12240,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12241,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12242,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12243,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12244,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12245,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12246,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12247,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12248,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12249,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12250,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12251,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12252,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12253,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
12254,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12255,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12256,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12257,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12258,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
12259,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12260,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12261,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12262,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12263,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
12264,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12265,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12266,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12267,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12268,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12269,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12270,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12271,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12272,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12273,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12274,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12275,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12276,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
