Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFM_M_R
337,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
338,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
339,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
340,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
341,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
342,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
343,NULL,Built-up,Wetland,Water,Wetland,Grassland,Forest,Forest
344,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
345,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Water
346,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
347,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
348,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
349,NULL,Built-up,Wetland,Water,Wetland,Bareland,Forest,Forest
350,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
351,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
352,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
353,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
354,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
355,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
356,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
357,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
358,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
359,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
360,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
361,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
362,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
363,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
364,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
365,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
366,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
367,NULL,Built-up,Water,NULL,Water,Bareland,Water,Grassland
368,NULL,Built-up,Water,NULL,Water,Water,Bareland,Grassland
369,NULL,Built-up,Water,NULL,Water,Water,Water,Grassland
370,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
371,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
375,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
376,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
377,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
378,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
379,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
380,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
381,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
382,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
383,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
384,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
385,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
386,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
388,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
390,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
391,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
392,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
393,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
394,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
395,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
396,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
397,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
398,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
399,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
400,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
401,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
402,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Grassland
403,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
405,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
406,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
407,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
408,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
409,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
410,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
412,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
413,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
414,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
415,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
416,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
417,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
418,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
419,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
420,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
421,NULL,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
422,NULL,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
423,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
424,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
425,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
427,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
428,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
429,NULL,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
430,NULL,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
431,NULL,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
432,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
433,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
434,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
435,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
436,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
437,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
438,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
439,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
440,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
441,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
442,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
443,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
444,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
445,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
446,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
447,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
448,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
449,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
450,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
451,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
452,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
453,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
454,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
455,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
456,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
457,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
458,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
459,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
460,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
461,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
462,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
463,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
464,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
465,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
466,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
467,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
471,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
472,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
473,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
474,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
476,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
477,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
478,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
479,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Water
481,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
482,NULL,Water,Water,NULL,Water,Grassland,Grassland,Water
483,NULL,Water,Water,NULL,Water,Grassland,Wetland,Grassland
484,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
485,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
486,NULL,Water,Water,NULL,Water,Wetland,Wetland,Water
487,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
488,NULL,Water,Water,NULL,Water,Water,Water,Grassland
489,NULL,Water,Water,NULL,Water,Water,Water,Forest
490,NULL,Water,Water,Water,Water,Grassland,Wetland,Grassland
491,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
492,NULL,Water,Water,Water,Water,Grassland,Water,Water
493,NULL,Water,Water,Water,Water,Wetland,Bareland,Grassland
494,NULL,Water,Water,Water,Water,Wetland,Bareland,Water
495,NULL,Water,Water,Water,Water,Bareland,Wetland,Grassland
496,NULL,Water,Water,Water,Water,Bareland,Wetland,Water
497,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
498,NULL,Water,Water,Water,Water,Bareland,Water,Water
499,NULL,Water,Water,Water,Water,Water,Grassland,Water
500,NULL,Water,Water,Water,Water,Water,Wetland,Water
501,NULL,Water,Water,Water,Water,Water,Water,Grassland
502,NULL,Water,Water,Water,Water,Water,Water,Water
503,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
504,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
506,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
507,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
508,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
509,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
510,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
511,NULL,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
512,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
513,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
514,NULL,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
515,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
516,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
518,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
519,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
520,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
521,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
524,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
527,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
528,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
529,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
531,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
534,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
535,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
536,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
538,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
539,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
540,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
541,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
544,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
545,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
546,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
549,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
550,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
551,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
552,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
553,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
554,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
555,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
556,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
557,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
558,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
559,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
560,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
561,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Water
562,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
563,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
564,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
565,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
566,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
567,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
568,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
569,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
570,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
571,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
572,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
573,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
574,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
575,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
576,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
577,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
578,NULL,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
579,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Forest
580,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
584,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
585,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
586,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
588,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
590,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
591,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
592,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
593,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
595,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
596,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
598,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
599,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
600,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
601,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
602,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
603,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
604,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
605,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
606,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
607,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
609,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
611,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
612,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
613,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
614,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
615,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
617,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
618,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
619,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
620,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
622,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
623,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
624,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
625,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
626,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
627,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
628,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
629,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
630,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
638,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
639,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
640,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
641,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
643,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
644,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
645,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
646,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
647,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
648,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
649,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
650,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
651,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
652,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
653,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
654,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
655,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
656,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
657,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
658,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
659,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
660,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
661,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
662,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
663,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
664,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
665,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
666,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
667,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
668,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
669,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
670,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
671,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
672,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
673,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
674,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
675,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
676,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
677,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
678,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
679,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
680,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
681,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
682,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
683,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
