Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRU_M_R
1706,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1707,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1708,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1709,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1710,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1711,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1712,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1713,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1714,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1715,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1716,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1717,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1718,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1719,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1720,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1721,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1722,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1723,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1724,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1725,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1726,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1727,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1728,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1729,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1730,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1731,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1732,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1733,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1734,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1735,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1736,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1737,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1739,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1740,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1741,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1742,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1743,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1744,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1745,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1746,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1747,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1748,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1749,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1750,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1753,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1754,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1755,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1756,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1757,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1758,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1759,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1760,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1761,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1762,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1763,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1764,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1765,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1766,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1767,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1768,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1769,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1770,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1771,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1772,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1773,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1774,Water,NULL,Water,Water,Water,NULL,NULL,Water
1775,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1776,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1777,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1779,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1780,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1781,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1782,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1783,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1784,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1786,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1787,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1788,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1790,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1791,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1792,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1793,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1794,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1795,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1796,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1797,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1799,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1800,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1801,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1802,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1803,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1804,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1805,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1806,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1807,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1808,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1809,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1810,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1811,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1812,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1813,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1814,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1815,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1816,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1817,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1818,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1819,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1820,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1821,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1822,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1823,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1824,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1825,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1826,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1827,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1828,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1829,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1830,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1831,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1832,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1833,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1834,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1836,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1837,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1838,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1839,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1840,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1841,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1842,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1843,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1846,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
1847,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1848,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1849,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1850,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1851,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1852,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1853,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1854,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1855,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1856,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1857,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
1858,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1859,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1860,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1861,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1862,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1863,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1864,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1865,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1866,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1867,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1868,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1869,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1870,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1871,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1872,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1873,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1874,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1875,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1876,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1877,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1878,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1879,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1880,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1881,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1882,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1883,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1884,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1885,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1886,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1887,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1888,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1890,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1891,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1892,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1893,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1894,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1895,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1896,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1897,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1898,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1899,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1900,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1901,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1902,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1903,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1904,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1905,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1906,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1908,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1909,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1910,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1911,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1913,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1914,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1915,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1916,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1917,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1918,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1919,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1920,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1921,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1922,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1923,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1924,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1925,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1926,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1927,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1928,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1929,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1930,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1932,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1934,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1937,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1938,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1939,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1941,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1942,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1943,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1944,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1945,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1946,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1947,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1948,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1949,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1950,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1951,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1952,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1953,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1954,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1955,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1956,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1958,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1960,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1961,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1963,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1964,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1965,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1966,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1967,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1968,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1969,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1970,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1971,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1972,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1973,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1974,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1975,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1976,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1977,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1978,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1979,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1980,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1981,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1982,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1983,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1984,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1985,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1986,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1987,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1988,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1989,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1990,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1991,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1992,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1993,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1994,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1995,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1996,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1997,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1998,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1999,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2000,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2001,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2002,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2003,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2004,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2005,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2006,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2007,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2008,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2009,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2010,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2011,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2012,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2013,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2015,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2016,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2017,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2018,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2019,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2020,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2021,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2022,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2023,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2024,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2025,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2026,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2027,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2028,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2029,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2030,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2031,Water,Water,Water,NULL,Water,NULL,NULL,Water
2032,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2033,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2034,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2035,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2036,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2037,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2038,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2039,Water,Water,Water,Water,Water,NULL,NULL,NULL
2040,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2041,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2042,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2043,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2044,Water,Water,Water,Water,Water,NULL,NULL,Water
2045,Water,Water,Water,Water,Water,NULL,NULL,Forest
2046,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2047,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2048,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2049,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2050,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2051,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2052,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2053,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2054,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2055,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2056,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2057,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2058,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2059,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2060,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2061,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2062,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2063,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2064,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2065,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2066,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2067,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2068,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2069,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
