Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
375,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
394,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
398,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
399,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
401,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
402,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
408,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
409,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
439,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
461,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
463,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
465,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
468,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
472,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
473,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
474,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
475,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
476,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
478,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
479,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
480,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
481,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
483,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
484,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
485,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
486,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
487,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
488,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
489,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
490,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
492,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
493,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
494,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
496,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
497,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
498,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
499,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
501,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
502,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
503,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
504,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Forest
505,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
507,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
508,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
509,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
512,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
513,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
514,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
515,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
516,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
517,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
518,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
519,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
520,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
521,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
522,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
523,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
524,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
525,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
527,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
528,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
529,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
530,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
531,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
532,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
533,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
534,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
535,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
536,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
537,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
538,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
539,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
540,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
542,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
545,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
546,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
547,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
548,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
549,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
553,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
554,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
555,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
556,NULL,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
557,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
558,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
561,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
562,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
563,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
564,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
565,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
566,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
567,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
568,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
569,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
570,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
571,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
572,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
573,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
574,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
575,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
576,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
577,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
578,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
579,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
580,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
581,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
582,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
583,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
584,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
585,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
586,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
587,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
588,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
589,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
591,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
592,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
593,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
594,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
595,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
596,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
597,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
598,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
599,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
601,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
602,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
603,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
604,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
605,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
607,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Grassland
608,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Forest
609,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
610,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
611,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
612,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
613,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
614,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
615,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
616,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
617,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
618,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
619,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
620,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
621,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
622,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
623,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
624,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
625,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
627,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
628,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
629,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
631,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
632,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
633,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
635,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
636,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
637,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Forest
638,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
639,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
640,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
641,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
642,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
643,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
644,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
645,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
646,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
647,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
648,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
649,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
650,NULL,NULL,Wetland,Water,Wetland,Forest,Bareland,Forest
651,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Forest
652,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
656,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
657,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
658,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
659,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
660,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
661,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
662,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
663,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
664,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
665,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
666,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
667,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
