Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
327,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
328,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
329,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
330,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
336,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
337,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
338,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
339,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
340,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
343,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
344,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
345,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
346,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
348,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
351,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
352,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
353,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
356,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
357,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
358,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
359,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
360,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
361,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
362,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
365,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
366,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
367,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
368,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
369,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
370,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
372,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
373,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
374,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
375,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
376,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
377,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
378,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
379,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
380,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
381,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
382,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
383,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
384,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
385,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
386,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
387,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
388,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
389,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
390,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
391,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
392,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
393,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
394,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
395,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
396,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
397,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
398,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Bareland
399,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Water
400,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
401,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Water
402,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
403,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
404,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
405,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
406,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
407,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
408,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
409,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
410,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
411,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
412,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
413,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
414,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
415,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
416,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
417,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
418,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
419,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
420,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
421,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
422,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
423,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
424,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
425,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
426,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
427,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
428,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
429,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
430,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
431,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
432,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
433,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
434,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
435,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
436,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
437,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
438,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
439,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
440,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
441,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
442,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
444,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
445,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
446,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
447,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
448,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
450,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
451,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
452,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
453,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
454,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
455,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
457,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
458,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
459,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
460,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
461,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
465,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
467,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
468,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
470,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
471,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
473,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
476,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
478,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
479,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
482,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
484,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
485,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
486,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
487,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
490,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
491,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
493,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
494,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
495,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
496,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
498,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
499,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
504,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
505,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
507,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
508,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
517,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
520,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
523,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
524,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
527,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
528,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
530,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
531,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
532,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
533,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
534,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
535,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
536,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
537,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
538,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Water
539,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
540,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
541,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
542,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
543,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Wetland,Bareland
544,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
545,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Bareland
546,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Water
547,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
549,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
550,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
551,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
552,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
553,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
554,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Water
555,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
556,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
557,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
558,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
559,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
560,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
561,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
562,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
563,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
564,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
565,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
566,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
567,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
568,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
569,NULL,NULL,Water,Water,Water,Wetland,Water,Water
570,NULL,NULL,Water,Water,Water,Water,Water,Grassland
571,NULL,NULL,Water,Water,Water,Water,Water,Water
572,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
592,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
594,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
595,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
596,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
610,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
619,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
620,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
621,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
632,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
635,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
636,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
637,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
639,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
641,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
642,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
643,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
644,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
645,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
646,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
647,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
649,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
