Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R
331,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
335,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
337,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
338,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
339,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
340,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
341,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
342,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
343,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
344,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
345,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
346,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
347,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
349,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
350,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
351,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
353,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
354,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
355,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
356,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
357,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
358,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
359,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
360,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
361,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
362,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
363,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
364,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
365,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
366,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
367,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
368,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
369,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
370,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
371,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
372,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
373,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
376,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
378,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
379,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
381,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
382,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
383,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
384,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
385,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
386,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
387,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
388,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
389,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
390,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
394,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
395,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
396,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
397,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
398,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
399,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
400,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
401,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
402,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
405,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
407,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
408,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
409,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
410,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
411,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
412,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
413,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
414,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
415,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
416,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
417,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
418,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
419,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
420,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
421,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Forest
422,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
423,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
427,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
429,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
430,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
433,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
434,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
435,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
437,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
439,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
440,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
442,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
443,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
444,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
445,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
446,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
447,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
448,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
449,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
450,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
451,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
454,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
455,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
456,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
457,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
458,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
459,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
460,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
462,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
463,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
465,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
466,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
467,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
468,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
469,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
471,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
472,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
473,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
474,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
475,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
476,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
477,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
478,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
479,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
481,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
482,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
483,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
484,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
487,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
488,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
489,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
490,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
491,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
492,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
493,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
495,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
496,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
497,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
498,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
499,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
500,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
501,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
502,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
503,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
504,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
505,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
506,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
507,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
514,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
516,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
519,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
523,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
537,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
541,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
544,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
545,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
551,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
555,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
556,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
557,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
558,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
559,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
560,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
561,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
562,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
563,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
564,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
565,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
566,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
567,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
568,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
569,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
570,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
571,NULL,NULL,Water,NULL,Water,Forest,Grassland,Forest
572,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
573,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
574,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
575,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
576,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
577,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
578,NULL,NULL,Water,Water,Water,NULL,Wetland,Forest
579,NULL,NULL,Water,Water,Water,NULL,Water,Forest
580,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
581,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
582,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
583,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
584,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
585,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
586,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
587,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
588,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
589,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
590,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
591,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
592,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
593,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
594,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
595,NULL,NULL,Water,Water,Water,Bareland,Water,Water
596,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
597,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
598,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
599,NULL,NULL,Water,Water,Water,Water,Wetland,Water
600,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
601,NULL,NULL,Water,Water,Water,Water,Water,Grassland
602,NULL,NULL,Water,Water,Water,Water,Water,Wetland
603,NULL,NULL,Water,Water,Water,Water,Water,Water
604,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
606,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
655,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
660,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
662,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
667,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
668,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
669,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
670,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
671,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
672,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
673,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
674,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
675,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
676,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
677,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
678,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
679,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
680,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
681,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
682,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
