Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R
320,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
321,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
323,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
324,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
325,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
326,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
327,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
328,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
329,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
332,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
333,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
334,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
335,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
336,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
338,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
339,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
340,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
341,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Wetland,NULL,NULL,NULL,NULL,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
345,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
346,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
348,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
350,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
351,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Bareland
352,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
353,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
354,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
358,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
359,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
360,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
364,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
365,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
366,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
367,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
370,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
371,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
373,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
374,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
376,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
377,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
378,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
379,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
380,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
381,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
382,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
383,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
384,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
385,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
386,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
387,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
388,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
389,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
390,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
393,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
394,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Built-up
395,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
396,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
397,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
398,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
399,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
401,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
402,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
403,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
405,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
406,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
408,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
410,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
411,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
412,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
413,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
414,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
415,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
416,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
417,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
418,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
419,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
420,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
421,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
422,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
423,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Built-up
424,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
425,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
426,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
427,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
428,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
429,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
430,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
431,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
432,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Wetland
433,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
434,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
435,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
437,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
438,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Wetland
439,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Wetland
440,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
441,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
442,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
444,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
445,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
446,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
447,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
448,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
449,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
450,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
451,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Wetland
452,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
453,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
454,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
455,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
456,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Cropland
457,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
458,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Bareland
459,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Water
460,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
461,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
462,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
463,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Built-up
464,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
465,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
466,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
467,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
469,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
470,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
471,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
474,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
476,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
477,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
478,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
479,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
480,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
481,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
482,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
483,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
484,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
485,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
486,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
487,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
488,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
507,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
511,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
522,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
523,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
532,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
534,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
535,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
537,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
541,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
545,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
547,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
548,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
549,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
550,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
551,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
552,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Wetland
553,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
554,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
555,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
556,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
557,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
558,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
559,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
560,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
561,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
562,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
563,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
564,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Wetland
565,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
566,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
567,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
568,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
569,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
570,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
571,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
572,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
574,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
575,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
576,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
577,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
578,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
579,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
580,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
581,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
582,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
583,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
584,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
585,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
586,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
587,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
588,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
589,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
590,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Wetland
591,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Forest
592,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
593,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
594,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,NULL
595,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
596,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Wetland
597,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
599,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
601,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
602,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
603,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
604,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
605,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
606,NULL,NULL,Water,NULL,NULL,NULL,NULL,NULL
607,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
608,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
609,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
610,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
611,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
612,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
613,NULL,NULL,Water,Non_Water,Water,NULL,Water,Wetland
614,NULL,NULL,Water,Non_Water,Water,NULL,Water,Bareland
615,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
616,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
617,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
618,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
619,NULL,NULL,Water,Water,Water,NULL,NULL,Water
620,NULL,NULL,Water,Water,Water,NULL,Wetland,Bareland
621,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
622,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
623,NULL,NULL,Water,Water,Water,NULL,Water,Bareland
624,NULL,NULL,Water,Water,Water,NULL,Water,Water
625,NULL,NULL,Water,Water,Water,Bareland,NULL,Bareland
626,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
627,NULL,NULL,Water,Water,Water,Bareland,Wetland,Bareland
628,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
630,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
633,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
635,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
636,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
638,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
641,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
644,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
648,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
650,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
657,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
658,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
