Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
3150,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3151,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3152,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3153,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3154,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3155,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3156,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3157,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3158,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
3159,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3160,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3161,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3162,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3163,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3164,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3165,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3166,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3167,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3168,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3169,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3170,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3171,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3172,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
3173,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3174,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3175,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3176,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3177,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3178,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3179,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
3180,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3181,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3182,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3183,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3184,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3185,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3186,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3187,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3188,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3189,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3190,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
3191,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3192,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3193,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3194,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3195,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3196,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3197,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3198,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3199,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3200,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3201,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3202,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3203,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3204,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3205,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3206,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3207,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3208,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3209,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3210,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3211,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3212,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3213,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3214,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3215,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3216,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3217,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3218,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3219,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3220,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3221,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3222,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3223,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3224,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3225,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3226,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3227,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3228,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3229,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3230,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3231,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3232,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3233,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3234,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3235,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3236,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3237,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3238,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3239,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3240,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3241,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Wetland
3242,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3243,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3244,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3245,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3246,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3247,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3248,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3249,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3250,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3251,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3252,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
3253,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
3254,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
3255,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
3256,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3257,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
3258,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
3259,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
3260,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3261,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3262,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3263,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3264,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3265,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3266,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3267,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3268,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3269,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
3270,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3271,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3272,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3273,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3274,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3275,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3276,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3277,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3278,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3279,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3280,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3281,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3282,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3283,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3284,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3285,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3286,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3287,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3288,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3289,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3290,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3291,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3292,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
3293,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3294,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3295,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3296,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3297,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3298,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3299,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
3300,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3301,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
3302,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3303,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
3304,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3305,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
3306,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3307,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3308,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3309,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3310,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3311,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3312,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3313,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3314,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3315,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3316,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3317,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3318,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3319,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
3320,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3321,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3322,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3323,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3324,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3325,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
3326,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3327,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3328,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3329,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3330,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3331,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3332,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
3333,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3334,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3335,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
3336,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3337,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3338,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3339,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
3340,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
3341,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3342,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3343,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3344,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3345,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3346,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3347,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3348,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3349,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3350,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
3351,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3352,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3353,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3354,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3355,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3356,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3357,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
3358,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3359,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3360,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3361,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3362,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3363,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3364,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3365,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
3366,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3367,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
3368,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3369,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3370,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3371,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3372,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3373,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3374,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
3375,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3376,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3377,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3378,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3379,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3380,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3381,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3382,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
3383,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3384,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
3385,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3386,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3387,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3388,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
3389,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3390,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3391,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3392,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
3393,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3394,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3395,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
3396,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
3397,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3398,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3399,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3400,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3401,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3402,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
3403,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3404,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3405,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3406,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3407,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
3408,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3409,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3410,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3411,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3412,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3413,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3414,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3415,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
3416,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
3417,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
3418,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3419,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3420,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
3421,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
3422,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
3423,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3424,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
3425,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3426,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3427,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
3428,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
3429,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
3430,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
3431,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
3432,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
3433,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
3434,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3435,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
3436,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
3437,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
3438,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
3439,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
3440,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3441,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
3442,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
3443,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
3444,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
3445,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
3446,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
3447,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
3448,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
3449,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3450,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
3451,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3452,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
3453,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
3454,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
3455,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
3456,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
3457,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
3458,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
3459,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
3460,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
3461,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
3462,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
3463,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
3464,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3465,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
3466,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
3467,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3468,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
3469,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3470,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3471,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
3472,Grassland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Water
