Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCQ_M_R
321,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
322,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
323,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
324,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Forest
325,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
326,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
327,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
328,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
329,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
333,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
347,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
386,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
401,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
408,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
409,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
414,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
428,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
431,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
434,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
437,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
438,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
440,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
442,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
445,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
447,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
448,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
449,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
450,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
452,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
516,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
517,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
519,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
520,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
521,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
522,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
524,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
525,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
526,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
527,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
528,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
529,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
530,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
531,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
532,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
533,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
534,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
536,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
537,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
538,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
539,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
540,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
541,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
542,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
543,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
546,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
547,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
548,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
549,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
550,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
551,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
552,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
553,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
554,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
555,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
557,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
558,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
560,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
561,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
562,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
563,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
564,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
565,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
566,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
567,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
568,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
571,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
572,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
574,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
575,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
576,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
577,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
578,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
579,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
580,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
582,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
583,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
584,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
585,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
586,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
587,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
588,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
589,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
590,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
591,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
592,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
593,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
594,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
595,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
596,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
597,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
598,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
599,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
600,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
601,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
602,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
603,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
604,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
605,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
607,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
608,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
609,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
610,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
611,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
612,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
613,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
614,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
615,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
616,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
618,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
619,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
620,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
621,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
623,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
624,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
625,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
637,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
638,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
639,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
640,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
641,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
642,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
643,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
644,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
645,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
646,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
647,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
648,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
649,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
650,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
651,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
652,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
653,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
654,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
655,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
656,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
657,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
658,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
659,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
660,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
661,NULL,NULL,Water,Water,Water,Grassland,Wetland,Bareland
