Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
1023,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1024,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1025,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1026,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1027,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1028,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1029,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1030,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1031,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1032,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1033,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1034,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1035,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1036,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1037,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1038,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1039,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1040,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1041,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1042,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1043,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1044,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1045,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1046,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1047,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1048,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1049,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1050,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1051,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1052,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1053,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1054,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1055,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1056,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1057,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1058,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1059,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1060,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1061,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1062,Water,Water,Water,NULL,Water,NULL,Water,Water
1063,Water,Water,Water,NULL,Water,NULL,Water,Forest
1064,Water,Water,Water,NULL,Water,Grassland,Wetland,Wetland
1065,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1066,Water,Water,Water,NULL,Water,Grassland,Forest,Water
1067,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1068,Water,Water,Water,NULL,Water,Wetland,Water,Water
1069,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1070,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1071,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
1072,Water,Water,Water,NULL,Water,Bareland,Water,Water
1073,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1074,Water,Water,Water,NULL,Water,Water,Grassland,Water
1075,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1076,Water,Water,Water,NULL,Water,Water,Wetland,Water
1077,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1078,Water,Water,Water,NULL,Water,Water,Water,Wetland
1079,Water,Water,Water,NULL,Water,Water,Water,Water
1080,Water,Water,Water,NULL,Water,Water,Water,Forest
1081,Water,Water,Water,NULL,Water,Water,Forest,Water
1082,Water,Water,Water,NULL,Water,Water,Forest,Forest
1083,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1084,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1085,Water,Water,Water,NULL,Water,Forest,Water,Water
1086,Water,Water,Water,NULL,Water,Forest,Water,Forest
1087,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1088,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1089,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1090,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1091,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1092,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1093,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1094,Water,Water,Water,Non_Water,Water,Water,Water,Water
1095,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1096,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1097,Water,Water,Water,Water,Water,NULL,Wetland,Water
1098,Water,Water,Water,Water,Water,NULL,Water,Water
1099,Water,Water,Water,Water,Water,NULL,Water,Forest
1100,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1101,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1102,Water,Water,Water,Water,Water,Grassland,Water,Wetland
1103,Water,Water,Water,Water,Water,Grassland,Water,Water
1104,Water,Water,Water,Water,Water,Grassland,Water,Forest
1105,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1106,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1107,Water,Water,Water,Water,Water,Wetland,Water,Water
1108,Water,Water,Water,Water,Water,Wetland,Water,Forest
1109,Water,Water,Water,Water,Water,Bareland,Water,Wetland
1110,Water,Water,Water,Water,Water,Bareland,Water,Water
1111,Water,Water,Water,Water,Water,Water,Wetland,Water
1112,Water,Water,Water,Water,Water,Water,Wetland,Forest
1113,Water,Water,Water,Water,Water,Water,Water,Grassland
1114,Water,Water,Water,Water,Water,Water,Water,Wetland
1115,Water,Water,Water,Water,Water,Water,Water,Water
1116,Water,Water,Water,Water,Water,Water,Water,Forest
1117,Water,Water,Water,Water,Water,Water,Forest,Water
1118,Water,Water,Water,Water,Water,Forest,Wetland,Water
1119,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1120,Water,Water,Water,Water,Water,Forest,Water,Wetland
1121,Water,Water,Water,Water,Water,Forest,Water,Water
1122,Water,Water,Water,Water,Water,Forest,Water,Forest
1123,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1124,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1125,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1126,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1127,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1128,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1129,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1130,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1131,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1132,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1133,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1134,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1135,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1136,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1137,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1138,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1139,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1140,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1141,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1142,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1143,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1144,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1145,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1146,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1147,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1148,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1149,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1150,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1151,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1152,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1153,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1154,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
1155,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1156,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1157,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1158,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1159,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1160,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1161,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1162,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1163,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1164,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1165,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1166,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1167,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1168,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1169,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1170,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1171,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1172,Water,Forest,Water,Water,Water,Forest,Water,Forest
1173,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1174,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1175,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1176,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1177,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1178,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1179,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1180,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1181,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1182,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1183,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1184,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1185,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1186,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1187,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1188,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1189,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1190,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1191,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1192,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1193,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1194,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1195,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1196,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1197,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1198,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1199,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1200,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1201,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1202,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1203,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1204,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1205,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1206,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1207,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1208,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1209,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1210,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1211,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1212,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1213,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1214,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1215,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1216,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1217,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1218,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1219,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1220,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1221,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1222,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1223,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1224,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1225,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1226,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1227,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1228,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1229,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1230,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1231,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1232,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1233,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1234,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1235,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1236,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1237,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1238,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1239,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1240,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1241,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1242,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1243,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1244,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1245,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1246,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1247,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1248,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1249,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1250,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1251,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1252,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1253,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1254,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
1255,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1256,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1257,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1258,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1259,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1260,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1261,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1262,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1265,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1266,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1267,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1268,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1269,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1270,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1271,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1272,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1273,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1274,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1275,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1276,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1277,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1278,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1279,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1280,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1281,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1282,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1283,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1284,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1285,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1286,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1287,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1288,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1289,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1295,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1296,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1297,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1299,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
1300,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1301,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1302,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1303,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1304,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1305,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1306,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1307,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1308,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1309,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1310,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1311,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1312,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1313,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1314,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1317,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1318,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1320,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1321,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1322,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1323,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1324,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1325,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1326,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1327,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1328,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1329,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1330,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1331,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1332,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1333,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1334,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1335,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1336,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1337,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1338,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1339,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1340,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1341,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1342,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1343,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1344,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1345,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1346,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1347,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1348,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1349,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1350,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1351,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1352,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1353,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1354,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1355,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1356,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1357,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1358,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1359,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1360,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1361,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1362,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1363,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1364,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1370,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1371,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1372,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1373,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1374,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1375,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1376,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
