Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQM_M_R
1726,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1727,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1728,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1729,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1731,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1732,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1733,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1734,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1737,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1739,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1741,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1742,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1744,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1745,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1746,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1747,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1748,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1749,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1750,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1751,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1752,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1754,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1755,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1756,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1757,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1758,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1760,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1761,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1762,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
1763,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1764,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
1765,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1766,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1767,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1770,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1771,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1772,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1773,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1774,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1776,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1777,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1778,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1779,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1781,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1782,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1784,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1786,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1789,Permanent_ice_and_snow,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1790,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1792,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1793,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1794,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1797,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1798,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1799,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1800,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1801,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1803,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1804,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1805,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1806,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1807,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1808,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1809,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1810,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1811,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1812,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1813,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1814,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1815,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
1816,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1817,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1818,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1819,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1822,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1823,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1824,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1825,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1826,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1827,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1828,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1829,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1830,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1831,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1832,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1835,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1836,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1837,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1838,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1839,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1840,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1841,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1842,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1843,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1844,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1845,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1846,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Water
1847,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
1848,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Water
1849,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
1850,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1851,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1853,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1854,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1855,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1856,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1857,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1859,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1860,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1861,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1862,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1863,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1864,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1865,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1866,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1867,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1868,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1869,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1871,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1872,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1873,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1874,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1875,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1876,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1877,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1878,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1879,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1880,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1881,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1883,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1885,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1886,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1887,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1888,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1889,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1890,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1891,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1892,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1893,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1894,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1895,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1896,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1897,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1899,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1900,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1901,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1902,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1903,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1904,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1905,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1906,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1907,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1908,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1909,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1910,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1911,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1912,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1913,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1914,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1915,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1916,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1917,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1918,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1919,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1920,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1921,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1922,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1923,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1925,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1926,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1927,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1928,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1929,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1930,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1931,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1932,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1933,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1934,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1935,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1936,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1937,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1941,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1942,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1943,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1944,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1945,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1946,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1947,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1948,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1949,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1950,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1951,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1952,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1953,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1955,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1956,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1957,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1958,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1959,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1960,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1961,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1962,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1963,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1964,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1965,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1966,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1967,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1968,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1969,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1970,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1971,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1972,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1973,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1974,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1976,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1977,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1978,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1979,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1980,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1981,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1982,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1983,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1984,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1985,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1986,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1987,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1988,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1989,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1990,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1991,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1992,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1993,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1994,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1995,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1996,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1997,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1998,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1999,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2000,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2001,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2002,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2003,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2004,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2005,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2006,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2007,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2008,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2009,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2010,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2011,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2013,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2014,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2015,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2017,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2018,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2019,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2020,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2021,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2022,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2023,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2024,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2025,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2026,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2027,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2029,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2030,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2031,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2032,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
2033,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2034,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2035,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2036,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2037,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2038,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2039,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2040,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2041,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
