Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVN_M_R
6034,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6035,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6036,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
6037,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
6038,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6039,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6040,Grassland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
6041,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6042,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6043,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6044,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6045,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6046,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6047,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6048,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6049,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6050,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6051,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6052,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6053,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6054,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6055,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6056,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6057,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6058,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
6059,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6060,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6061,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6062,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6063,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6064,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6065,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6066,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6067,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6068,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6069,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6070,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6071,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6072,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6073,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6074,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6075,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6076,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6077,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6078,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6079,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6080,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6081,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6082,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6083,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6084,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6085,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6086,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6087,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6088,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6089,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6090,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6091,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6092,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6093,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6094,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6095,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6096,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6097,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
6098,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Wetland
6099,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6100,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
6101,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6102,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6103,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6104,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6105,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6106,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6107,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6108,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6109,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
6110,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6111,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6112,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6113,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6114,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6115,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6116,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6117,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6118,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6119,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6120,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6121,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6122,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6123,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6124,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6125,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6126,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6127,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
6128,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6129,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6130,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6131,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6132,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6133,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6134,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6135,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6136,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6137,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6138,Grassland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
6139,Grassland,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
6140,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6141,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6142,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6143,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6144,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6145,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
6146,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6147,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6148,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6149,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6150,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water,NULL
6151,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6152,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6153,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6154,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6155,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6156,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6157,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6158,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6159,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6160,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6161,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6162,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6163,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6164,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6165,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6166,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6167,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6168,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6169,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6170,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6171,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6172,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6173,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6174,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6175,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6176,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6177,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6178,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
6179,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6180,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6181,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6182,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6183,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6184,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
6185,Grassland,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6186,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6187,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6188,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6189,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6190,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6191,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
6192,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6193,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6194,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6195,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6196,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6197,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6198,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6199,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6200,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6201,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6202,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
6203,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6204,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6205,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6206,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6207,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6208,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6209,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6210,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6211,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6212,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6213,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6214,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6215,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6216,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6217,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6218,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6219,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6220,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6221,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6222,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6223,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6224,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6225,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6226,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6227,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6228,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6229,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6230,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6231,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6232,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6233,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6234,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6235,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6236,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6237,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6238,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6239,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6240,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6241,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6242,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6243,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6244,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6245,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6246,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6247,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6248,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6249,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6250,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6251,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6252,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6253,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6254,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6255,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6256,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6257,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6258,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6259,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6260,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6261,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6262,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6263,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6264,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6265,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6266,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6267,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6268,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6269,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6270,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6271,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6272,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6273,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6274,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6275,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6276,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6277,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6278,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6279,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
6280,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6281,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6282,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6283,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6284,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6285,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6286,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6287,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6288,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6289,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6290,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6291,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6292,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6293,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6294,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6295,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6296,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6297,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6298,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6299,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6300,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6301,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6302,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6303,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6304,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6305,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6306,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6307,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6308,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6309,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6310,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6311,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6312,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6313,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
6314,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6315,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6316,Grassland,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Water
6317,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
6318,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
6319,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
6320,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
6321,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,Grassland,Water
6322,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6323,Grassland,Forest,Water,Water,Water,Water,Water,Water
6324,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6325,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6326,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6327,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6328,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6329,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6330,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6331,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6332,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
