Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
3948,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3949,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3950,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3951,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3952,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3953,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3954,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3955,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3956,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3957,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3958,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3959,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3960,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3961,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3962,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3963,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3964,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3965,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3966,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3967,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3968,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3969,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3970,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3971,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3972,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3973,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3974,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3975,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3976,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3977,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3978,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3979,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3980,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3981,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3982,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3983,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3984,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3985,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3986,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3987,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3988,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3989,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3990,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3991,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3992,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3993,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3994,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3995,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3996,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3997,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3998,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3999,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4000,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4001,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4002,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4003,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4004,Grassland,Water,Water,NULL,Water,Wetland,NULL,Grassland
4005,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4006,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4007,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4008,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4009,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4010,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4011,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4012,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4013,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4014,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4015,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4016,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4017,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4018,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4019,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4020,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4021,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4022,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4023,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4024,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4025,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4026,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4027,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4028,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4029,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4030,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4031,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4032,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4033,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4034,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4035,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4036,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4037,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4038,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4039,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4040,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4041,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4042,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4043,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4044,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4045,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4046,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4047,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4048,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4049,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4050,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4051,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4052,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4053,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4054,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4055,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4056,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4057,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4058,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4063,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4064,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4065,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4066,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4067,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4068,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4069,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4070,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4071,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4072,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4073,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4074,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4075,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4076,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4077,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4078,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4079,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4080,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4081,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4082,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4083,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4084,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4085,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4086,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4087,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4088,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4089,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4090,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4091,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4092,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4093,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4094,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4095,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4096,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4097,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4098,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4099,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4100,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4101,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4102,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4103,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4104,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4105,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4106,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4107,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4108,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4109,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4110,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4111,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4112,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4113,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4114,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4115,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4116,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4117,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4118,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4119,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4120,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4121,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4122,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4123,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4124,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4125,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4126,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4127,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4128,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4129,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4130,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4131,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4132,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4133,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4134,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4135,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4136,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4137,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4138,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4139,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4140,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4141,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4142,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4143,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4144,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4145,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4146,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4147,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4148,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4149,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4150,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4151,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4152,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4153,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4154,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4155,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4156,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4157,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4158,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4159,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4160,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4161,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4162,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4163,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4164,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4165,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4166,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4167,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4168,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4169,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4170,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4171,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4172,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4173,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4174,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4175,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4176,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4177,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4178,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4179,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4180,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4181,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4182,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4183,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4184,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4185,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4186,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4187,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4188,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4189,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4190,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
4191,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4192,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4193,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4194,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4195,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4196,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4197,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4198,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4199,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
4200,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4201,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4202,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4203,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4204,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4205,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4206,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4207,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4208,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
4209,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4210,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4211,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4212,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4213,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4214,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4215,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4216,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4217,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4218,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4219,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4220,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4221,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4222,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4223,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4224,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
4225,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4226,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
4227,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4228,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4229,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4230,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4231,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4232,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4233,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4234,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4235,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4236,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4237,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4238,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4239,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4240,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4241,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4242,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4243,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4244,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4245,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4246,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4247,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4248,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4249,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
4250,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4251,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4252,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4254,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4255,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
