Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGD_M_R
1720,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1721,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1722,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1723,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1724,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1725,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1726,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1727,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1728,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1729,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1730,Water,NULL,Water,Water,Water,NULL,NULL,Water
1731,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1732,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1733,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1734,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1735,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1737,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1738,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1739,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1740,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1741,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1742,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1743,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1744,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1745,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1746,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1747,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1748,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1750,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1752,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1753,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1754,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1755,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1756,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1758,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1759,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1760,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1761,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1762,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1763,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1764,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1765,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1766,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1767,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1768,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1769,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1770,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1771,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1772,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1773,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1774,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1775,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1776,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1777,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1778,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1780,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1781,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1782,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1783,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1784,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1785,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1787,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1788,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1789,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1791,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1792,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1793,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1794,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1795,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1796,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1797,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1798,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1799,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1800,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1801,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1802,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1803,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1804,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1805,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1806,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1807,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1808,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1809,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1810,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1811,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1812,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1813,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1814,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1815,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1816,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1817,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1818,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1819,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1820,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1821,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1822,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1823,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1824,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1825,Water,Wetland,Water,Water,Water,NULL,NULL,Cropland
1826,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1827,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1828,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1829,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1830,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1831,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1832,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1833,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1834,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1835,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1836,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1837,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1838,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1839,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1840,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1841,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1842,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1843,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1844,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1845,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1846,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1847,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1848,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1849,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1850,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1851,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1852,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1853,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1854,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1855,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1856,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1857,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1858,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1859,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1860,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1861,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1862,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1863,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1864,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1865,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1866,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1867,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1868,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1869,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1870,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1871,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1872,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1873,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1874,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1875,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1876,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1877,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1879,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1880,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1882,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1883,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1884,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1885,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1886,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1887,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1888,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1889,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1890,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1891,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1892,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1893,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1894,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1895,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1896,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1897,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1898,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1899,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1900,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1901,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1902,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1903,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1904,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1905,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1906,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1907,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1908,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1909,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1910,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1911,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1912,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1913,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1914,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1915,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1916,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1917,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1918,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1919,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1920,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1921,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1922,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1923,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1924,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1925,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1926,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1927,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1928,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1929,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1930,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1931,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1932,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1933,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1934,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1935,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1936,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1937,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1938,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1939,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1940,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1941,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1942,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1943,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1944,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1945,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1946,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1947,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1948,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1949,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1950,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1951,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1952,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1954,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1955,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1956,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1957,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1958,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1959,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1960,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1961,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1962,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1963,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1964,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1965,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1966,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1967,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1968,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1969,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1970,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1971,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1972,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1973,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1974,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1975,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1976,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1977,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1978,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1979,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1980,Water,Water,Water,NULL,Water,NULL,NULL,Water
1981,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1982,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1983,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1984,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1985,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1986,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1987,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1988,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1989,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1990,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1991,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1992,Water,Water,Water,Water,Water,NULL,NULL,Water
1993,Water,Water,Water,Water,Water,NULL,NULL,Forest
1994,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1995,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1996,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1997,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1998,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1999,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2000,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2001,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2002,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2003,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2004,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2005,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2006,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2007,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2008,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2009,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2010,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2011,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2012,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2013,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2014,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2015,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2016,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2017,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2018,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2019,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2020,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2021,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2022,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2023,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2025,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2026,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2027,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2028,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2029,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2030,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2031,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2032,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2033,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2034,Water,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2035,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2036,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2037,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2038,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2039,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2040,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2041,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2042,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2043,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2044,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2045,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2046,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2047,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2048,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2049,Water,Forest,Water,Water,Water,NULL,NULL,Water
2050,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2051,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2052,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2053,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2054,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2055,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2056,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2057,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2058,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2059,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2060,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2061,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2062,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2063,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2064,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2065,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2066,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2067,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2068,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2069,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2070,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2071,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2072,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2073,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2074,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2075,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2077,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2078,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2079,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2080,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2081,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
