Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQF_M_R
1694,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1695,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1696,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1698,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1699,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1701,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1702,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1703,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1704,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1705,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1706,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1707,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1708,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1709,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1710,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1711,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1713,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1714,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1716,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1717,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1718,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1719,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1721,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1722,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1723,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1724,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1725,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1726,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1727,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1728,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1730,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1731,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1732,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1733,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1735,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1736,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1737,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1738,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1740,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1741,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1742,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1743,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1744,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1745,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1746,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1747,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1748,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1749,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1750,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1751,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1752,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1753,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1754,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1755,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1756,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1757,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1758,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1759,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1760,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1761,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1762,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1763,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1764,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1765,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1766,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1767,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1768,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1769,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1771,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1772,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1773,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1774,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1775,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1776,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1777,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1778,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1779,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1780,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1781,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1782,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1783,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1784,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1785,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1786,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1787,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1788,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1789,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1790,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1791,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1792,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1793,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
1794,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1795,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1796,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1797,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1798,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1799,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1800,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
1801,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1802,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1803,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1804,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1806,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1807,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1811,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1812,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1813,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1814,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1815,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1816,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1817,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1818,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1819,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1821,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1822,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1823,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1824,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1825,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1826,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1827,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1828,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1829,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1830,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1831,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1833,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1834,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1835,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1836,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1837,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1838,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1839,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1841,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1842,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1843,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1844,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1845,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1846,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1847,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1848,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1850,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1851,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1852,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1853,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1854,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1855,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1856,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1857,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1858,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1860,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1861,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1862,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1863,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1864,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1865,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1866,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1867,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1868,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1869,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1870,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1871,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1872,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1873,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1874,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1875,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1876,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1877,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1878,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1879,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1880,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1881,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
1882,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1883,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1884,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1885,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1886,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1887,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1888,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1889,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1891,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1892,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1893,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1894,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1895,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1896,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1897,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1899,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1900,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1901,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1902,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1903,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1904,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1906,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1907,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1908,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1909,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1910,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1911,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1913,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1914,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1915,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1916,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1917,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1918,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1919,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1920,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1922,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1923,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1925,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1926,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1927,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1928,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1929,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1930,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1931,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1932,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1933,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1934,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1936,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1937,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1938,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1939,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1940,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
1941,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1942,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1943,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1944,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1945,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1946,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1947,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1948,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1949,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1950,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1951,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1952,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1953,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1954,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1955,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1956,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1957,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1958,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1959,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1960,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1961,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1962,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1963,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1964,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1965,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1966,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1967,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1968,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1969,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1970,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1971,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1972,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1973,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1974,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1975,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1976,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1977,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1978,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1979,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1980,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1981,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1982,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1983,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1984,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1985,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1986,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1987,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1988,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1989,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1990,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1991,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1992,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1993,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1994,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1995,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1996,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1997,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1998,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1999,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2000,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2001,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2002,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2003,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2004,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2005,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2006,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2007,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
2008,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2009,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2010,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
2011,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2012,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2013,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2014,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2015,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2016,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2017,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2018,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2019,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2020,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2021,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2022,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2023,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2024,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2025,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2026,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2027,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2028,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2029,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2030,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2031,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2032,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
