Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
327,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
328,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
329,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
330,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
331,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
332,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
333,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
334,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
335,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
336,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
337,NULL,NULL,Water,Water,Water,Water,Water,Wetland
338,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
340,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
341,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
347,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
352,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
355,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
360,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
362,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
363,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
364,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
368,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
372,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
373,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
374,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
376,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
378,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
381,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
382,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
383,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
384,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
385,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
386,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
387,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
388,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
389,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
390,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
391,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
392,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
394,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
396,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
397,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
398,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
400,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
402,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
403,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
404,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
405,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
406,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
407,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
408,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
409,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
410,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
411,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
412,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
413,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
414,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
415,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
416,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
440,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
442,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
443,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
444,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
445,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
447,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
449,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
450,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
451,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
452,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
453,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
454,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
455,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
456,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
457,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
458,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
459,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
461,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
462,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
463,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
464,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
465,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
466,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
467,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
468,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
469,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
470,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
471,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
472,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
473,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
474,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
475,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
476,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
477,NULL,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
478,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
479,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
480,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
481,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
482,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
483,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
484,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
485,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
486,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
487,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
488,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
489,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
490,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
491,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
493,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
494,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
495,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
496,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
498,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
499,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
500,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
501,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
502,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
503,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
504,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
506,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
507,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
508,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
509,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
510,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
511,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
512,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
513,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
514,NULL,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
515,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
516,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
517,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
518,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
519,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
520,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
521,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
522,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
523,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
524,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
525,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
526,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
527,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
528,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
530,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
531,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
532,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
533,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
534,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
535,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
536,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
537,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
538,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
539,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
540,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
541,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
542,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
543,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
544,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
545,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
546,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
547,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
549,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
550,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
551,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
553,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
554,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
555,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
556,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
557,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
558,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
559,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
560,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
561,NULL,Wetland,Wetland,NULL,NULL,Wetland,Wetland,Wetland
562,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
563,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
564,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
565,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
566,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
567,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
568,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
569,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
570,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
571,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
572,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
573,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
574,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
575,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
576,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
577,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
578,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
579,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
580,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
581,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
582,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
583,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
584,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
585,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
586,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
587,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
588,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
589,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
590,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
591,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
592,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
593,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
594,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
595,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
596,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
597,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
598,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
599,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
600,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
601,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
602,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Water
603,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
604,NULL,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
605,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
606,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
607,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
608,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
609,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
610,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
611,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
612,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
613,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
614,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
615,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
616,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
617,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
618,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
619,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
620,NULL,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
621,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
622,NULL,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
623,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
624,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
625,NULL,Wetland,Water,Water,Water,NULL,Wetland,Wetland
626,NULL,Wetland,Water,Water,Water,NULL,Water,Wetland
627,NULL,Wetland,Water,Water,Water,NULL,Water,Water
628,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
629,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
630,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
631,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
632,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
633,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
634,NULL,Wetland,Water,Water,Water,Bareland,Water,Wetland
635,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
636,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
637,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
638,NULL,Wetland,Water,Water,Water,Water,Water,Water
639,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
640,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
641,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
643,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
644,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
645,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
646,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
647,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
648,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
649,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
650,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
651,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
652,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
653,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
654,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
655,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
656,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
657,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
658,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
659,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
660,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
661,NULL,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
662,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
