Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R
3795,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3796,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3797,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3798,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3799,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3800,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3801,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3802,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3803,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3804,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3805,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3806,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3807,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
3808,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3809,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3810,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3811,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3812,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3813,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3814,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3815,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3816,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3817,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
3818,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3819,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3820,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3821,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3822,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3823,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3824,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3825,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3826,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3827,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3828,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3829,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3830,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3831,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3832,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
3833,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3834,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3835,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3836,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3837,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3838,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3839,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
3840,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3841,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3842,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3843,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3844,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3845,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3846,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3847,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3848,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3849,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3850,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3851,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
3852,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3853,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3854,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
3855,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3856,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3857,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3858,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3859,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
3860,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
3861,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3862,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3863,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3864,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3865,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3866,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3867,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3868,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3869,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3870,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3871,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3872,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3873,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3874,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3875,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3876,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3877,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3878,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3879,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3880,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3881,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3882,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3883,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3884,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3885,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3886,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3887,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3888,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3889,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3890,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3891,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3892,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3893,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3894,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3895,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3896,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3897,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3898,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3899,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3900,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3901,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3902,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3903,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3904,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3905,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3906,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3907,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3908,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3909,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3910,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3911,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3912,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3913,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3914,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3915,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3916,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3917,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3918,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3919,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3920,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3921,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3922,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3923,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3924,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3925,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3926,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3927,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3928,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3929,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3930,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3931,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3932,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3933,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3934,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3935,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3936,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3937,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3938,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3939,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3940,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3941,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3942,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3943,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3944,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3945,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3946,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3947,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3948,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
3949,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3950,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3951,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3952,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3953,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3954,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3955,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3956,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3957,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3958,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3959,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3960,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3961,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3962,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3963,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3964,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3965,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3966,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3967,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3968,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3969,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3970,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3971,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3972,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3973,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3974,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3975,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3976,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3977,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3978,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3979,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3980,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3981,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3982,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3983,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3984,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3985,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3986,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3987,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3988,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3989,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3990,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3991,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3992,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3993,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3994,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3995,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3996,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3997,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3998,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3999,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4000,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4001,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4002,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4003,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4004,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4005,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4006,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4007,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4008,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4009,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4010,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4011,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4012,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4013,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4014,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4015,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4016,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4017,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4018,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4019,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4020,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4021,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4022,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4023,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4024,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4025,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4026,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4027,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4028,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4029,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4030,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4031,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
4032,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4033,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4034,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4035,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4036,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4037,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4038,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4039,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4040,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4041,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4042,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4043,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4044,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4045,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4046,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4047,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4048,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4049,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4050,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4051,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
4052,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4053,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4054,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4055,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4056,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4057,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4058,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4059,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4060,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4061,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4062,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4063,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4064,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4065,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4066,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4070,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4073,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4074,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4075,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4076,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4077,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4078,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4079,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4080,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4081,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4082,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
4083,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4084,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4085,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4086,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4087,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4088,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4089,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4090,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4091,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4092,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4093,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4094,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4095,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4096,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4097,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4098,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4099,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4100,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4101,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4102,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4103,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4104,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4105,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4106,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4107,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
