Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZJ_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
335,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
337,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
339,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
341,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
369,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
373,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
374,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
383,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
396,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
397,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
417,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
424,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
425,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
426,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
427,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
428,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
429,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
431,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
432,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
453,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
455,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
457,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
460,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
461,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
463,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
464,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
466,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
467,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
468,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
469,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
470,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
472,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
473,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
474,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
475,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
476,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
477,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
478,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
480,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
481,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
482,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
483,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
484,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
485,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
486,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
487,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
489,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
490,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
491,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
493,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
494,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
496,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
497,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
508,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
520,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
521,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
522,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
523,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
524,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
525,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
526,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
527,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
528,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
529,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
530,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
531,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
532,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
533,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
534,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
535,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
536,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
537,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
538,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
539,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
540,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
541,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
542,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
543,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
544,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
545,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
546,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
547,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
548,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
549,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
550,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
551,NULL,NULL,Water,Water,Water,Water,Wetland,Water
552,NULL,NULL,Water,Water,Water,Water,Water,Grassland
553,NULL,NULL,Water,Water,Water,Water,Water,Water
554,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
558,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
559,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
560,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
561,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
567,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
570,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
573,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
574,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
576,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
579,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
587,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
589,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
592,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
593,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
594,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
595,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
596,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
597,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
598,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
609,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
611,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
613,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
614,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
619,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
651,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
660,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
662,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
