Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R
1363,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1364,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1365,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Water
1366,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1367,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1368,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1369,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1370,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1372,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1373,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
1374,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1375,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1376,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Water
1377,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1378,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1379,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1380,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1381,Wetland,Water,Water,Water,NULL,NULL,NULL,Water
1382,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1383,Wetland,Water,Water,Water,Water,NULL,NULL,Cropland
1384,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1385,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1386,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1387,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1388,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1390,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1391,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1392,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1393,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1394,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1395,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1396,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1397,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1398,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1399,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1400,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1401,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1402,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1403,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1405,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1406,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1407,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1408,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1409,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1410,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1411,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1412,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1413,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1415,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1416,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1417,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1418,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1419,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1420,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1421,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1422,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1423,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1424,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1425,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1426,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1427,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1428,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1429,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1430,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1431,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1432,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1433,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1434,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1435,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1436,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1437,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1438,Wetland,Forest,Water,Water,NULL,NULL,NULL,Water
1439,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1440,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1441,Wetland,Forest,Water,Water,Water,NULL,NULL,Bareland
1442,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1443,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1444,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1445,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1446,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1447,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1448,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1449,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1450,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1451,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1454,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1455,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1456,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1457,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1458,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1459,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1460,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1461,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1462,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1463,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1464,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1465,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1466,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1469,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1470,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1471,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1472,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1473,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1474,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1475,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1476,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1477,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1478,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1479,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1480,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1481,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1482,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1483,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1484,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1485,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1486,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1487,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1488,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1489,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1490,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1491,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1493,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1495,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1496,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1504,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1505,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1506,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1508,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1509,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1510,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1511,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1512,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1513,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1514,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1515,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1516,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1518,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1519,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1522,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1523,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1524,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1525,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1526,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1527,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1528,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1529,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1530,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1531,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1532,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1534,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1535,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1536,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1537,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1538,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1539,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1540,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1542,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1543,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1544,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1545,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1547,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1548,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1549,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1550,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1551,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1552,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1554,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1555,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1556,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1557,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1558,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1559,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1560,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1562,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1563,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1564,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1565,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1566,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1567,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1568,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1569,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1570,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1571,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1572,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1573,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1575,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1576,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1577,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1578,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1580,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1583,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1584,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1585,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1586,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1587,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1588,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1589,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1590,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1591,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1592,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1594,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1595,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1597,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1598,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1601,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1603,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1605,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1606,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1607,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1608,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1609,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1610,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1611,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1612,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1614,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1615,Bareland,Built-up,Water,Water,Water,NULL,NULL,Wetland
1616,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1617,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1618,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1621,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1624,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1626,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1627,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1628,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1629,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1630,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1631,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1632,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1633,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1634,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1635,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1636,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1637,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1638,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1641,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1642,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1643,Bareland,Water,Water,Non_Water,NULL,NULL,NULL,Bareland
1644,Bareland,Water,Water,Water,NULL,NULL,NULL,Bareland
1645,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1646,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1647,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1648,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1649,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1650,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1652,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1654,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1655,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1656,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1660,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1661,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1662,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1664,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1666,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1667,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1668,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1670,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1672,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1673,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1674,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1675,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1676,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1677,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1678,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1679,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1680,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1681,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1682,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1684,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1685,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1686,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1687,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1688,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1690,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1691,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1692,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1693,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1694,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1695,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1696,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1697,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1698,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1699,Water,NULL,Wetland,Water,NULL,NULL,NULL,Water
1700,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1701,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
