Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
1063,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1064,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1065,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1066,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1067,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1068,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1069,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1070,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1071,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1072,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1073,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1074,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1075,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1076,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1077,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1078,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1079,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1080,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1081,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1082,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1083,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1084,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1085,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1086,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1087,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1088,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1089,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1090,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1091,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1092,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1093,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1094,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1095,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1096,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1097,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1098,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1099,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1100,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1101,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1102,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1103,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1104,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1105,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1106,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1107,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1108,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1109,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1110,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1111,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1112,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1113,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1114,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1115,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1116,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1117,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1118,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1119,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1120,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1121,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
1134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
1142,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1143,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1144,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1145,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1146,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1147,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1150,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1151,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1152,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1153,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1154,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1155,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1156,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1157,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1158,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1159,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1160,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1161,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1162,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1163,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1164,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1165,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1166,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1167,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1168,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1169,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1170,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1171,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1172,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1173,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1174,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1175,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1176,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1177,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1178,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1179,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1180,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1181,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1182,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1183,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1184,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1185,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1186,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1187,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1188,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1189,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1190,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1191,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1192,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1193,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1194,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1195,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1196,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1197,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1198,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1199,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1200,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1201,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1202,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1203,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1204,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1205,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1206,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1207,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1208,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1209,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1210,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1211,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1212,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1213,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1214,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1215,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1216,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1217,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1218,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1219,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1220,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1221,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1222,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1223,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1224,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1225,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1226,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1227,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1228,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1229,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1230,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1231,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1232,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1233,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1234,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1235,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1236,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1237,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1238,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1239,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1240,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1241,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1242,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1243,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1244,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1245,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1246,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1247,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1248,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1249,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1250,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1251,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1252,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1253,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1254,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1255,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1256,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1257,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1258,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1259,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1260,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1261,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1262,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1263,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1264,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1265,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1266,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1267,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1268,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1269,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1271,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1272,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1273,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1274,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1275,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1276,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1277,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1278,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1279,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1280,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1281,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1282,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1283,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1284,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1285,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1286,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1287,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1288,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1289,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1290,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1291,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1292,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1293,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1294,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1295,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1296,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1297,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1298,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1299,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1300,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1301,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1302,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
1303,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
1304,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1305,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
1306,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1307,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1308,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
1309,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Cropland
1310,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1311,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1312,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1313,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Cropland
1314,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
1315,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
1316,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Built-up
1317,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1318,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1319,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1320,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
1321,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1322,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1323,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1324,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1325,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1326,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1327,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1328,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1329,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1330,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1331,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1332,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1333,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1334,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1335,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1336,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1337,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1338,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1339,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1340,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1341,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1342,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1343,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1344,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1345,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1346,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1348,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1350,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1351,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1352,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1353,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1354,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1355,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1356,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1357,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1358,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1359,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1360,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1361,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1362,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1363,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1364,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1365,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1366,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1367,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1368,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1369,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1370,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1371,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1372,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1373,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
