Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPH_M_R
2809,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2810,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2811,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2812,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2813,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
2814,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2815,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2816,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2817,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2818,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2819,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2820,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2821,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2822,Cropland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2823,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2824,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2825,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2826,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2827,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2828,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2830,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2834,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2835,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2836,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2837,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2838,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2839,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2840,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2841,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2842,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2843,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2844,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2845,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2846,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2847,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2848,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2849,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2850,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2851,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2852,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2853,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2854,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2855,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2856,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2857,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2858,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2859,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2865,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2866,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2871,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2872,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2873,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2874,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2875,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2876,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2877,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2878,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2879,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2880,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2881,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2882,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2883,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2884,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2885,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2886,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2887,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2888,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2889,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2890,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2891,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2892,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2893,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2894,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2895,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2896,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2897,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2898,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2899,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2900,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2901,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2902,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2903,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2904,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2905,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2906,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2907,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2908,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2909,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2910,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2911,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2912,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2913,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2914,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2915,Cropland,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
2916,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2917,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2918,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2919,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2920,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2921,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2922,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2925,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2926,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2927,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2928,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2929,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2930,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2931,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2932,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2933,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2934,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2935,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2936,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2937,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2938,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2939,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2940,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2941,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2942,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2943,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2944,Cropland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
2945,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2946,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2947,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2948,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2949,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2950,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2951,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2952,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2953,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2954,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2955,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2956,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2957,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2958,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2959,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2960,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2961,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2962,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2963,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2964,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2965,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2966,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2967,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2968,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2969,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2970,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2971,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2972,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2973,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2974,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2975,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2976,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2977,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2978,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2979,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2980,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2981,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2982,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2983,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2984,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2985,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2986,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2987,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2988,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2989,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2990,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2991,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2992,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2994,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2995,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2996,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2997,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2998,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2999,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3000,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3001,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3002,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3003,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3004,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3005,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3006,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3007,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3008,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3009,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3010,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3011,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3012,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3013,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3014,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3015,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3016,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3017,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3018,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3019,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3020,Cropland,Water,Water,Water,Water,Water,Wetland,Water
3021,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3022,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3023,Cropland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3024,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3025,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3026,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3027,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3028,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3029,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3030,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3031,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3032,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3033,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3034,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3035,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3036,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3037,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3038,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3039,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3040,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3041,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3042,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3043,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3044,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3045,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3046,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3047,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3048,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3049,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3050,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3051,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3052,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3053,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3054,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3055,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3056,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3057,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3058,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3059,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3060,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3061,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3062,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3063,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3064,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3065,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3066,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3067,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3068,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3069,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3070,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3071,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3072,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3073,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3074,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3075,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3076,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3077,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3078,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3079,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3080,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3081,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3082,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3083,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3084,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3085,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3086,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3087,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
3088,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
3089,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3090,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3091,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3092,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3093,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3094,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3095,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3096,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3097,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3098,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3099,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3100,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3101,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3102,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3103,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
3104,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3105,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3106,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
3107,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3108,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3109,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3110,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3111,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3112,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3113,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3114,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3115,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
