Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R
3401,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3402,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3403,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3404,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3405,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3406,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3407,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3408,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3409,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3410,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3411,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3412,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3413,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3414,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3415,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3416,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3417,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3418,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3419,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3420,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3421,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3422,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3423,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3424,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3425,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3426,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3427,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3428,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3429,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3430,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3431,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3432,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3433,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3434,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3435,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3436,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
3437,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
3438,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3439,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3440,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3441,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3442,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3443,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3444,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3445,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3446,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3447,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3448,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3449,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
3450,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3451,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3452,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3453,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3454,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3455,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3456,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3457,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3458,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3459,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3460,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3461,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3462,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3463,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3464,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3465,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3466,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3467,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3468,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3469,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3470,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3471,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3472,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3473,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3474,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3475,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3476,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
3477,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3478,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3479,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3480,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3481,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3482,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3483,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3484,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3485,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3486,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3487,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3488,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3489,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3490,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3491,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3492,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3493,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3494,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3495,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3496,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3497,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3498,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3499,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3500,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3501,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3502,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3503,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3504,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3505,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3506,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3507,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3508,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
3509,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3510,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
3511,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3512,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3513,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3514,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
3515,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3516,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3517,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3518,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3519,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3520,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
3521,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3522,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3523,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3524,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3525,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3526,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3527,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3528,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3529,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3530,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3531,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3532,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3533,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
3534,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
3535,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
3536,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Water
3537,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
3538,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3539,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3540,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3541,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
3542,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
3543,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
3544,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
3545,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
3546,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Water
3547,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3548,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
3549,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
3550,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3551,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3552,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3553,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,NULL
3554,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3555,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3556,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
3557,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3558,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3559,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3560,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3561,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3562,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3563,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
3564,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3565,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3566,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3567,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3568,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3569,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3570,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3571,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3572,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3573,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3574,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3575,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3576,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3577,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3578,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3579,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3580,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3581,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3582,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
3583,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3584,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3585,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3586,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3587,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3588,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3589,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3590,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3591,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3592,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3593,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3594,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3595,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3596,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3597,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3598,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3599,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3600,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3601,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
3602,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3603,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
3604,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
3605,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3606,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3607,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3608,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3609,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3610,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3611,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3612,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3613,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3614,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3615,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3616,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3617,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3618,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3619,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3620,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3621,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3622,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3623,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3624,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3625,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3626,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3627,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3628,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3629,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3630,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3631,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3632,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3633,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3634,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3635,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3636,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3637,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3638,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3639,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
3640,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3641,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3642,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
3643,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3644,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
3645,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
3646,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
3647,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3648,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3649,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3650,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3651,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3652,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3653,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3654,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3655,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3656,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3657,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3658,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3659,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
3660,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3661,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3662,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3663,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3664,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3665,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3666,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3667,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3668,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3669,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3670,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3671,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3672,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3673,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3674,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3675,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3676,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3677,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3678,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3679,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
3680,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3681,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3682,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3683,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3684,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3685,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3686,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3687,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3688,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3689,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3690,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3691,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3692,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3693,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3694,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3695,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3696,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3697,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3698,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3699,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3700,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3701,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3702,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3703,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3704,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3705,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3706,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3707,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3708,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3709,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3710,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3711,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3712,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3713,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3714,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3715,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
