Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTB_M_R
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Built-up
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Water
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Wetland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
613,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
615,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
616,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
617,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
618,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
620,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
621,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
622,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
623,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
625,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
626,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
627,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
628,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Wetland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
645,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
649,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
650,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
653,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
654,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
656,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
657,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
658,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
659,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
660,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
661,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
662,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
