Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQF_M_R
332,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
333,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
336,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
339,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
342,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
343,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
347,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
351,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
352,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
353,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
354,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
355,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
356,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
357,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
358,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
359,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
360,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
361,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
362,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
363,NULL,NULL,Water,NULL,Water,Water,NULL,Wetland
364,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
365,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
366,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
367,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
368,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
369,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
370,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
371,NULL,NULL,Water,NULL,Water,Water,Water,Water
372,NULL,NULL,Water,NULL,Water,Water,Water,Forest
373,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
374,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
375,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
376,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
377,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
378,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
379,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
380,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
381,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
382,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
383,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
384,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
385,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
386,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
387,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
388,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
389,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
390,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
391,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
392,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
393,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
394,NULL,NULL,Water,Water,Water,Water,Wetland,Water
395,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
396,NULL,NULL,Water,Water,Water,Water,Water,Grassland
397,NULL,NULL,Water,Water,Water,Water,Water,Wetland
398,NULL,NULL,Water,Water,Water,Water,Water,Bareland
399,NULL,NULL,Water,Water,Water,Water,Water,Water
400,NULL,NULL,Water,Water,Water,Water,Water,Forest
401,NULL,NULL,Water,Water,Water,Water,Forest,Water
402,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
449,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
454,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
463,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
464,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
465,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
466,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
472,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
476,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
477,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
479,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
499,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
501,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
503,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
504,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
508,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
510,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
511,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
512,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
513,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
514,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
515,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
516,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
517,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
518,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
519,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
520,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
521,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
522,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
523,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
524,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
526,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
527,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
528,NULL,Cropland,Water,NULL,Water,Wetland,Water,Wetland
529,NULL,Cropland,Water,NULL,Water,Water,Wetland,Wetland
530,NULL,Cropland,Water,NULL,Water,Water,Wetland,Forest
531,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
532,NULL,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
533,NULL,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
534,NULL,Cropland,Water,Water,Water,Water,Wetland,Wetland
535,NULL,Cropland,Water,Water,Water,Water,Water,Wetland
536,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
537,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
539,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
540,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
541,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
542,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
543,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
544,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
546,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
548,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
550,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
551,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
552,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
554,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
555,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
556,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
557,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
558,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
559,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
560,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
561,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
563,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
564,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
565,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
566,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
567,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
568,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
569,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
570,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
571,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
572,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
573,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
574,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
575,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
576,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
577,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
578,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
579,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
580,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
581,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
582,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
583,NULL,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
584,NULL,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
585,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
586,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
587,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
588,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
589,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
590,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
591,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
592,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
593,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
594,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
595,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
596,NULL,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
597,NULL,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
598,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
599,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
600,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
601,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
602,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
603,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
604,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
605,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
606,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
607,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
608,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
609,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
610,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
611,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
612,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
613,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
614,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
615,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
617,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
618,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
619,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
620,NULL,Wetland,Water,NULL,Water,Water,NULL,Wetland
621,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
622,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
623,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
624,NULL,Wetland,Water,NULL,Water,Water,Water,Water
625,NULL,Wetland,Water,NULL,Water,Water,Water,Forest
626,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
627,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
628,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
629,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
630,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
631,NULL,Wetland,Water,Water,Water,Bareland,Water,Grassland
632,NULL,Wetland,Water,Water,Water,Water,NULL,Wetland
633,NULL,Wetland,Water,Water,Water,Water,NULL,Forest
634,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
635,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
636,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
637,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
638,NULL,Wetland,Water,Water,Water,Water,Water,Water
639,NULL,Wetland,Water,Water,Water,Water,Water,Forest
640,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
641,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
642,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
643,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
646,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
648,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
649,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
650,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
651,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
653,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
654,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
655,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
656,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
657,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
658,NULL,Bareland,Water,NULL,Water,Grassland,Water,Forest
659,NULL,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
660,NULL,Bareland,Water,Water,Water,Water,Water,Water
661,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
662,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
663,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
664,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
665,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
666,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
667,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
668,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
669,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
670,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
671,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
672,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
673,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
674,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
675,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
