Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZA_M_R
1880,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1881,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1882,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1883,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1884,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1885,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1886,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
1887,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1888,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
1889,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1890,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1891,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1892,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1893,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
1894,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1895,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1896,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
1897,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
1898,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
1899,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1900,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1901,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1902,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1903,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1904,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1905,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1906,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1907,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1908,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
1909,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
1910,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1911,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1912,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1913,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1914,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1915,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1916,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1917,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1918,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1919,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1920,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1921,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1922,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1923,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1924,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1925,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
1926,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1927,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1928,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1929,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1930,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1931,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1932,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1933,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1934,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1935,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1936,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1937,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1938,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1939,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1940,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1941,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1942,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1943,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1944,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1945,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1946,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1947,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1948,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1949,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1950,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1951,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1952,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1953,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1954,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
1955,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1956,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1957,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1958,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1959,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1960,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1961,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1962,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1963,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1964,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1965,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1966,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1967,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1968,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1969,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1970,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Water
1971,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1972,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1973,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
1974,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1975,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1976,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1977,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1978,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1979,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1980,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1981,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1982,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1983,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1984,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1985,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
1986,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
1987,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1988,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1989,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1990,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1991,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1992,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1993,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1994,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1995,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1996,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1997,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1998,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1999,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2000,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2001,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
2002,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2003,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
2004,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2005,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2006,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2007,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2008,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2009,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2010,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2011,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2012,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
2013,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2014,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2015,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2016,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2017,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2018,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
2019,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2020,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
2021,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2022,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2023,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2024,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2025,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2026,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2027,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
2028,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2029,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2030,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2031,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2032,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2033,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
2034,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2035,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
2036,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2037,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2038,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2039,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2040,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2041,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
2042,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2043,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2044,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
2045,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2046,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2047,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2048,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2049,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2050,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2051,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2052,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2053,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2054,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
2055,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
2056,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2057,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2058,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2059,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
2060,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2061,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2062,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2063,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2064,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2065,Forest,Water,Water,NULL,Water,NULL,Water,Water
2066,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2067,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2068,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2069,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
2070,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
2071,Forest,Water,Water,NULL,Water,Water,NULL,Water
2072,Forest,Water,Water,NULL,Water,Water,NULL,Forest
2073,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2074,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2075,Forest,Water,Water,NULL,Water,Water,Water,Water
2076,Forest,Water,Water,NULL,Water,Water,Water,Forest
2077,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2078,Forest,Water,Water,NULL,Water,Water,Forest,Water
2079,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2080,Forest,Water,Water,NULL,Water,Forest,NULL,Water
2081,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
2082,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2083,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2084,Forest,Water,Water,NULL,Water,Forest,Water,Water
2085,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2086,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2087,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2088,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2089,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2090,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2091,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2092,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2093,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2094,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2095,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Water
2096,Forest,Water,Water,Non_Water,Water,Water,NULL,Grassland
2097,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
2098,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
2099,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2100,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2101,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2102,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2103,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2104,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
2105,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2106,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2107,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
2108,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
2109,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2110,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2111,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
2112,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2113,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2114,Forest,Water,Water,Water,Water,NULL,NULL,Water
2115,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2116,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2117,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2118,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2119,Forest,Water,Water,Water,Water,NULL,Water,Water
2120,Forest,Water,Water,Water,Water,NULL,Water,Forest
2121,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2122,Forest,Water,Water,Water,Water,Bareland,NULL,Water
2123,Forest,Water,Water,Water,Water,Bareland,Water,Water
2124,Forest,Water,Water,Water,Water,Bareland,Forest,Water
2125,Forest,Water,Water,Water,Water,Water,NULL,Grassland
2126,Forest,Water,Water,Water,Water,Water,NULL,Water
2127,Forest,Water,Water,Water,Water,Water,NULL,Forest
2128,Forest,Water,Water,Water,Water,Water,Wetland,Water
2129,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2130,Forest,Water,Water,Water,Water,Water,Built-up,Grassland
2131,Forest,Water,Water,Water,Water,Water,Water,Grassland
2132,Forest,Water,Water,Water,Water,Water,Water,Water
2133,Forest,Water,Water,Water,Water,Water,Water,Forest
2134,Forest,Water,Water,Water,Water,Water,Forest,Water
2135,Forest,Water,Water,Water,Water,Water,Forest,Forest
2136,Forest,Water,Water,Water,Water,Forest,NULL,Water
2137,Forest,Water,Water,Water,Water,Forest,NULL,Forest
2138,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2139,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2140,Forest,Water,Water,Water,Water,Forest,Water,Grassland
2141,Forest,Water,Water,Water,Water,Forest,Water,Water
2142,Forest,Water,Water,Water,Water,Forest,Water,Forest
2143,Forest,Water,Water,Water,Water,Forest,Forest,Water
2144,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2145,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2146,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2147,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2148,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2149,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2150,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2151,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2152,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2153,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2154,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2155,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2156,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2157,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2158,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2159,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2160,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2161,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2162,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2163,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2164,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2165,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
2166,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2167,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2168,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2169,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2170,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2171,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2172,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2173,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2174,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2175,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2176,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2177,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2178,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2179,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2180,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
2181,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2182,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2183,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2184,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2185,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2186,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2187,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2188,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2189,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2190,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2191,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2192,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
2193,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2194,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2195,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2196,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2197,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2198,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2199,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2200,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2201,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
2202,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
2203,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2204,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2205,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2206,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2207,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2208,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2209,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2210,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2211,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2212,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2213,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2214,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
2215,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2218,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2219,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2220,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2221,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2222,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2223,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2224,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2225,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2226,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2227,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2228,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2229,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2230,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2231,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2232,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2233,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
2234,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
2235,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2236,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2237,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2238,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
2239,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2240,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2241,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2242,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2243,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2244,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
2245,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2246,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2247,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2248,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2249,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2250,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
