Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUA_M_R
7577,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
7578,Grassland,Water,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
7579,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7580,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7581,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7582,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7583,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7584,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7585,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7586,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7587,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7588,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7589,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7590,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7591,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7592,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7593,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7594,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7595,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7596,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7597,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7598,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7599,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7600,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
7601,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
7602,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
7603,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
7604,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
7605,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
7606,Grassland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7607,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7608,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
7609,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
7610,Grassland,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7611,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7612,Grassland,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
7613,Grassland,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
7614,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
7615,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7616,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
7617,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7618,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7619,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
7620,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
7621,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
7622,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7623,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7624,Grassland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
7625,Grassland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7626,Grassland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7627,Grassland,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
7628,Grassland,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
7629,Grassland,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
7630,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7631,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7632,Grassland,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
7633,Grassland,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
7634,Grassland,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7635,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
7636,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7637,Grassland,Water,Wetland,Water,Wetland,Forest,NULL,Water
7638,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7639,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7640,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
7641,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7642,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7643,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7644,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
7645,Grassland,Water,Water,Non_Water,Water,Water,Water,Grassland
7646,Grassland,Water,Water,Water,Water,NULL,Shrubland,Grassland
7647,Grassland,Water,Water,Water,Water,NULL,Shrubland,Wetland
7648,Grassland,Water,Water,Water,Water,NULL,Forest,Grassland
7649,Grassland,Water,Water,Water,Water,NULL,Forest,Wetland
7650,Grassland,Water,Water,Water,Water,NULL,Forest,Water
7651,Grassland,Water,Water,Water,Water,Shrubland,Shrubland,Forest
7652,Grassland,Water,Water,Water,Water,Shrubland,Water,Water
7653,Grassland,Water,Water,Water,Water,Water,Shrubland,Grassland
7654,Grassland,Water,Water,Water,Water,Water,Shrubland,Wetland
7655,Grassland,Water,Water,Water,Water,Water,Shrubland,Forest
7656,Grassland,Water,Water,Water,Water,Water,Water,Grassland
7657,Grassland,Water,Water,Water,Water,Water,Water,Water
7658,Grassland,Water,Water,Water,Water,Water,Water,Forest
7659,Grassland,Water,Water,Water,Water,Water,Forest,Water
7660,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7661,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7662,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7663,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7664,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
7665,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7666,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7667,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7668,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
7669,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7670,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7671,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7672,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7673,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7674,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7675,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7676,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
7677,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7678,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7679,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7680,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7681,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7682,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7683,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7684,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7685,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
7686,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7687,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
7688,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7689,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7690,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7691,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7692,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7693,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7694,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
7695,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7696,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7697,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7698,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
7699,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7700,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
7701,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
7702,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7703,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7704,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
7705,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7706,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7707,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7708,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
7709,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7710,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7711,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7712,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7713,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7714,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7715,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7716,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7717,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7718,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
7719,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
7720,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7721,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
7722,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
7723,Grassland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
7724,Grassland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
7725,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
7726,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
7727,Grassland,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
7728,Grassland,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
7729,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7730,Grassland,Water,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
7731,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7732,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7733,Grassland,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
7734,Grassland,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
7735,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7736,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7737,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7738,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7739,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7740,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7741,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7742,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7743,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7744,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7745,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7746,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7747,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7748,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7749,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7750,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7751,Grassland,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7752,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7753,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
7754,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7755,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7756,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7757,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7758,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7759,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7760,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7761,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7762,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7763,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7764,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7765,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7766,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7767,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7768,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7769,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
7770,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
7771,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7772,Grassland,Forest,NULL,Water,Non_Wetland,Water,NULL,Grassland
7773,Grassland,Forest,NULL,Water,Non_Wetland,Forest,NULL,Grassland
7774,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7775,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7776,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7777,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7778,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7779,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7780,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7781,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7782,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7783,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7784,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7785,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7786,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7787,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7788,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7789,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7790,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7791,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7792,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7793,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7794,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7795,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7796,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7797,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7798,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7799,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7800,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7801,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
7802,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7803,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7804,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7805,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7806,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7807,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7808,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7809,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7810,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7811,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7812,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7813,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7814,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
7815,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
7816,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7817,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7818,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7819,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7820,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7821,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7822,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7823,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7824,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7825,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7826,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7827,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7828,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7829,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7830,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7831,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
7832,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
7833,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7834,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
7835,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7836,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7837,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7838,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7839,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7840,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
7841,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7842,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7843,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7844,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7845,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
7846,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7847,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7848,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
7849,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
7850,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7851,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7852,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7853,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7854,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7855,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7856,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7857,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7858,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7859,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7860,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7861,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7862,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7863,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7864,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7865,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7866,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,NULL
7867,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
7868,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7869,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
7870,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
7871,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
7872,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7873,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7874,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7875,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7876,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7877,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
7878,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
7879,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Shrubland,Wetland
7880,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
7881,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
7882,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Wetland
7883,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Water
7884,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
