Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGF_M_R
2180,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
2181,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
2182,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2183,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2184,NULL,Cropland,Water,NULL,Water,NULL,Shrubland,Grassland
2185,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
2186,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Cropland
2187,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
2188,NULL,Cropland,Water,NULL,Water,NULL,Bareland,Bareland
2189,NULL,Cropland,Water,NULL,Water,NULL,Water,Grassland
2190,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
2191,NULL,Cropland,Water,NULL,Water,Shrubland,Wetland,Forest
2192,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2193,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2194,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
2195,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
2196,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
2197,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
2198,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
2199,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2200,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
2201,NULL,Cropland,Water,NULL,Water,Water,Grassland,Water
2202,NULL,Cropland,Water,NULL,Water,Water,Forest,Water
2203,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2204,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
2205,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2206,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
2207,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
2208,NULL,Cropland,Water,Water,Water,NULL,Grassland,Grassland
2209,NULL,Cropland,Water,Water,Water,NULL,Grassland,Water
2210,NULL,Cropland,Water,Water,Water,NULL,Water,Grassland
2211,NULL,Cropland,Water,Water,Water,NULL,Water,Bareland
2212,NULL,Cropland,Water,Water,Water,Shrubland,Shrubland,Water
2213,NULL,Cropland,Water,Water,Water,Grassland,NULL,Grassland
2214,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2215,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2216,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2217,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2218,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2219,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2220,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2221,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2222,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2223,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2224,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2225,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2226,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2227,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2228,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2229,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2230,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2231,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2232,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2233,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2234,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2235,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2236,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2237,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2238,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2239,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
2240,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
2241,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2242,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2243,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2244,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2245,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2246,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2247,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2248,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2249,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2250,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2251,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2252,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2253,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2254,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2255,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2256,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2257,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2258,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2259,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2260,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
2261,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2262,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2263,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2264,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2265,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2266,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2267,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2268,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2269,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2270,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2271,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2272,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2273,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2274,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2275,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2276,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2277,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2278,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2279,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2280,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2281,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2282,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2283,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2284,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2285,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2286,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2287,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2288,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2289,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2290,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2291,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2292,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2293,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2294,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2295,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2296,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2297,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2298,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2299,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2300,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2301,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2302,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2303,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2304,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2305,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2306,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2307,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2308,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2309,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2310,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2311,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
2312,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2313,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2314,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2315,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2316,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2317,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2318,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2319,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2320,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2321,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2322,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2323,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2324,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2325,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2326,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2327,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2328,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2329,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2330,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2331,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2332,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2333,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2334,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2335,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2336,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
2337,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
2338,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
2339,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
2340,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2341,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2342,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2343,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2344,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2345,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2346,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2347,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2348,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2349,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2350,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2351,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2352,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2353,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2354,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2355,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2356,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2357,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2358,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2359,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2360,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2361,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2362,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2363,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2364,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2365,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2366,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2367,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2368,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2369,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2370,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2371,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2372,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2373,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2374,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2375,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2376,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2377,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2378,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2379,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2380,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2381,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2382,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2383,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2384,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2385,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2386,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2387,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2388,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2389,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2390,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2391,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2392,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2393,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2394,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2395,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2396,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2397,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2398,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2399,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Water
2400,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2401,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2402,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2403,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2404,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
2405,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2406,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2407,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
2408,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2409,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2410,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2411,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
2412,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2413,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2414,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2415,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2416,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2417,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2418,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2419,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2420,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2421,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2422,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2423,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2424,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2425,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2426,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2427,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2428,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2429,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2430,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2431,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2432,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2433,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2434,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2435,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2436,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2437,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2438,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2439,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2440,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2441,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2442,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2443,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2444,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2445,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2446,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2447,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2448,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2449,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2450,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2451,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
2452,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2453,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2454,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2455,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2456,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2457,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2458,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2459,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2460,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2461,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2462,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2463,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2464,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2465,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2466,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2467,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2468,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2469,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2470,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2471,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2472,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
2473,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2474,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
2475,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2476,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2477,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2478,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2479,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
2480,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2481,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2482,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2483,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2484,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2485,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2486,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2487,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2488,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2489,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2490,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2491,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2492,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2493,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2494,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2495,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2496,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2497,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2498,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2499,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
2500,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
2501,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
2502,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2503,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2504,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2505,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
2506,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2507,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2508,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
