Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVT_M_R
1776,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1777,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1778,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1779,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1780,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1781,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1782,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
1783,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland
1784,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1785,Forest,Built-up,Wetland,NULL,Wetland,Forest
1786,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1787,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland
1788,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1789,Forest,Built-up,Wetland,Water,Wetland,Grassland
1790,Forest,Built-up,Wetland,Water,Wetland,Forest
1791,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1792,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1793,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1794,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1795,Forest,Built-up,Water,Non_Water,Water,Bareland
1796,Forest,Built-up,Water,Water,Water,Bareland
1797,Forest,Built-up,Water,Water,Water,Forest
1798,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1799,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1800,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1801,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1802,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1803,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1804,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1805,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1806,Forest,Water,NULL,NULL,Non_Wetland,Water
1807,Forest,Water,NULL,NULL,Non_Wetland,Forest
1808,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1809,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1810,Forest,Water,NULL,Water,Non_Wetland,Grassland
1811,Forest,Water,NULL,Water,Non_Wetland,Forest
1812,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1813,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1814,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1815,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1816,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1817,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1818,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1819,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1820,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1821,Forest,Water,Shrubland,Water,Non_Wetland,Water
1822,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1823,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1824,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1825,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1826,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1827,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1828,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1829,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1830,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1831,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1832,Forest,Water,Grassland,Water,Non_Wetland,Water
1833,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1834,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1835,Forest,Water,Cropland,NULL,Non_Wetland,Water
1836,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1837,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1838,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1839,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1840,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1841,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1842,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1843,Forest,Water,Cropland,Water,Non_Wetland,Water
1844,Forest,Water,Cropland,Water,Non_Wetland,Forest
1845,Forest,Water,Wetland,NULL,Wetland,Grassland
1846,Forest,Water,Wetland,NULL,Wetland,Wetland
1847,Forest,Water,Wetland,NULL,Wetland,Bareland
1848,Forest,Water,Wetland,NULL,Wetland,Water
1849,Forest,Water,Wetland,NULL,Wetland,Forest
1850,Forest,Water,Wetland,Non_Water,Wetland,NULL
1851,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1852,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1853,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1854,Forest,Water,Wetland,Non_Water,Wetland,Water
1855,Forest,Water,Wetland,Non_Water,Wetland,Forest
1856,Forest,Water,Wetland,Water,Wetland,Grassland
1857,Forest,Water,Wetland,Water,Wetland,Wetland
1858,Forest,Water,Wetland,Water,Wetland,Bareland
1859,Forest,Water,Wetland,Water,Wetland,Water
1860,Forest,Water,Wetland,Water,Wetland,Forest
1861,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1862,Forest,Water,Bareland,NULL,Non_Wetland,Water
1863,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1864,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1865,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1866,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1867,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1868,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1869,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1870,Forest,Water,Bareland,Water,Non_Wetland,Water
1871,Forest,Water,Bareland,Water,Non_Wetland,Forest
1872,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1873,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1874,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1875,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1876,Forest,Water,Water,NULL,Water,Grassland
1877,Forest,Water,Water,NULL,Water,Bareland
1878,Forest,Water,Water,NULL,Water,Water
1879,Forest,Water,Water,NULL,Water,Forest
1880,Forest,Water,Water,Non_Water,Water,Grassland
1881,Forest,Water,Water,Non_Water,Water,Wetland
1882,Forest,Water,Water,Non_Water,Water,Water
1883,Forest,Water,Water,Non_Water,Water,Forest
1884,Forest,Water,Water,Water,Water,Grassland
1885,Forest,Water,Water,Water,Water,Wetland
1886,Forest,Water,Water,Water,Water,Bareland
1887,Forest,Water,Water,Water,Water,Water
1888,Forest,Water,Water,Water,Water,Forest
1889,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1890,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1891,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1892,Forest,Water,Forest,NULL,Non_Wetland,Water
1893,Forest,Water,Forest,NULL,Non_Wetland,Forest
1894,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1895,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1896,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1897,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1898,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1899,Forest,Water,Forest,Water,Non_Wetland,Grassland
1900,Forest,Water,Forest,Water,Non_Wetland,Wetland
1901,Forest,Water,Forest,Water,Non_Wetland,Water
1902,Forest,Water,Forest,Water,Non_Wetland,Forest
1903,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1904,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1905,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1906,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1907,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1908,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1909,Forest,Forest,NULL,Water,Non_Wetland,Water
1910,Forest,Forest,NULL,Water,Non_Wetland,Forest
1911,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1912,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1913,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1914,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1915,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1916,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1917,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1918,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1919,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1920,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1921,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1922,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1923,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1924,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1925,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1927,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1928,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1929,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1930,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1931,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1932,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1933,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1934,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1935,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1936,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1937,Forest,Forest,Grassland,Water,Non_Wetland,Water
1938,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1939,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1940,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1941,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1942,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1943,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1944,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1945,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1946,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1947,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1950,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1951,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1952,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1953,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1954,Forest,Forest,Cropland,Water,Non_Wetland,Water
1955,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1956,Forest,Forest,Wetland,NULL,Wetland,NULL
1957,Forest,Forest,Wetland,NULL,Wetland,Grassland
1958,Forest,Forest,Wetland,NULL,Wetland,Wetland
1959,Forest,Forest,Wetland,NULL,Wetland,Bareland
1960,Forest,Forest,Wetland,NULL,Wetland,Built-up
1961,Forest,Forest,Wetland,NULL,Wetland,Water
1962,Forest,Forest,Wetland,NULL,Wetland,Forest
1963,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1964,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1965,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1966,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1967,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1968,Forest,Forest,Wetland,Non_Water,Wetland,Water
1969,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1970,Forest,Forest,Wetland,Water,Wetland,Grassland
1971,Forest,Forest,Wetland,Water,Wetland,Cropland
1972,Forest,Forest,Wetland,Water,Wetland,Wetland
1973,Forest,Forest,Wetland,Water,Wetland,Bareland
1974,Forest,Forest,Wetland,Water,Wetland,Water
1975,Forest,Forest,Wetland,Water,Wetland,Forest
1976,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1977,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1978,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1979,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1980,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1981,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1982,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1983,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1984,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1985,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1986,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1987,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1988,Forest,Forest,Bareland,Water,Non_Wetland,Water
1989,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1990,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1991,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1992,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1993,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1994,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1995,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1996,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1997,Forest,Forest,Built-up,Water,Non_Wetland,Water
1998,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1999,Forest,Forest,Water,NULL,Water,Grassland
2000,Forest,Forest,Water,NULL,Water,Wetland
2001,Forest,Forest,Water,NULL,Water,Water
2002,Forest,Forest,Water,NULL,Water,Forest
2003,Forest,Forest,Water,Non_Water,Water,Grassland
2004,Forest,Forest,Water,Non_Water,Water,Wetland
2005,Forest,Forest,Water,Non_Water,Water,Bareland
2006,Forest,Forest,Water,Non_Water,Water,Water
2007,Forest,Forest,Water,Non_Water,Water,Forest
2008,Forest,Forest,Water,Water,Water,Grassland
2009,Forest,Forest,Water,Water,Water,Wetland
2010,Forest,Forest,Water,Water,Water,Bareland
2011,Forest,Forest,Water,Water,Water,Water
2012,Forest,Forest,Water,Water,Water,Forest
2013,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2014,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2015,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2016,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2017,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2018,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2019,Forest,Forest,Forest,NULL,Non_Wetland,Water
2020,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2021,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2022,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2023,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2024,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2025,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2026,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2027,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2028,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2029,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2030,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2031,Forest,Forest,Forest,Water,Non_Wetland,Water
2032,Forest,Forest,Forest,Water,Non_Wetland,Forest
