Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQR_M_R
9404,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9405,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9406,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9407,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9408,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9409,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9410,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9411,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9412,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9413,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9414,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9415,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9416,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9417,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9418,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9419,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9420,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9421,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
9422,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9423,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9424,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
9425,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9426,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
9427,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9428,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9429,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9430,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
9431,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9432,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9433,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9434,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
9435,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9436,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9437,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9438,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9439,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9440,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9441,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
9442,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9443,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9444,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9445,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9446,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9447,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9448,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9449,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9450,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9451,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9452,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9453,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
9454,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
9455,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9456,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
9457,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9458,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
9459,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9460,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9461,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9462,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9463,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9464,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9465,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
9466,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9467,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9468,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9469,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9470,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9471,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9472,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
9473,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9474,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9475,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9476,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9477,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
9478,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9479,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9480,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9481,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9482,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9483,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9484,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9485,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9486,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9487,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9488,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9489,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9490,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9491,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9492,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9493,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
9494,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9495,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
9496,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9497,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
9498,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9499,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9500,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
9501,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
9502,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9503,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9504,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
9505,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
9506,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
9507,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
9508,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9509,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,NULL
9510,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
9511,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
9512,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9513,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
9514,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
9515,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Cropland
9516,Cropland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
9517,Cropland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
9518,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9519,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9520,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9523,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9524,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9525,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9526,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9527,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9528,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
9529,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9530,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9531,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9534,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9542,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9543,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9544,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9545,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9546,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9554,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
9567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
9575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
9576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
9582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
9585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
9590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9628,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9631,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9632,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9633,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9634,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9635,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
9636,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
9637,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9638,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9639,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9640,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9641,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9642,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9643,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9644,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9645,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
9646,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9647,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
9648,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9649,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9651,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9653,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9654,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9655,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9656,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
9657,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9658,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
9659,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
9660,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
9661,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9662,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9663,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9664,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9665,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
9666,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
9667,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9668,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
9669,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9670,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9671,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
9672,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9673,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9674,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9675,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9676,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9677,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9678,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9679,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9680,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9681,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9682,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9683,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9684,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
9685,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9686,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9687,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9688,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9689,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9690,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9691,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9692,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9693,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9694,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9695,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9696,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9697,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9698,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9699,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9700,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9701,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9702,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9703,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9704,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9705,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9706,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9707,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9708,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9709,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9710,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9711,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9712,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9713,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9714,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9715,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9716,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9717,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
