Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
324,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
358,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
374,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
405,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
412,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
426,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
432,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
463,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
465,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
466,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
468,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
469,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
470,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
472,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
474,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
476,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
478,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
479,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
480,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
482,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
483,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
484,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
486,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
487,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
488,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
489,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
490,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
492,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
496,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
497,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
498,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
499,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
500,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
502,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
503,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
504,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
505,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
507,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
508,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
510,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
514,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
515,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
516,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
517,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
518,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
519,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
522,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
527,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
528,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
529,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
530,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
531,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
532,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
533,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
534,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
535,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
536,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
537,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
538,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
539,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
540,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
541,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
542,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
543,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
544,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
545,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
547,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
548,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
550,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
551,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
552,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
553,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
554,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
555,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
556,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
557,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
559,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
560,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
561,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
563,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
565,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Forest
566,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
567,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
568,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
570,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
572,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
574,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
575,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
576,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
577,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
578,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
580,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
582,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
583,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
584,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
585,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
587,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
588,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
589,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
590,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
592,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
594,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
595,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
597,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
600,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
601,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
604,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
606,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
607,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
608,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
610,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
611,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
612,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
614,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
615,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
616,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
619,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
621,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
622,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
625,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
626,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
627,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
630,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
