Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R
4375,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4376,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4377,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4378,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
4379,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4380,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4381,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4382,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4383,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4384,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4385,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4386,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4387,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4388,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4389,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4390,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4391,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4392,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4393,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4394,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4395,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4396,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4397,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4398,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4399,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4400,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4401,Cropland,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
4402,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4403,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4404,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4405,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4406,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4407,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4408,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4409,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4410,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4411,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
4412,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
4413,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4414,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4415,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4416,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4417,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4418,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4419,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4420,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
4421,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4422,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4423,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
4424,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
4425,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
4426,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
4427,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4428,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4429,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4430,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Water
4431,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4432,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4433,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
4434,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4435,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
4436,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
4437,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4438,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4439,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
4440,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4441,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
4442,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4443,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
4444,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4445,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4446,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4447,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4448,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4449,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4450,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4451,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4452,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4453,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4454,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4455,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4456,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
4457,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4458,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4459,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4460,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
4461,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
4462,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4463,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4464,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4465,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4466,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4467,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
4468,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
4469,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
4470,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
4471,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
4472,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
4473,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
4474,Wetland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
4475,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4476,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4477,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4478,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4479,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4480,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4481,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4482,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4483,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4484,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4485,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4486,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4487,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4488,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
4489,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4490,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4491,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4492,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4493,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4494,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4495,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4496,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4497,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4498,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4499,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4500,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4501,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4502,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4503,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4504,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4505,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4506,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4507,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4508,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
4509,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4510,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4511,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4512,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4513,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4514,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
4515,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4516,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
4517,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
4518,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4519,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4520,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
4521,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4522,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4523,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4524,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4525,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4526,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4527,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4528,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
4529,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4530,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
4531,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4532,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4533,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4534,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4535,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4536,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
4537,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
4538,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4539,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4540,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4541,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
4542,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4543,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
4544,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4545,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4546,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4547,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4548,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4549,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4550,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4551,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
4552,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4553,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
4554,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
4555,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4556,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
4557,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
4558,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
4559,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
4560,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4561,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
4562,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4563,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4564,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4565,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4566,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4567,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
4568,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4569,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4570,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4571,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4572,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4573,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4574,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
4575,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4576,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4577,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4578,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4579,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4580,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4581,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4582,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4583,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4584,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4585,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
4586,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4587,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4588,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4589,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
4590,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4591,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4592,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4593,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4594,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4595,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4596,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4597,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4598,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4599,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4600,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
4601,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4602,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4603,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4604,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4605,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
4606,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4607,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4608,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4609,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4610,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
4611,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
4612,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
4613,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4614,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4615,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4616,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4617,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4618,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4619,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4620,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4621,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4622,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4623,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4624,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
4625,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4626,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4627,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4628,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4629,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4630,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4631,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4632,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4633,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
4634,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4635,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4636,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4637,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4638,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4639,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4640,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4641,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
4642,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4643,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
4644,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4645,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4646,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
4647,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
4648,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
4649,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
4650,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4651,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
4652,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4653,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
4654,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
4655,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4656,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
4657,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4658,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4659,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4660,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4661,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4662,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4663,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4664,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4665,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4666,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4667,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
4668,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4669,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
4670,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4671,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
4672,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4673,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
4674,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4675,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4676,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4677,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4678,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4679,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
4680,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
4681,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4682,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4683,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
4684,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4685,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
4686,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4687,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4688,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4689,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4690,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
4691,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4692,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
