Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKN_M_R
1515,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1516,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1517,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1518,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1519,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1520,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest
1521,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1522,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1523,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
1524,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1525,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1526,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1527,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
1528,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
1529,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest
1530,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1531,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1532,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1533,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1534,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1535,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1536,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1537,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1538,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL
1539,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1540,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1541,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
1542,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1543,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1544,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1545,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1546,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1547,Forest,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1548,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
1549,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
1550,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1551,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1552,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water
1553,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1554,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1555,Forest,Water,Wetland,NULL,Wetland,NULL,NULL
1556,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
1557,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
1558,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
1559,Forest,Water,Wetland,NULL,Wetland,NULL,Water
1560,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
1561,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1562,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1563,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
1564,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
1565,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
1566,Forest,Water,Wetland,Water,Wetland,NULL,Water
1567,Forest,Water,Wetland,Water,Wetland,NULL,Forest
1568,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1569,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland
1570,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water
1571,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1572,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest
1573,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1574,Forest,Water,Water,NULL,Water,NULL,NULL
1575,Forest,Water,Water,NULL,Water,NULL,Grassland
1576,Forest,Water,Water,NULL,Water,NULL,Wetland
1577,Forest,Water,Water,NULL,Water,NULL,Water
1578,Forest,Water,Water,NULL,Water,NULL,Forest
1579,Forest,Water,Water,Non_Water,Water,NULL,Grassland
1580,Forest,Water,Water,Non_Water,Water,NULL,Wetland
1581,Forest,Water,Water,Non_Water,Water,NULL,Water
1582,Forest,Water,Water,Non_Water,Water,NULL,Forest
1583,Forest,Water,Water,Water,Water,NULL,Grassland
1584,Forest,Water,Water,Water,Water,NULL,Wetland
1585,Forest,Water,Water,Water,Water,NULL,Bareland
1586,Forest,Water,Water,Water,Water,NULL,Water
1587,Forest,Water,Water,Water,Water,NULL,Forest
1588,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL
1589,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1590,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1591,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1592,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
1593,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
1594,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1595,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1596,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1597,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1598,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
1599,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
1600,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
1601,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
1602,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
1603,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL
1604,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1605,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland
1606,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1607,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest
1608,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1609,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1610,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1611,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1615,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1616,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
1617,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1618,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1619,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1620,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1621,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1622,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1623,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1624,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1625,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
1626,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1627,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1628,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1629,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL
1630,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1631,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
1632,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1633,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1634,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1635,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1636,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1637,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1638,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
1639,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
1640,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
1641,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
1642,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
1643,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
1644,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL
1645,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1646,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
1647,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1648,Forest,Forest,Wetland,Water,Wetland,NULL,NULL
1649,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
1650,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
1651,Forest,Forest,Wetland,Water,Wetland,NULL,Water
1652,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
1653,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1654,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
1655,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water
1656,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1657,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1658,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
1659,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
1660,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland
1661,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL
1662,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1663,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
1664,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1665,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1666,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
1667,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Grassland
1668,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest
1669,Forest,Forest,Water,NULL,Water,NULL,Grassland
1670,Forest,Forest,Water,NULL,Water,NULL,Wetland
1671,Forest,Forest,Water,NULL,Water,NULL,Water
1672,Forest,Forest,Water,NULL,Water,NULL,Forest
1673,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
1674,Forest,Forest,Water,Non_Water,Water,NULL,Water
1675,Forest,Forest,Water,Non_Water,Water,NULL,Forest
1676,Forest,Forest,Water,Water,Water,NULL,NULL
1677,Forest,Forest,Water,Water,Water,NULL,Grassland
1678,Forest,Forest,Water,Water,Water,NULL,Wetland
1679,Forest,Forest,Water,Water,Water,NULL,Water
1680,Forest,Forest,Water,Water,Water,NULL,Forest
1681,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1682,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1683,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1684,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1685,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
1686,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1687,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1688,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1689,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1690,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1691,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1692,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1693,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1694,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
1695,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
