Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKV_M_R
1404,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1405,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1406,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1407,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1408,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1409,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1410,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1411,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1412,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1413,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1414,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1415,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1416,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1417,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1418,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Built-up
1419,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1420,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1421,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1422,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1423,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1424,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1425,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Built-up
1426,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1427,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1428,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1429,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1430,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1431,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1432,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1433,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1434,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1435,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1436,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1437,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1438,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1439,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1440,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1441,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1442,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1443,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1444,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1445,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1446,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1447,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1448,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1449,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1450,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1451,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1452,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1453,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1454,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
1455,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1456,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1457,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1458,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1459,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1460,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1461,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1462,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1463,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1464,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1465,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1466,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1467,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1468,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1469,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1470,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1471,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1472,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1473,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1474,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1475,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1476,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1477,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1478,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1479,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1480,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1481,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1482,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1483,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1484,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1485,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1486,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1487,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1488,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1489,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1490,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1491,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1492,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1493,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1494,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1495,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1496,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1497,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1498,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1499,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1500,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1501,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1502,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1503,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1504,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1505,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1506,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1507,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1508,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1509,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1510,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1511,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1512,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1513,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1514,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1515,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1516,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1517,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1518,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1519,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1520,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1521,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1522,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1523,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1524,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1525,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1526,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1527,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1528,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1529,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1530,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1531,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1532,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1533,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1534,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1535,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1536,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1537,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1538,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1539,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1540,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1541,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1542,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1543,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1544,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1545,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1546,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1547,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1548,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1549,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1550,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1551,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1552,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1553,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1554,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1555,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1556,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1557,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1558,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1559,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1560,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1561,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1562,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1563,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1564,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1565,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
1566,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1567,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1568,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1569,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1570,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1571,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1572,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1573,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1574,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1575,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1576,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1577,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1578,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1579,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1580,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1581,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1582,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1583,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1584,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1585,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1586,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1587,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1588,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1589,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1590,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Built-up
1591,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1592,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1593,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1594,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1595,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1596,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1597,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1598,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1599,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1600,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1601,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1602,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1603,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1604,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1605,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1606,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
1607,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1608,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1609,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1610,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1611,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1612,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1613,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1614,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1615,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1616,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1617,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1618,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1619,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1620,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1621,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1622,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1623,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1624,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1625,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1626,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1627,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1628,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1629,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1630,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1631,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1632,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1633,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1634,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1635,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1636,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1637,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1638,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1639,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1640,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1641,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1642,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1643,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1644,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1645,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1646,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1647,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
1648,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1649,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1650,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1651,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1652,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1653,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1654,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1655,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1656,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1657,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1658,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1659,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1660,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1661,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1662,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1663,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1664,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1665,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1666,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1667,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1668,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1670,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1671,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1672,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1673,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1674,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1675,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1676,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1677,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1678,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1679,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1680,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1681,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1682,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1683,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1684,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1685,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1686,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1687,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1688,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1689,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1690,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1691,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1692,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1693,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1694,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1695,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1696,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1697,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1698,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1699,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1700,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1701,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1702,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1703,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
1704,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1705,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1706,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1707,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1708,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1709,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1710,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1711,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1712,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1713,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1714,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1715,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1716,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1717,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1718,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1719,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
1720,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1721,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1722,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1723,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1724,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1725,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1726,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1727,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1728,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1729,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1730,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1731,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1732,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1733,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1734,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
1735,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1736,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1737,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1738,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1739,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1740,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1741,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1742,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1743,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1744,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1745,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1746,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
