Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
3644,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3645,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3646,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3647,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3648,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3649,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3650,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3651,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3652,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3653,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
3654,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
3655,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3656,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Water
3657,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
3658,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3659,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3660,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3661,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
3662,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3663,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
3664,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
3665,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
3666,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
3667,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3668,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3669,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3670,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3671,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3672,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3673,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3674,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3675,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3676,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
3677,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
3678,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
3679,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3680,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3681,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3682,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
3683,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3684,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
3685,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
3686,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Grassland
3687,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
3688,Wetland,Wetland,Water,Water,Water,Water,Grassland,Grassland
3689,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
3690,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3691,Wetland,Wetland,Water,Water,Water,Water,Bareland,Wetland
3692,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
3693,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
3694,Wetland,Wetland,Water,Water,Water,Water,Water,Water
3695,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
3696,Wetland,Wetland,Water,Water,Water,Water,Forest,Grassland
3697,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3698,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3699,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3700,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3701,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3702,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3703,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3704,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3705,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3706,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
3707,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3708,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3709,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3710,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3711,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3712,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3713,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3714,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3715,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
3716,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3717,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3718,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
3719,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3720,Wetland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
3721,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3722,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
3723,Wetland,Bareland,Water,Water,Water,Wetland,Water,Grassland
3724,Wetland,Bareland,Water,Water,Water,Water,Wetland,Grassland
3725,Wetland,Bareland,Water,Water,Water,Water,Wetland,Wetland
3726,Wetland,Bareland,Water,Water,Water,Water,Water,Grassland
3727,Wetland,Bareland,Water,Water,Water,Water,Water,Wetland
3728,Wetland,Bareland,Water,Water,Water,Water,Water,Water
3729,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3730,Wetland,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
3731,Wetland,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
3732,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3733,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3734,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
3735,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
3736,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
3737,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
3738,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
3739,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3740,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3741,Wetland,Built-up,Water,Water,Water,Water,Grassland,Grassland
3742,Wetland,Built-up,Water,Water,Water,Water,Water,Wetland
3743,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3744,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3745,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3746,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3747,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3748,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3749,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3750,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3751,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3752,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3753,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3754,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3755,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3756,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3757,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3758,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3759,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3760,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3761,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3762,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3763,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
3764,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3765,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3766,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3767,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3768,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3769,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3770,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3771,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3772,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3773,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3774,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3775,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3776,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3777,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
3778,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
3779,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
3780,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
3781,Wetland,Water,Water,NULL,Water,Water,Water,Forest
3782,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3783,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
3784,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
3785,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
3786,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
3787,Wetland,Water,Water,Water,Water,Grassland,Water,Water
3788,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
3789,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
3790,Wetland,Water,Water,Water,Water,Wetland,Water,Water
3791,Wetland,Water,Water,Water,Water,Water,Grassland,Grassland
3792,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
3793,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
3794,Wetland,Water,Water,Water,Water,Water,Wetland,Water
3795,Wetland,Water,Water,Water,Water,Water,Water,Grassland
3796,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3797,Wetland,Water,Water,Water,Water,Water,Water,Water
3798,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3799,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3800,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3801,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3802,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3803,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3804,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3805,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3806,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3807,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3808,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3809,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3810,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3811,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3812,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3813,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3814,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3815,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3816,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3817,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3818,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3819,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3820,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
3821,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3822,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3823,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3824,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
3825,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3826,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3827,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3828,Wetland,Forest,Water,NULL,Water,Wetland,Water,Grassland
3829,Wetland,Forest,Water,Non_Water,Water,Water,Water,Grassland
3830,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
3831,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
3832,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3833,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3834,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3835,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3836,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3837,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3838,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3839,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3840,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3841,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3842,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3843,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3844,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3845,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3846,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3847,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3848,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3849,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3850,Bareland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3851,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3873,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
3874,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3875,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3876,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3877,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3878,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3879,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3880,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Bareland,Bareland
3881,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3882,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3883,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3884,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3885,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3886,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3887,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
3888,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3889,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3890,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3891,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3892,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3893,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3894,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3895,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3896,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3897,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
3898,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3899,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3900,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3901,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3902,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3903,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3904,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3905,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3906,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3907,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3908,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3909,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3910,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3911,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3912,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3913,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3914,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3915,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3916,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Forest
3917,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3918,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3919,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3920,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3921,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3922,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3923,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3924,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3925,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3926,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3927,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3928,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3929,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
3930,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3931,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
3932,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3933,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
3934,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
3935,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
3936,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3937,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3938,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3939,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3940,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3941,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3942,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3943,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3944,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
3945,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3946,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3947,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3948,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3949,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
3950,Bareland,NULL,Water,NULL,Water,Grassland,Water,Grassland
3951,Bareland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3952,Bareland,NULL,Water,NULL,Water,Water,Wetland,Grassland
3953,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
3954,Bareland,NULL,Water,NULL,Water,Water,Water,Forest
3955,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
3956,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3957,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3958,Bareland,NULL,Water,Water,Water,Wetland,Water,Grassland
3959,Bareland,NULL,Water,Water,Water,Wetland,Water,Forest
3960,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
3961,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
3962,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
3963,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
3964,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
3965,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
3966,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
3967,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
3968,Bareland,NULL,Water,Water,Water,Water,Water,Water
3969,Bareland,NULL,Water,Water,Water,Water,Forest,Grassland
3970,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3971,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3972,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3973,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3974,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3975,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3976,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3977,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Bareland
3978,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
