Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLV_M_R
1466,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1467,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1468,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1469,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1470,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1471,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1472,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1473,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1474,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1475,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
1476,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1477,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1478,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1479,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1480,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1481,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1482,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1483,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1484,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1485,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1486,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1487,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1488,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1489,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
1490,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1491,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1492,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1493,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1494,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1495,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1496,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1497,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1498,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1499,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1500,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1501,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1502,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1503,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1504,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1505,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1506,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1507,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1508,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1509,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1510,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1511,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1512,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1513,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1514,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1515,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1516,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1517,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1518,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1519,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1520,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1521,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1522,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1523,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
1524,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1525,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1526,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1527,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1528,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1529,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1530,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
1531,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1532,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
1533,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1534,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1535,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1536,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1537,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1538,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1539,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1540,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1541,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1542,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1543,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1544,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1545,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1546,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1547,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1548,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1549,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1550,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1551,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1552,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1553,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1554,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1555,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1556,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1557,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1558,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1559,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1560,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1561,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1562,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1563,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1564,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1565,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1566,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1567,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1568,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1569,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1570,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1571,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1572,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1573,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1574,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1575,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1576,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1577,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1578,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1579,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1580,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1581,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1582,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1583,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1584,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1585,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1586,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1587,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1588,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1589,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1590,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1591,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1592,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1593,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1594,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1595,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1596,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1597,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1598,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1599,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1600,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1601,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1602,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1603,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1604,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1605,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1606,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1607,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1608,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1609,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1610,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1611,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1612,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1613,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1614,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1615,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1616,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1617,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1618,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1619,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1620,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1621,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1622,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1623,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1624,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1625,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1626,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1627,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1628,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1629,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1630,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1631,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1632,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1633,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1634,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1635,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1636,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1637,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1638,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1639,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1640,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1641,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1642,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1643,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1644,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1645,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1646,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1647,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1648,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1649,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1650,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1651,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1652,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1653,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1654,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1655,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1656,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1657,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1658,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1659,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1660,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1661,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1662,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1663,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
1664,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1665,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1666,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1667,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1668,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1669,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1670,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1671,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1672,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1673,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1674,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1675,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1676,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1677,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1678,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1679,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1680,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1681,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1682,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1683,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1684,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1685,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1686,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1687,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1688,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1689,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1690,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1691,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1692,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1693,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1694,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1695,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1696,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1697,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1698,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1699,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1700,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1701,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1702,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1703,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1704,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1705,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1706,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1707,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1708,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1709,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1710,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1711,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1712,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1713,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1714,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1715,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1716,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1717,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1718,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1719,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1720,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1721,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1722,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1723,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1724,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1725,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1726,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1727,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1728,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1729,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1730,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1731,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1732,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1733,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1734,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1735,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1736,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1737,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1738,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
1739,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1740,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1741,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1742,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
1743,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
1744,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1745,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1746,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1747,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1748,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1749,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1750,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1751,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1752,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1753,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1754,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1755,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1756,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1757,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1758,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1759,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1760,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1761,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1762,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
1763,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1764,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
1765,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
1766,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1767,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1768,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1769,Forest,Forest,Water,NULL,Water,Water,Water,Water
1770,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1771,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1772,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1773,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1774,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1775,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1776,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1777,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1778,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1779,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1780,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1781,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1782,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1783,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1784,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1785,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1786,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1787,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1788,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1789,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1790,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1791,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1792,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1793,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1794,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1795,Forest,Forest,Water,Water,Water,NULL,Water,Water
1796,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1797,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1798,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1799,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1800,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1801,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1802,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1803,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1804,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1805,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1806,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1807,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1808,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1809,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1810,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1811,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1812,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1813,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1814,Forest,Forest,Water,Water,Water,Water,Water,Water
1815,Forest,Forest,Water,Water,Water,Water,Water,Forest
1816,Forest,Forest,Water,Water,Water,Water,Forest,Water
1817,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1818,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1819,Forest,Forest,Water,Water,Water,Forest,Water,Forest
