Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDM_M_R
1035,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1036,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1037,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1038,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1039,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
1040,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1041,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1042,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1043,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1044,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1045,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
1046,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1047,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
1048,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1049,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
1050,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1051,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1052,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
1053,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1054,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1055,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1056,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1057,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1058,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1059,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
1060,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1061,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1062,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
1063,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
1064,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1065,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1066,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1067,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1068,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1069,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1070,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1071,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1072,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1073,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1074,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
1075,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1076,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1077,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
1078,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1079,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1080,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1081,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1082,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1083,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
1084,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
1085,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
1086,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1087,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
1088,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1089,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1090,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
1091,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1092,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1093,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1094,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1095,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
1096,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1097,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1098,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1099,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1100,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,NULL
1101,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
1102,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1103,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,NULL
1104,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1105,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1106,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1107,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1108,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1109,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1110,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1111,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1112,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1113,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1114,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1115,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
1116,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1117,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1118,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1119,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1120,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1121,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1122,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1123,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1124,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1125,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1126,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1127,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1128,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
1129,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1130,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1131,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1132,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1133,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1134,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1135,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Water
1136,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
1137,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Forest
1138,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
1139,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
1140,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1141,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1142,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1143,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1144,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1145,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1146,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1147,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1148,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1149,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1150,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1151,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1152,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1153,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1154,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1155,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1156,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1157,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1158,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1159,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1160,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1161,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1162,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1163,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1164,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1165,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1166,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1167,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1168,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1169,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1170,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1171,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1172,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1173,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1174,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1175,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1177,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1178,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1179,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1180,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1181,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1182,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1183,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1184,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1185,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1186,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1187,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1188,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1189,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1190,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1191,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1192,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1193,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1194,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1195,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1196,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1197,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1198,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1199,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1200,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1201,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1202,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1203,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1204,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1205,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1206,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1207,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1208,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1209,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1210,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1211,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1212,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1213,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1214,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1215,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1216,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1217,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1218,NULL,NULL,Water,NULL,Water,NULL,Bareland,Grassland
1219,NULL,NULL,Water,NULL,Water,NULL,Built-up,Grassland
1220,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1221,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1222,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
1223,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1224,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1225,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1226,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1227,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1228,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
1229,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
1230,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
1231,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
1232,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1233,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
1234,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1235,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1236,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1237,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1238,NULL,NULL,Water,NULL,Water,Grassland,Built-up,Grassland
1239,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1240,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1241,NULL,NULL,Water,NULL,Water,Wetland,NULL,Water
1242,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
1243,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
1244,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Bareland
1245,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1246,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
1247,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1248,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1249,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1250,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
1251,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1252,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1253,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1254,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1255,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
1256,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Cropland
1257,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
1258,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1259,NULL,NULL,Water,NULL,Water,Water,Shrubland,Wetland
1260,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1261,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1262,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
1263,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
1264,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
1265,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
1266,NULL,NULL,Water,Non_Water,Water,Shrubland,Forest,Water
1267,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1268,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1269,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1270,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
1271,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1272,NULL,NULL,Water,Non_Water,Water,Wetland,Forest,Water
1273,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
1274,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1275,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
1276,NULL,NULL,Water,Non_Water,Water,Water,Forest,Wetland
1277,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1278,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1279,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
1280,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
1281,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1282,NULL,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
1283,NULL,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
1284,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1285,NULL,NULL,Water,Water,Water,Shrubland,Water,Forest
1286,NULL,NULL,Water,Water,Water,Shrubland,Forest,Water
1287,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1288,NULL,NULL,Water,Water,Water,Grassland,NULL,Forest
1289,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1290,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
1291,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1292,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
1293,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1294,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1295,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1296,NULL,NULL,Water,Water,Water,Water,NULL,Water
1297,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1298,NULL,NULL,Water,Water,Water,Water,Water,Water
1299,NULL,NULL,Water,Water,Water,Forest,Water,Grassland
1300,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1301,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1302,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1303,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1304,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1305,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1306,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1307,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1308,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1309,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1310,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1311,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1312,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1313,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1314,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1315,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1316,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1317,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1318,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1319,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1320,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1321,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1322,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1323,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1324,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1325,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1326,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1327,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1328,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1329,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1330,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1331,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1332,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1333,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1334,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1335,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1336,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1337,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1338,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1339,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1340,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1341,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1342,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1343,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1344,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1345,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1346,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1347,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1348,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1368,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1369,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1370,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1371,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1372,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1373,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1374,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1375,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1376,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1378,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1379,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1380,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1381,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1384,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
