Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
1709,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1710,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1711,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1712,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1713,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1714,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1715,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1716,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1717,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1718,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1719,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1720,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1721,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1722,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1723,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1724,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1725,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1726,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1727,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1728,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1729,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1730,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1731,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1732,Bareland,Built-up,Wetland,Water,Wetland,Water
1733,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1734,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1735,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1736,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1737,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1738,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1739,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1740,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1741,Bareland,Built-up,Water,NULL,Water,Grassland
1742,Bareland,Built-up,Water,NULL,Water,Bareland
1743,Bareland,Built-up,Water,NULL,Water,Water
1744,Bareland,Built-up,Water,Non_Water,Water,Water
1745,Bareland,Built-up,Water,Water,Water,Bareland
1746,Bareland,Built-up,Water,Water,Water,Water
1747,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1748,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1749,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1750,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1751,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1752,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1753,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1754,Bareland,Water,NULL,NULL,Non_Wetland,Water
1755,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1756,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1757,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1758,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1759,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1760,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1761,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1762,Bareland,Water,NULL,Water,Non_Wetland,Water
1763,Bareland,Water,NULL,Water,Non_Wetland,Forest
1764,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1765,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1766,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1767,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1768,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1769,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1770,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1771,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1772,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1773,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1774,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1775,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1776,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1777,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1778,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1779,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1780,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1781,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1782,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1783,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1784,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1785,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1786,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1787,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1788,Bareland,Water,Grassland,Water,Non_Wetland,Water
1789,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1790,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1791,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1792,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1793,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1794,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1795,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1796,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1797,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1798,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1799,Bareland,Water,Cropland,Water,Non_Wetland,Water
1800,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1801,Bareland,Water,Wetland,NULL,Wetland,Grassland
1802,Bareland,Water,Wetland,NULL,Wetland,Bareland
1803,Bareland,Water,Wetland,NULL,Wetland,Water
1804,Bareland,Water,Wetland,NULL,Wetland,Forest
1805,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1806,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1807,Bareland,Water,Wetland,Non_Water,Wetland,Water
1808,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1809,Bareland,Water,Wetland,Water,Wetland,Grassland
1810,Bareland,Water,Wetland,Water,Wetland,Bareland
1811,Bareland,Water,Wetland,Water,Wetland,Water
1812,Bareland,Water,Wetland,Water,Wetland,Forest
1813,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1814,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1815,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1816,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1817,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1818,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1819,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1820,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1821,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1822,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1823,Bareland,Water,Bareland,Water,Non_Wetland,Water
1824,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1825,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1826,Bareland,Water,Water,NULL,Water,Grassland
1827,Bareland,Water,Water,NULL,Water,Cropland
1828,Bareland,Water,Water,NULL,Water,Bareland
1829,Bareland,Water,Water,NULL,Water,Water
1830,Bareland,Water,Water,NULL,Water,Forest
1831,Bareland,Water,Water,Non_Water,Water,Grassland
1832,Bareland,Water,Water,Non_Water,Water,Bareland
1833,Bareland,Water,Water,Non_Water,Water,Water
1834,Bareland,Water,Water,Non_Water,Water,Forest
1835,Bareland,Water,Water,Water,Water,Grassland
1836,Bareland,Water,Water,Water,Water,Bareland
1837,Bareland,Water,Water,Water,Water,Water
1838,Bareland,Water,Water,Water,Water,Forest
1839,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1840,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1841,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1842,Bareland,Water,Forest,NULL,Non_Wetland,Water
1843,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1844,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1845,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1846,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1847,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1848,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1849,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1850,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1851,Bareland,Water,Forest,Water,Non_Wetland,Water
1852,Bareland,Water,Forest,Water,Non_Wetland,Forest
1853,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1854,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1855,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1856,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1857,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1858,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1859,Bareland,Forest,Shrubland,Water,Non_Wetland,Cropland
1860,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1861,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1862,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1863,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1864,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1865,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1866,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1867,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1868,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1869,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1870,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1871,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1872,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1873,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1874,Bareland,Forest,Water,NULL,Water,Forest
1875,Bareland,Forest,Water,Water,Water,Bareland
1876,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1877,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1878,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1879,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1880,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1881,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1882,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1883,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1884,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1885,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1886,Water,NULL,NULL,NULL,Non_Wetland,Forest
1887,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1888,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1889,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1890,Water,NULL,NULL,Water,Non_Wetland,Bareland
1891,Water,NULL,NULL,Water,Non_Wetland,Water
1892,Water,NULL,NULL,Water,Non_Wetland,Forest
1893,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1894,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1895,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1896,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1897,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1898,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1899,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1900,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1901,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1902,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1903,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1904,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1905,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1906,Water,NULL,Shrubland,Water,Non_Wetland,Water
1907,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1908,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1909,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1910,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1911,Water,NULL,Grassland,NULL,Non_Wetland,Water
1912,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1913,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1914,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1915,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1916,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1917,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1918,Water,NULL,Grassland,Water,Non_Wetland,NULL
1919,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1920,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1921,Water,NULL,Grassland,Water,Non_Wetland,Water
1922,Water,NULL,Grassland,Water,Non_Wetland,Forest
1923,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1924,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1925,Water,NULL,Cropland,NULL,Non_Wetland,Water
1926,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1927,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1928,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1929,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1930,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1931,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1932,Water,NULL,Wetland,NULL,Wetland,Grassland
1933,Water,NULL,Wetland,NULL,Wetland,Water
1934,Water,NULL,Wetland,NULL,Wetland,Forest
1935,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1936,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1937,Water,NULL,Wetland,Non_Water,Wetland,Water
1938,Water,NULL,Wetland,Non_Water,Wetland,Forest
1939,Water,NULL,Wetland,Water,Wetland,Grassland
1940,Water,NULL,Wetland,Water,Wetland,Cropland
1941,Water,NULL,Wetland,Water,Wetland,Bareland
1942,Water,NULL,Wetland,Water,Wetland,Water
1943,Water,NULL,Wetland,Water,Wetland,Forest
1944,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1945,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1946,Water,NULL,Bareland,NULL,Non_Wetland,Water
1947,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1948,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1949,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1950,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1951,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1952,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1953,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1954,Water,NULL,Bareland,Water,Non_Wetland,Water
1955,Water,NULL,Bareland,Water,Non_Wetland,Forest
1956,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1957,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1958,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1959,Water,NULL,Water,NULL,Water,Grassland
1960,Water,NULL,Water,NULL,Water,Bareland
1961,Water,NULL,Water,NULL,Water,Water
1962,Water,NULL,Water,NULL,Water,Forest
1963,Water,NULL,Water,Non_Water,Water,Grassland
1964,Water,NULL,Water,Non_Water,Water,Bareland
1965,Water,NULL,Water,Non_Water,Water,Water
1966,Water,NULL,Water,Non_Water,Water,Forest
1967,Water,NULL,Water,Water,Water,Grassland
1968,Water,NULL,Water,Water,Water,Bareland
1969,Water,NULL,Water,Water,Water,Water
1970,Water,NULL,Water,Water,Water,Forest
1971,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1972,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1973,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1974,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1975,Water,NULL,Forest,NULL,Non_Wetland,Water
1976,Water,NULL,Forest,NULL,Non_Wetland,Forest
1977,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1978,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1979,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1980,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1981,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1982,Water,NULL,Forest,Water,Non_Wetland,Grassland
1983,Water,NULL,Forest,Water,Non_Wetland,Bareland
1984,Water,NULL,Forest,Water,Non_Wetland,Water
1985,Water,NULL,Forest,Water,Non_Wetland,Forest
1986,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1987,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1988,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1989,Water,Cropland,NULL,NULL,Non_Wetland,Water
1990,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1991,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1992,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1993,Water,Cropland,NULL,Non_Water,Non_Wetland,Water
1994,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1995,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1996,Water,Cropland,NULL,Water,Non_Wetland,Water
1997,Water,Cropland,NULL,Water,Non_Wetland,Forest
1998,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1999,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2000,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2001,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2002,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
2003,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2004,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2005,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2006,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2007,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2008,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2009,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2010,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2011,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
2012,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2013,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
2014,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2015,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2016,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2017,Water,Cropland,Grassland,NULL,Non_Wetland,Water
2018,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2019,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2020,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2021,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2022,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
2023,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
2024,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
2025,Water,Cropland,Grassland,Water,Non_Wetland,Forest
2026,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2027,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2028,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2029,Water,Cropland,Cropland,NULL,Non_Wetland,Water
2030,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2031,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2032,Water,Cropland,Cropland,Water,Non_Wetland,Water
2033,Water,Cropland,Wetland,NULL,Wetland,Grassland
2034,Water,Cropland,Wetland,NULL,Wetland,Cropland
2035,Water,Cropland,Wetland,NULL,Wetland,Water
2036,Water,Cropland,Wetland,NULL,Wetland,Forest
2037,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2038,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2039,Water,Cropland,Wetland,Water,Wetland,Grassland
2040,Water,Cropland,Wetland,Water,Wetland,Bareland
2041,Water,Cropland,Wetland,Water,Wetland,Water
2042,Water,Cropland,Wetland,Water,Wetland,Forest
2043,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2044,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2045,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2046,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
2047,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2048,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2049,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2050,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2051,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
2052,Water,Cropland,Water,NULL,Water,Grassland
2053,Water,Cropland,Water,NULL,Water,Cropland
2054,Water,Cropland,Water,NULL,Water,Bareland
2055,Water,Cropland,Water,NULL,Water,Water
2056,Water,Cropland,Water,NULL,Water,Forest
2057,Water,Cropland,Water,Non_Water,Water,Grassland
2058,Water,Cropland,Water,Non_Water,Water,Bareland
2059,Water,Cropland,Water,Non_Water,Water,Forest
2060,Water,Cropland,Water,Water,Water,Grassland
2061,Water,Cropland,Water,Water,Water,Cropland
2062,Water,Cropland,Water,Water,Water,Bareland
2063,Water,Cropland,Water,Water,Water,Water
2064,Water,Cropland,Water,Water,Water,Forest
2065,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2066,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2067,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
2068,Water,Cropland,Forest,NULL,Non_Wetland,Water
2069,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2070,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2071,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2072,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2073,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
2074,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
2075,Water,Cropland,Forest,Water,Non_Wetland,Grassland
2076,Water,Cropland,Forest,Water,Non_Wetland,Cropland
2077,Water,Cropland,Forest,Water,Non_Wetland,Bareland
2078,Water,Cropland,Forest,Water,Non_Wetland,Water
2079,Water,Cropland,Forest,Water,Non_Wetland,Forest
2080,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
2081,Water,Wetland,NULL,NULL,Non_Wetland,Water
2082,Water,Wetland,NULL,NULL,Non_Wetland,Forest
2083,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2084,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
2085,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
2086,Water,Wetland,NULL,Water,Non_Wetland,Water
2087,Water,Wetland,NULL,Water,Non_Wetland,Forest
2088,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2089,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2090,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
2091,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2092,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2093,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2094,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2095,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2096,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
2097,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
2098,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
2099,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
2100,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
2101,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2102,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2103,Water,Wetland,Grassland,Water,Non_Wetland,Water
2104,Water,Wetland,Grassland,Water,Non_Wetland,Forest
2105,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
2106,Water,Wetland,Wetland,NULL,Wetland,Grassland
2107,Water,Wetland,Wetland,NULL,Wetland,Water
2108,Water,Wetland,Wetland,NULL,Wetland,Forest
2109,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2110,Water,Wetland,Wetland,Non_Water,Wetland,Water
2111,Water,Wetland,Wetland,Non_Water,Wetland,Forest
2112,Water,Wetland,Wetland,Water,Wetland,Grassland
2113,Water,Wetland,Wetland,Water,Wetland,Water
2114,Water,Wetland,Wetland,Water,Wetland,Forest
2115,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
2116,Water,Wetland,Water,NULL,Water,Grassland
2117,Water,Wetland,Water,NULL,Water,Water
2118,Water,Wetland,Water,NULL,Water,Forest
2119,Water,Wetland,Water,Non_Water,Water,Grassland
2120,Water,Wetland,Water,Non_Water,Water,Water
2121,Water,Wetland,Water,Non_Water,Water,Forest
2122,Water,Wetland,Water,Water,Water,Grassland
2123,Water,Wetland,Water,Water,Water,Water
2124,Water,Wetland,Water,Water,Water,Forest
2125,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2126,Water,Wetland,Forest,NULL,Non_Wetland,Water
2127,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2128,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2129,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2130,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2131,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2132,Water,Wetland,Forest,Water,Non_Wetland,Water
2133,Water,Wetland,Forest,Water,Non_Wetland,Forest
2134,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
2135,Water,Bareland,NULL,NULL,Non_Wetland,Cropland
2136,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
2137,Water,Bareland,NULL,NULL,Non_Wetland,Water
2138,Water,Bareland,NULL,NULL,Non_Wetland,Forest
2139,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
2140,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
2141,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
2142,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
2143,Water,Bareland,NULL,Water,Non_Wetland,Grassland
2144,Water,Bareland,NULL,Water,Non_Wetland,Bareland
2145,Water,Bareland,NULL,Water,Non_Wetland,Water
2146,Water,Bareland,NULL,Water,Non_Wetland,Forest
2147,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
